starid,Teff,Prot,ref,source,source_id,ra,dec,angular_distance
EPIC201662535,3962.000000,21.7,reinhold20,k2,Gaia DR3 3800523140397808896,175.025294,3.018183,0.000220
EPIC201662573,3505.000000,35.76,reinhold20,k2,Gaia DR3 3811652981209470720,167.528261,3.019011,0.000013
EPIC201662676,4506.000000,2.26,reinhold20,k2,Gaia DR3 3799865804242904576,175.140303,3.020412,0.000217
EPIC201663250,3686.000000,30.53,reinhold20,k2,Gaia DR3 3895699684396441216,177.028958,3.030010,0.000051
EPIC201663371,4176.000000,19.57,reinhold20,k2,Gaia DR3 3800526129695045888,174.898976,3.031990,0.000113
EPIC201663831,3956.000000,21.83,reinhold20,k2,Gaia DR3 3892850059495360768,180.573131,3.039189,0.000184
EPIC201664425,3714.000000,27.37,reinhold20,k2,Gaia DR3 3799831994260400128,175.903034,3.048641,0.000197
EPIC201664640,4252.000000,21.91,reinhold20,k2,Gaia DR3 3811840585380905344,168.759744,3.052448,0.000193
EPIC201664689,4480.000000,12.73,reinhold20,k2,Gaia DR3 3812579388475431424,170.876093,3.053276,0.000153
EPIC201665328,3672.000000,32.3,reinhold20,k2,Gaia DR3 3892897097977383424,179.597381,3.064042,0.000186
EPIC201665385,3873.000000,23.66,reinhold20,k2,Gaia DR3 3892941147161773824,180.632274,3.065111,0.000174
EPIC201665478,3642.000000,21.67,reinhold20,k2,Gaia DR3 3895676903889939968,177.534762,3.066693,0.000141
EPIC201666416,3849.000000,33.03,reinhold20,k2,Gaia DR3 3811645559505995904,167.815516,3.082743,0.000064
EPIC201666581,4777.000000,13.75,reinhold20,k2,Gaia DR3 3811835328340885760,168.319844,3.085463,0.000196
EPIC201667416,5555.000000,23.31,reinhold20,k2,Gaia DR3 3811082918790329216,170.703966,3.099776,0.000085
EPIC201667498,4081.000000,20.97,reinhold20,k2,Gaia DR3 3895756824641523840,177.994991,3.101131,0.000033
EPIC201667587,3947.000000,16.84,reinhold20,k2,Gaia DR3 3895710232836071808,176.628815,3.102469,0.000133
EPIC201667670,4185.000000,3.46,reinhold20,k2,Gaia DR3 3811879652403364480,169.349877,3.104056,0.000126
EPIC201667946,5193.000000,19.99,reinhold20,k2,Gaia DR3 3892722378707925888,179.039946,3.108871,0.000157
EPIC201668051,3817.000000,19.92,reinhold20,k2,Gaia DR3 3811091714883300608,170.357099,3.110715,0.000157
EPIC201668343,3753.000000,21.0,reinhold20,k2,Gaia DR3 3892898334927669760,179.744013,3.115916,0.000137
EPIC201668402,3954.000000,30.7,reinhold20,k2,Gaia DR3 3811844536750783616,168.663844,3.117102,0.000169
EPIC201668662,6054.000000,15.1,reinhold20,k2,Gaia DR3 3799873844421687680,175.316751,3.121492,0.000192
EPIC201668964,4094.000000,34.16,reinhold20,k2,Gaia DR3 3799873122867182080,175.336475,3.126723,0.000021
EPIC201668973,3976.000000,24.9,reinhold20,k2,Gaia DR3 3812020836568512000,167.989092,3.126780,0.000231
EPIC201669120,5994.000000,25.57,reinhold20,k2,Gaia DR3 3800575362904145280,174.103484,3.129289,0.000040
EPIC201669155,4176.000000,1.89,reinhold20,k2,Gaia DR3 3799838866208076032,175.971463,3.129651,0.000139
EPIC201669360,4401.000000,26.52,reinhold20,k2,Gaia DR3 3892898781604268672,179.749546,3.132652,0.000216
EPIC201669416,3938.000000,15.79,reinhold20,k2,Gaia DR3 3812582137254502528,170.881482,3.133641,0.000050
EPIC201669491,4164.000000,23.72,reinhold20,k2,Gaia DR3 3800618797909317760,175.240787,3.135304,0.000047
EPIC201670037,4210.000000,16.54,reinhold20,k2,Gaia DR3 3799838934927578624,175.999178,3.143591,0.000058
EPIC201670107,4014.000000,27.22,reinhold20,k2,Gaia DR3 3893086454495631872,179.214996,3.144871,0.000151
EPIC201671176,4017.000000,25.24,reinhold20,k2,Gaia DR3 3893086557574847232,179.201339,3.162333,0.000107
EPIC201671192,4167.000000,17.09,reinhold20,k2,Gaia DR3 3892198014740471552,180.931736,3.162561,0.000029
EPIC201671292,3843.000000,24.42,reinhold20,k2,Gaia DR3 3799839171150491904,176.044862,3.164150,0.000257
EPIC201671434,4024.000000,27.81,reinhold20,k2,Gaia DR3 3800586156157907072,174.331727,3.166470,0.000137
EPIC201671895,4110.000000,21.46,reinhold20,k2,Gaia DR3 3812022039159356032,167.938327,3.173537,0.000099
EPIC201672246,4800.000000,12.03,reinhold20,k2,Gaia DR3 3811799972170205952,169.182483,3.179593,0.000036
EPIC201672258,3945.000000,19.93,reinhold20,k2,Gaia DR3 3892902045779401088,179.548881,3.179824,0.000116
EPIC201672274,3688.000000,22.94,reinhold20,k2,Gaia DR3 3800634019273612800,174.940931,3.180146,0.000214
EPIC201672331,3497.000000,24.59,reinhold20,k2,Gaia DR3 3811662670654995712,167.658052,3.181300,0.000083
EPIC201672684,4098.000000,25.04,reinhold20,k2,Gaia DR3 3800620103579351936,175.148967,3.186642,0.000122
EPIC201672855,3844.000000,19.61,reinhold20,k2,Gaia DR3 3800633950554135936,174.892018,3.189649,0.000132
EPIC201673990,4806.000000,23.71,reinhold20,k2,Gaia DR3 3892199492209234432,181.056340,3.208976,0.000105
EPIC201674220,3879.000000,25.59,reinhold20,k2,Gaia DR3 3811708506546689920,167.577853,3.212729,0.000171
EPIC201674786,3807.000000,35.71,reinhold20,k2,Gaia DR3 3799887450878130304,175.957035,3.222859,0.000236
EPIC201674843,4210.000000,23.44,reinhold20,k2,Gaia DR3 3800599758318521472,174.133631,3.223831,0.000103
EPIC201676115,3662.000000,32.76,reinhold20,k2,Gaia DR3 3811710087094674432,167.630535,3.244592,0.000139
EPIC201676362,4046.000000,31.8,reinhold20,k2,Gaia DR3 3892962209681713792,180.484393,3.248443,0.000165
EPIC201676925,3994.000000,28.02,reinhold20,k2,Gaia DR3 3892775189625768064,178.867224,3.257801,0.000067
EPIC201676991,4824.000000,27.05,reinhold20,k2,Gaia DR3 3895917559497472128,176.222864,3.258899,0.000263
EPIC201677190,4917.000000,26.09,reinhold20,k2,Gaia DR3 3892763438595178496,178.261626,3.262337,0.000028
EPIC201677753,4139.000000,26.81,reinhold20,k2,Gaia DR3 3811712732794510336,167.484107,3.271013,0.000038
EPIC201677835,4852.000000,20.21,reinhold20,k2,Gaia DR3 3799841752426128896,176.123301,3.272380,0.000253
EPIC201678139,4459.000000,15.62,reinhold20,k2,Gaia DR3 3895777062527686272,177.662527,3.277152,0.000142
EPIC201678368,4654.000000,19.83,reinhold20,k2,Gaia DR3 3800630308421649792,175.141732,3.280714,0.000029
EPIC201678434,4788.000000,20.12,reinhold20,k2,Gaia DR3 3892960148097096192,180.678123,3.281657,0.000183
EPIC201678457,4875.000000,27.9,reinhold20,k2,Gaia DR3 3800780043865974656,173.335118,3.282011,0.000168
EPIC201678917,3843.000000,28.72,reinhold20,k2,Gaia DR3 3800451706501530240,173.284760,3.288966,0.000108
EPIC201679321,3656.000000,18.16,reinhold20,k2,Gaia DR3 3892974854065174400,181.062941,3.295959,0.000214
EPIC201679673,5107.000000,20.12,reinhold20,k2,Gaia DR3 3800628414340560128,175.300781,3.301527,0.000233
EPIC201680908,3587.000000,20.52,reinhold20,k2,Gaia DR3 3800604676056870400,174.075608,3.320899,0.000143
EPIC201681799,3987.000000,28.81,reinhold20,k2,Gaia DR3 3895746722878260608,177.142498,3.335803,0.000065
EPIC201682010,4842.000000,24.98,reinhold20,k2,Gaia DR3 3811864362319827072,168.556242,3.339424,0.000209
EPIC201682224,3898.000000,28.49,reinhold20,k2,Gaia DR3 3811890166483334144,169.554962,3.342459,0.000071
EPIC201682263,4046.000000,33.15,reinhold20,k2,Gaia DR3 3895825917779969152,177.499475,3.342994,0.000151
EPIC201682703,5866.000000,27.7,reinhold20,k2,Gaia DR3 3811896832272552064,169.357193,3.350089,0.000080
EPIC201683039,3869.000000,27.11,reinhold20,k2,Gaia DR3 3800687654824931328,174.664250,3.356162,0.000144
EPIC201683087,5419.000000,22.91,reinhold20,k2,Gaia DR3 3893010790055154944,180.400444,3.356804,0.000211
EPIC201683292,3672.000000,19.7,reinhold20,k2,Gaia DR3 3892955921849313536,180.918702,3.360228,0.000057
EPIC201683623,4646.000000,34.93,reinhold20,k2,Gaia DR3 3811946035417859328,169.170775,3.365049,0.000118
EPIC201683910,3926.000000,22.73,reinhold20,k2,Gaia DR3 3893108135490549632,179.277230,3.370292,0.000070
EPIC201684046,4843.000000,23.57,reinhold20,k2,Gaia DR3 3800608730506020736,174.374982,3.372348,0.000254
EPIC201684418,5146.000000,27.43,reinhold20,k2,Gaia DR3 3800641647135282176,174.838963,3.378787,0.000227
EPIC201684527,4914.000000,16.92,reinhold20,k2,Gaia DR3 3811727095165152384,167.340701,3.380588,0.000087
EPIC201684958,3780.000000,23.48,reinhold20,k2,Gaia DR3 3800457272779118464,173.113924,3.386976,0.000238
EPIC201685550,3645.000000,30.52,reinhold20,k2,Gaia DR3 3812044544787998720,168.109732,3.396911,0.000057
EPIC201685649,4201.000000,27.01,reinhold20,k2,Gaia DR3 3893111532808418944,179.171312,3.398443,0.000017
EPIC201685651,4190.000000,19.7,reinhold20,k2,Gaia DR3 3892932866464737152,179.973741,3.398253,0.000215
EPIC201686282,3901.000000,23.27,reinhold20,k2,Gaia DR3 3800655872067019776,175.346712,3.409295,0.000033
EPIC201686301,3774.000000,18.21,reinhold20,k2,Gaia DR3 3893117653138107776,179.644743,3.409516,0.000072
EPIC201686483,3686.000000,23.54,reinhold20,k2,Gaia DR3 3892921768269286144,180.198952,3.412228,0.000213
EPIC201686578,4204.000000,30.35,reinhold20,k2,Gaia DR3 3800774103926782976,173.850156,3.413964,0.000057
EPIC201686699,4160.000000,22.87,reinhold20,k2,Gaia DR3 3895747749375163776,177.185269,3.415416,0.000134
EPIC201686808,4941.000000,8.36,reinhold20,k2,Gaia DR3 3811727473122275712,167.329325,3.417211,0.000052
EPIC201687134,4044.000000,35.76,reinhold20,k2,Gaia DR3 3895786030419098624,177.821029,3.422693,0.000122
EPIC201687650,4742.000000,16.86,reinhold20,k2,Gaia DR3 3811869138323498880,168.866646,3.431142,0.000177
EPIC201687988,3630.000000,9.58,reinhold20,k2,Gaia DR3 3895971435567217536,176.001632,3.436951,0.000267
EPIC201688296,3823.000000,17.81,reinhold20,k2,Gaia DR3 3800612991113557248,174.252432,3.441911,0.000199
EPIC201688347,5089.000000,29.51,reinhold20,k2,Gaia DR3 3892977980801368704,181.167982,3.442761,0.000116
EPIC201688807,3696.000000,31.33,reinhold20,k2,Gaia DR3 3895751052205272320,177.125563,3.450702,0.000200
EPIC201689380,5264.000000,25.58,reinhold20,k2,Gaia DR3 3812525920427073408,171.760946,3.459943,0.000112
EPIC201689473,4071.000000,30.84,reinhold20,k2,Gaia DR3 3800668791328627456,175.272202,3.461878,0.000019
EPIC201689490,4667.000000,21.4,reinhold20,k2,Gaia DR3 3895796303980952448,178.244860,3.462136,0.000067
EPIC201689551,3634.000000,21.23,reinhold20,k2,Gaia DR3 3800809494457303296,173.844645,3.463193,0.000053
EPIC201689553,4045.000000,14.01,reinhold20,k2,Gaia DR3 3811729294188412288,167.422234,3.463172,0.000033
EPIC201689930,3586.000000,24.92,reinhold20,k2,Gaia DR3 3812092923299524608,167.667468,3.469242,0.000052
EPIC201690213,5760.000000,27.45,reinhold20,k2,Gaia DR3 3800844747548793216,173.178028,3.473815,0.000099
EPIC201690275,4914.000000,35.52,reinhold20,k2,Gaia DR3 3812103884056057728,167.512344,3.474977,0.000051
EPIC201690711,3857.000000,25.11,reinhold20,k2,Gaia DR3 3800695488845309056,174.913199,3.482348,0.000110
EPIC201690847,5118.000000,33.64,reinhold20,k2,Gaia DR3 3893113289451274368,179.216803,3.484496,0.000112
EPIC201690865,4206.000000,26.34,reinhold20,k2,Gaia DR3 3895795891664065408,178.170305,3.484790,0.000234
EPIC201691212,3819.000000,9.26,reinhold20,k2,Gaia DR3 3800669787761040512,175.227801,3.490611,0.000086
EPIC201691408,3966.000000,16.53,reinhold20,k2,Gaia DR3 3895808570407520256,178.002915,3.493676,0.000179
EPIC201691570,5347.000000,20.27,reinhold20,k2,Gaia DR3 3800611440629735424,174.457642,3.496136,0.000078
EPIC201691682,3869.000000,33.74,reinhold20,k2,Gaia DR3 3800614876603444224,174.323165,3.498197,0.000133
EPIC201691759,4557.000000,32.67,reinhold20,k2,Gaia DR3 3800613643948586496,174.295660,3.499621,0.000083
EPIC201692367,4228.000000,23.6,reinhold20,k2,Gaia DR3 3893125281000039680,179.840644,3.510307,0.000060
EPIC201692675,3941.000000,26.97,reinhold20,k2,Gaia DR3 3893123661795866240,179.582357,3.515412,0.000268
EPIC201692727,3900.000000,32.09,reinhold20,k2,Gaia DR3 3812471773774699904,172.310463,3.516440,0.000140
EPIC201693181,4748.000000,19.58,reinhold20,k2,Gaia DR3 3800704834694117504,174.609591,3.524833,0.000070
EPIC201694119,5865.000000,31.12,reinhold20,k2,Gaia DR3 3893126243072714112,179.834384,3.540114,0.000151
EPIC201694707,3875.000000,16.95,reinhold20,k2,Gaia DR3 3892997084815850624,180.816657,3.550150,0.000018
EPIC201695201,3436.000000,23.5,reinhold20,k2,Gaia DR3 3800805440008235392,174.125346,3.558369,0.000197
EPIC201695262,3568.000000,25.78,reinhold20,k2,Gaia DR3 3895941233357284608,177.018939,3.559319,0.000130
EPIC201695322,4235.000000,23.73,reinhold20,k2,Gaia DR3 3893161667961434112,179.137868,3.560319,0.000101
EPIC201695629,3921.000000,26.36,reinhold20,k2,Gaia DR3 3800694939089469696,174.735824,3.565586,0.000133
EPIC201695853,3822.000000,17.77,reinhold20,k2,Gaia DR3 3895979956782357248,176.204559,3.569934,0.000241
EPIC201695878,4473.000000,9.92,reinhold20,k2,Gaia DR3 3811734070192057216,167.334854,3.570335,0.000129
EPIC201695976,5074.000000,25.81,reinhold20,k2,Gaia DR3 3812519843048650112,172.221130,3.572210,0.000213
EPIC201696396,3754.000000,21.59,reinhold20,k2,Gaia DR3 3812522759331140736,171.935154,3.579203,0.000190
EPIC201696418,4006.000000,30.16,reinhold20,k2,Gaia DR3 3800812483754546560,173.952774,3.579665,0.000222
EPIC201696719,5763.000000,27.14,reinhold20,k2,Gaia DR3 3800709129661406336,174.482395,3.584418,0.000174
EPIC201697265,4014.000000,27.77,reinhold20,k2,Gaia DR3 3800848286601849728,173.186333,3.593437,0.000107
EPIC201697355,4506.000000,28.47,reinhold20,k2,Gaia DR3 3812121167004494080,168.051330,3.594701,0.000184
EPIC201698094,3421.000000,28.43,reinhold20,k2,Gaia DR3 3895848462063663104,177.288407,3.607044,0.000176
EPIC201698318,3699.000000,19.84,reinhold20,k2,Gaia DR3 3800674976081506944,175.138213,3.610754,0.000049
EPIC201698381,4206.000000,38.1,reinhold20,k2,Gaia DR3 3812107388749695488,167.562955,3.611801,0.000053
EPIC201699190,4154.000000,36.53,reinhold20,k2,Gaia DR3 3800666111269060096,175.524155,3.626258,0.000194
EPIC201699743,4677.000000,15.05,reinhold20,k2,Gaia DR3 3812497062542141312,172.357788,3.635441,0.000177
EPIC201700240,4255.000000,12.58,reinhold20,k2,Gaia DR3 3812532315633649792,171.640538,3.643914,0.000157
EPIC201700247,4078.000000,11.0,reinhold20,k2,Gaia DR3 3812532315633649920,171.644254,3.644021,0.000164
EPIC201700546,5835.000000,5.46,reinhold20,k2,Gaia DR3 3812641369147578496,171.189283,3.648842,0.000045
EPIC201700909,4954.000000,25.71,reinhold20,k2,Gaia DR3 3893002479294810368,181.031105,3.655103,0.000029
EPIC201701250,3688.000000,23.51,reinhold20,k2,Gaia DR3 3800676208736848384,175.294628,3.660661,0.000162
EPIC201701363,4071.000000,29.96,reinhold20,k2,Gaia DR3 3800702979268360960,174.876517,3.662499,0.000052
EPIC201701518,3755.000000,28.57,reinhold20,k2,Gaia DR3 3812720263402684800,171.603730,3.664763,0.000164
EPIC201701689,4146.000000,20.1,reinhold20,k2,Gaia DR3 3893140742882273280,179.523155,3.667668,0.000094
EPIC201702150,3651.000000,25.65,reinhold20,k2,Gaia DR3 3893005704814391168,180.958607,3.676195,0.000218
EPIC201702226,4010.000000,30.11,reinhold20,k2,Gaia DR3 3893143010625030784,179.677486,3.677326,0.000139
EPIC201702522,5914.000000,17.02,reinhold20,k2,Gaia DR3 3800808910341809280,174.191973,3.682197,0.000118
EPIC201702635,5921.000000,32.18,reinhold20,k2,Gaia DR3 3893144281935351040,179.740610,3.683999,0.000183
EPIC201702771,3785.000000,27.26,reinhold20,k2,Gaia DR3 3800899139014577920,174.400289,3.686488,0.000079
EPIC201702817,4097.000000,31.79,reinhold20,k2,Gaia DR3 3800723217154177024,175.094273,3.687210,0.000053
EPIC201703130,3793.000000,23.92,reinhold20,k2,Gaia DR3 3812498814888799488,172.394591,3.692684,0.000163
EPIC201703340,4293.000000,22.59,reinhold20,k2,Gaia DR3 3800677243824270976,175.223964,3.696555,0.000084
EPIC201703402,4102.000000,28.66,reinhold20,k2,Gaia DR3 3895956420361613056,176.684609,3.697726,0.000085
EPIC201703683,3933.000000,21.84,reinhold20,k2,Gaia DR3 3812499021047230848,172.476294,3.702390,0.000073
EPIC201704678,4308.000000,25.99,reinhold20,k2,Gaia DR3 3800715967249355904,174.777801,3.717901,0.000042
EPIC201704828,4161.000000,26.96,reinhold20,k2,Gaia DR3 3896005623506924800,176.397843,3.720497,0.000084
EPIC201705057,4291.000000,13.74,reinhold20,k2,Gaia DR3 3812678894277708928,170.533356,3.724303,0.000008
EPIC201705421,5576.000000,14.05,reinhold20,k2,Gaia DR3 3800824028626611328,173.851053,3.730379,0.000137
EPIC201705464,5092.000000,18.58,reinhold20,k2,Gaia DR3 3812537503954173440,172.079231,3.731250,0.000099
EPIC201705467,5523.000000,16.85,reinhold20,k2,Gaia DR3 3800856940960437632,173.340854,3.731309,0.000208
EPIC201705629,4847.000000,23.63,reinhold20,k2,Gaia DR3 3893180634538453376,179.024332,3.733705,0.000093
EPIC201705764,3790.000000,23.8,reinhold20,k2,Gaia DR3 3895960406091286656,176.854794,3.735900,0.000098
EPIC201705908,4919.000000,27.0,reinhold20,k2,Gaia DR3 3895994868908814720,176.274659,3.738402,0.000151
EPIC201705928,4000.000000,15.58,reinhold20,k2,Gaia DR3 3812687170679106688,170.981012,3.738643,0.000267
EPIC201706456,4866.000000,19.94,reinhold20,k2,Gaia DR3 3812552244281963136,172.428975,3.748196,0.000196
EPIC201706525,4822.000000,24.26,reinhold20,k2,Gaia DR3 3800824818900624256,174.027015,3.749396,0.000119
EPIC201706763,3613.000000,29.65,reinhold20,k2,Gaia DR3 3812645530971811328,171.171623,3.752944,0.000143
EPIC201707163,3613.000000,27.14,reinhold20,k2,Gaia DR3 3895822692260005248,178.245641,3.758902,0.000231
EPIC201707249,3880.000000,29.72,reinhold20,k2,Gaia DR3 3812552450440393472,172.428576,3.760565,0.000149
EPIC201707257,4169.000000,13.82,reinhold20,k2,Gaia DR3 3896009781035299968,176.644335,3.760738,0.000051
EPIC201708023,4069.000000,13.14,reinhold20,k2,Gaia DR3 3895855334011356416,177.611107,3.774726,0.000013
EPIC201708072,4002.000000,15.19,reinhold20,k2,Gaia DR3 3895863992665474560,178.008122,3.775569,0.000015
EPIC201708268,3879.000000,14.85,reinhold20,k2,Gaia DR3 3895822967137912320,178.215873,3.778804,0.000086
EPIC201708272,3682.000000,36.89,reinhold20,k2,Gaia DR3 3893008938925626624,181.003896,3.778762,0.000195
EPIC201708317,4712.000000,21.7,reinhold20,k2,Gaia DR3 3812688343205783936,170.929715,3.779638,0.000044
EPIC201708471,4403.000000,21.91,reinhold20,k2,Gaia DR3 3812727027975397376,171.529019,3.782524,0.000277
EPIC201708822,3727.000000,26.15,reinhold20,k2,Gaia DR3 3800731394771912064,175.203636,3.788270,0.000058
EPIC201708992,4104.000000,33.35,reinhold20,k2,Gaia DR3 3896194670788165376,178.431722,3.791177,0.000104
EPIC201709367,4057.000000,12.52,reinhold20,k2,Gaia DR3 3894505889647040256,181.237895,3.797240,0.000070
EPIC201709784,5318.000000,19.9,reinhold20,k2,Gaia DR3 3895998476681323392,176.044385,3.804235,0.000165
EPIC201710405,3880.000000,30.75,reinhold20,k2,Gaia DR3 3812565369701978496,171.994699,3.814874,0.000124
EPIC201711393,3809.000000,35.2,reinhold20,k2,Gaia DR3 3800908484863416832,174.661678,3.831849,0.000267
EPIC201711435,3804.000000,24.18,reinhold20,k2,Gaia DR3 3800743455040053120,174.825627,3.832494,0.000019
EPIC201711553,4021.000000,30.95,reinhold20,k2,Gaia DR3 3893055084054225792,180.923653,3.834616,0.000064
EPIC201711604,5728.000000,4.36,reinhold20,k2,Gaia DR3 3896020638712595712,176.426298,3.835817,0.000074
EPIC201712235,4161.000000,24.1,reinhold20,k2,Gaia DR3 3896198931395686144,178.327112,3.846809,0.000093
EPIC201712387,3561.000000,34.05,reinhold20,k2,Gaia DR3 3893199326236157312,179.419244,3.849759,0.000153
EPIC201712415,4263.000000,21.68,reinhold20,k2,Gaia DR3 3895880863296983296,177.756795,3.849817,0.000220
EPIC201712609,3862.000000,32.08,reinhold20,k2,Gaia DR3 3893066113530204416,180.568469,3.853446,0.000066
EPIC201712859,3597.000000,33.44,reinhold20,k2,Gaia DR3 3893243684658254080,179.785738,3.857871,0.000150
EPIC201713058,4173.000000,19.95,reinhold20,k2,Gaia DR3 3800862064856940928,173.336527,3.861340,0.000158
EPIC201713200,4885.000000,23.08,reinhold20,k2,Gaia DR3 3812739676654845184,171.523873,3.863865,0.000130
EPIC201713514,3818.000000,21.89,reinhold20,k2,Gaia DR3 3893241451275262592,179.906707,3.869426,0.000022
EPIC201713862,5870.000000,10.81,reinhold20,k2,Gaia DR3 3812564368974297344,172.129887,3.875772,0.000092
EPIC201714477,4002.000000,34.61,reinhold20,k2,Gaia DR3 3895880485339893632,177.883812,3.886450,0.000157
EPIC201714480,4111.000000,21.92,reinhold20,k2,Gaia DR3 3896199893468361600,178.321420,3.886592,0.000034
EPIC201714604,3583.000000,21.03,reinhold20,k2,Gaia DR3 3895883612076037376,177.620763,3.888218,0.000239
EPIC201715141,4255.000000,26.18,reinhold20,k2,Gaia DR3 3896050050648495616,177.320339,3.898138,0.000053
EPIC201715142,4549.000000,22.46,reinhold20,k2,Gaia DR3 3812707034903434240,170.617579,3.898075,0.000087
EPIC201715601,4287.000000,13.06,reinhold20,k2,Gaia DR3 3896060186771286144,177.009536,3.906296,0.000169
EPIC201715631,3977.000000,24.88,reinhold20,k2,Gaia DR3 3811993039539997696,169.670082,3.906676,0.000087
EPIC201716075,3588.000000,34.54,reinhold20,k2,Gaia DR3 3893212554735429760,179.309456,3.914654,0.000262
EPIC201716284,3707.000000,12.85,reinhold20,k2,Gaia DR3 3812168411644716160,169.057949,3.917773,0.000058
EPIC201716463,4131.000000,20.92,reinhold20,k2,Gaia DR3 3800737132848222720,175.245364,3.920297,0.000125
EPIC201716796,3876.000000,23.95,reinhold20,k2,Gaia DR3 3800910305929551616,174.626365,3.926184,0.000036
EPIC201716803,3776.000000,28.09,reinhold20,k2,Gaia DR3 3895872960557198848,178.119273,3.926497,0.000189
EPIC201717159,4092.000000,29.96,reinhold20,k2,Gaia DR3 3896201061699507328,178.436299,3.932203,0.000175
EPIC201717181,3851.000000,23.06,reinhold20,k2,Gaia DR3 3895876465250510720,178.025288,3.932472,0.000202
EPIC201717208,4089.000000,27.38,reinhold20,k2,Gaia DR3 3812565060464356864,172.197709,3.932911,0.000138
EPIC201717295,4190.000000,27.76,reinhold20,k2,Gaia DR3 3896247447346263168,178.256581,3.934793,0.000016
EPIC201717369,4725.000000,7.49,reinhold20,k2,Gaia DR3 3813436075536983040,170.428379,3.936118,0.000224
EPIC201717482,4662.000000,25.46,reinhold20,k2,Gaia DR3 3896017271458267904,176.599492,3.937922,0.000031
EPIC201717525,4565.000000,16.39,reinhold20,k2,Gaia DR3 3812700094236343424,171.083733,3.938686,0.000150
EPIC201718353,3650.000000,28.43,reinhold20,k2,Gaia DR3 3896071800362904576,177.612654,3.952195,0.000086
EPIC201718624,3588.000000,33.29,reinhold20,k2,Gaia DR3 3893246639595757184,179.793461,3.956803,0.000092
EPIC201718783,3586.000000,36.38,reinhold20,k2,Gaia DR3 3893072367002592896,180.754953,3.959040,0.000241
EPIC201719785,3823.000000,26.12,reinhold20,k2,Gaia DR3 3896248684296845440,178.246148,3.975940,0.000261
EPIC201720072,4215.000000,36.01,reinhold20,k2,Gaia DR3 3896075579934123648,177.445815,3.981066,0.000110
EPIC201720207,3939.000000,20.98,reinhold20,k2,Gaia DR3 3800914665320938880,174.532450,3.983299,0.000136
EPIC201720307,3839.000000,33.64,reinhold20,k2,Gaia DR3 3896811565530071168,175.388463,3.984895,0.000236
EPIC201720463,5488.000000,3.72,reinhold20,k2,Gaia DR3 3812745483450603520,171.353633,3.987358,0.000062
EPIC201720674,4187.000000,13.71,reinhold20,k2,Gaia DR3 3800970057514523520,174.129280,3.990924,0.000036
EPIC201721076,4000.000000,20.31,reinhold20,k2,Gaia DR3 3800926248848130688,174.458375,3.997778,0.000057
EPIC201721263,3521.000000,36.89,reinhold20,k2,Gaia DR3 3800914635256587136,174.574293,4.000957,0.000102
EPIC201721333,4023.000000,24.25,reinhold20,k2,Gaia DR3 3893260967606717056,180.290637,4.002208,0.000096
EPIC201721570,4155.000000,26.85,reinhold20,k2,Gaia DR3 3896067058718962432,177.071788,4.006612,0.000163
EPIC201721928,3290.000000,34.38,reinhold20,k2,Gaia DR3 3812760047684068608,171.769883,4.012466,0.000266
EPIC201722090,4555.000000,5.78,reinhold20,k2,Gaia DR3 3800879725762512896,173.846272,4.015363,0.000273
EPIC201722204,4217.000000,21.35,reinhold20,k2,Gaia DR3 3896778133504718208,176.169425,4.017171,0.000039
EPIC201722437,3989.000000,19.34,reinhold20,k2,Gaia DR3 3896067363661303808,177.165309,4.021161,0.000066
EPIC201722438,3914.000000,15.22,reinhold20,k2,Gaia DR3 3800935216739889536,174.801949,4.021027,0.000188
EPIC201722686,5432.000000,8.4,reinhold20,k2,Gaia DR3 3893075180205179392,180.718328,4.025732,0.000121
EPIC201722700,4610.000000,20.44,reinhold20,k2,Gaia DR3 3896814864064955264,175.336143,4.025919,0.000252
EPIC201723271,3832.000000,35.12,reinhold20,k2,Gaia DR3 3894566946902128256,181.225785,4.036174,0.000112
EPIC201723278,3577.000000,21.5,reinhold20,k2,Gaia DR3 3800894466090242944,173.538116,4.036378,0.000073
EPIC201723541,3828.000000,30.72,reinhold20,k2,Gaia DR3 3893295224265783296,179.701256,4.040914,0.000106
EPIC201723637,3598.000000,17.28,reinhold20,k2,Gaia DR3 3893217708696160128,179.247992,4.042319,0.000028
EPIC201723953,5012.000000,21.6,reinhold20,k2,Gaia DR3 3812575883781917184,172.161288,4.047930,0.000124
EPIC201724062,4277.000000,22.36,reinhold20,k2,Gaia DR3 3896033214376844032,176.385584,4.049762,0.000152
EPIC201724158,3910.000000,35.35,reinhold20,k2,Gaia DR3 3812758471431782400,172.023686,4.051373,0.000199
EPIC201724209,4145.000000,27.04,reinhold20,k2,Gaia DR3 3800974038948600448,173.912213,4.052047,0.000122
EPIC201724655,5027.000000,30.44,reinhold20,k2,Gaia DR3 3896068982864339456,177.197199,4.059849,0.000040
EPIC201725220,4163.000000,20.27,reinhold20,k2,Gaia DR3 3800974077603907712,173.931868,4.069471,0.000147
EPIC201725577,5473.000000,20.28,reinhold20,k2,Gaia DR3 3800941882529134336,174.939010,4.075500,0.000214
EPIC201726029,3891.000000,23.7,reinhold20,k2,Gaia DR3 3893260624009336448,180.449484,4.083166,0.000222
EPIC201726137,4950.000000,36.77,reinhold20,k2,Gaia DR3 3800930917477110272,174.434833,4.085103,0.000096
