starid,Teff,Prot,ref,source,source_id,ra,dec,angular_distance
KIC4246911,4755.000000,19.66,santos19,kepler,Gaia DR3 2100399128424804096,286.791525,39.322756,0.000088
KIC4247053,4750.000000,20.21,santos19,kepler,Gaia DR3 2100401190009170560,286.860571,39.389522,0.000002
KIC4247106,4285.000000,15.86,santos19,kepler,Gaia DR3 2100401121289708800,286.883205,39.397588,0.000025
KIC4247444,4546.000000,28.98,santos19,kepler,Gaia DR3 2100419435030290048,287.029054,39.320545,0.000048
KIC4248202,5137.000000,49.08,santos19,kepler,Gaia DR3 2100414693386552704,287.321425,39.383714,0.000116
KIC4248293,4630.000000,20.49,santos19,kepler,Gaia DR3 2100411463571143552,287.357243,39.343396,0.000007
KIC4248703,4895.000000,42.43,santos19,kepler,Gaia DR3 2099661871519971200,287.510407,39.374319,0.000166
KIC4248763,4353.000000,1.77,santos19,kepler,Gaia DR3 2099661493562913536,287.534966,39.315109,0.000211
KIC4249232,5044.000000,11.69,santos19,kepler,Gaia DR3 2099752065832681088,287.711725,39.367652,0.000038
KIC4249282,4511.000000,20.35,santos19,kepler,Gaia DR3 2099752100192430464,287.729650,39.379873,0.000028
KIC4249303,4673.000000,38.49,santos19,kepler,Gaia DR3 2099752478149559552,287.734259,39.392886,0.000093
KIC4249525,4465.000000,10.61,santos19,kepler,Gaia DR3 2099739284010022656,287.816525,39.300266,0.000006
KIC4249538,3770.000000,15.32,santos19,kepler,Gaia DR3 2099751344279011584,287.820880,39.366861,0.000195
KIC4249725,4090.000000,20.49,santos19,kepler,Gaia DR3 2099740761478810624,287.891569,39.339097,0.000064
KIC4249749,4399.000000,4.19,santos19,kepler,Gaia DR3 2099741551752820480,287.902332,39.397674,0.000016
KIC4249808,4464.000000,2.0,santos19,kepler,Gaia DR3 2099741306934172288,287.926563,39.393466,0.000040
KIC4249928,4250.000000,29.95,santos19,kepler,Gaia DR3 2099740177363286784,287.966979,39.336991,0.000095
KIC4252176,4736.000000,33.52,santos19,kepler,Gaia DR3 2099705096070232192,288.710473,39.343692,0.000099
KIC4253705,4271.000000,26.3,santos19,kepler,Gaia DR3 2101017427621467008,289.186573,39.324467,0.000030
KIC4253804,4271.000000,12.18,santos19,kepler,Gaia DR3 2101019665302131840,289.217531,39.389224,0.000048
KIC4254223,3924.000000,30.84,santos19,kepler,Gaia DR3 2101006711680809088,289.335779,39.331775,0.000035
KIC4254321,5094.000000,16.19,santos19,kepler,Gaia DR3 2101008017350936704,289.362394,39.399917,0.000042
KIC4254637,4600.000000,28.18,santos19,kepler,Gaia DR3 2101009804057366912,289.460865,39.347395,0.000096
KIC4254871,4729.000000,1.26,santos19,kepler,Gaia DR3 2101009219941871232,289.538112,39.339779,0.000041
KIC4255219,3900.000000,18.34,santos19,kepler,Gaia DR3 2100963830727623168,289.646860,39.382506,0.000106
KIC4255241,4802.000000,22.27,santos19,kepler,Gaia DR3 2100963762008154880,289.651683,39.386809,0.000081
KIC4255244,4867.000000,11.77,santos19,kepler,Gaia DR3 2100963727648398208,289.653127,39.366985,0.000039
KIC4255379,3900.000000,14.29,santos19,kepler,Gaia DR3 2100962628136037376,289.683208,39.311437,0.000014
KIC4261825,4895.000000,15.86,santos19,kepler,Gaia DR3 2052979975061632512,291.460865,39.333976,0.000005
KIC4262247,5017.000000,27.25,santos19,kepler,Gaia DR3 2052983307956346240,291.559861,39.378779,0.000056
KIC4262408,4984.000000,24.22,santos19,kepler,Gaia DR3 2052983067438193920,291.602191,39.359489,0.000044
KIC4262814,3725.000000,9.69,santos19,kepler,Gaia DR3 2052794668696787072,291.703818,39.315865,0.000247
KIC4264462,4595.000000,12.44,santos19,kepler,Gaia DR3 2053157065154967296,292.101628,39.392434,0.000026
KIC4264634,3940.000000,12.27,santos19,kepler,Gaia DR3 2053155759484892032,292.142331,39.300126,0.000086
KIC4265143,4304.000000,30.42,santos19,kepler,Gaia DR3 2053152941986392192,292.258170,39.312290,0.000205
KIC4265675,4968.000000,10.46,santos19,kepler,Gaia DR3 2053158400880034688,292.385374,39.357036,0.000024
KIC4265713,4521.000000,30.2,santos19,kepler,Gaia DR3 2053111297975666432,292.394507,39.324417,0.000048
KIC4269952,4597.000000,29.39,santos19,kepler,Gaia DR3 2052465025659941248,293.456215,39.370729,0.000039
KIC4270283,4424.000000,31.93,santos19,kepler,Gaia DR3 2052452140764717568,293.538762,39.318153,0.000077
KIC4270441,3704.000000,20.49,santos19,kepler,Gaia DR3 2052453549514073856,293.576580,39.386757,0.000228
KIC4270782,4695.000000,32.83,santos19,kepler,Gaia DR3 2052449460705229952,293.649919,39.336042,0.000065
KIC4271063,5105.000000,0.98,santos19,kepler,Gaia DR3 2052455714177702400,293.721975,39.389574,0.000027
KIC4271075,4457.000000,23.24,santos19,kepler,Gaia DR3 2052454271068639360,293.726341,39.306031,0.000090
KIC4271079,5073.000000,14.39,santos19,kepler,Gaia DR3 2052454477227338496,293.727310,39.339672,0.000072
KIC4271415,4428.000000,28.99,santos19,kepler,Gaia DR3 2052407537517070720,293.806864,39.304777,0.000044
KIC4271485,4071.000000,31.27,santos19,kepler,Gaia DR3 2052456160854356480,293.824163,39.365031,0.000080
KIC4273882,3977.000000,14.9,santos19,kepler,Gaia DR3 2052420254926672256,294.362263,39.365200,0.000061
KIC4274517,4447.000000,7.5,santos19,kepler,Gaia DR3 2052231791765679616,294.502602,39.330538,0.000040
KIC4274548,4805.000000,23.7,santos19,kepler,Gaia DR3 2052421285718876416,294.508521,39.398703,0.000081
KIC4274622,5028.000000,7.5,santos19,kepler,Gaia DR3 2052231826125431936,294.525191,39.340732,0.000032
KIC4275230,3884.000000,24.37,santos19,kepler,Gaia DR3 2052232852616898560,294.664136,39.386974,0.000146
KIC4275254,4100.000000,15.0,santos19,kepler,Gaia DR3 2052232616399493888,294.668593,39.360650,0.000070
KIC4275360,4361.000000,18.99,santos19,kepler,Gaia DR3 2052229592742518144,294.691627,39.336324,0.000075
KIC4275542,5074.000000,14.0,santos19,kepler,Gaia DR3 2076248974006399488,294.729120,39.383717,0.000024
KIC4275681,3528.000000,25.76,santos19,kepler,Gaia DR3 2076249317603802880,294.760767,39.384824,0.000090
KIC4275867,4382.000000,20.78,santos19,kepler,Gaia DR3 2076249180164878848,294.801460,39.394266,0.000069
KIC4276251,4893.000000,21.96,santos19,kepler,Gaia DR3 2076236089104573568,294.889489,39.321233,0.000128
KIC4277543,4865.000000,11.85,santos19,kepler,Gaia DR3 2076240418431854976,295.172936,39.399815,0.000024
KIC4279048,3827.000000,35.43,santos19,kepler,Gaia DR3 2076213858352768384,295.489308,39.364620,0.000164
KIC4279354,4333.000000,18.09,santos19,kepler,Gaia DR3 2076201145249606912,295.555765,39.328636,0.000110
KIC4280515,3942.000000,26.48,santos19,kepler,Gaia DR3 2076204821741861888,295.783757,39.364342,0.000061
KIC4280967,3900.000000,28.19,santos19,kepler,Gaia DR3 2076205199699077376,295.864997,39.384035,0.000100
KIC4281425,3805.000000,16.09,santos19,kepler,Gaia DR3 2073203120645063040,295.952999,39.341545,0.000069
KIC4281652,4987.000000,9.83,santos19,kepler,Gaia DR3 2073203704760690048,296.004139,39.393161,0.000017
KIC4281750,4979.000000,11.77,santos19,kepler,Gaia DR3 2073203425574658432,296.025494,39.370844,0.000007
KIC4282716,4365.000000,11.69,santos19,kepler,Gaia DR3 2073292799559094400,296.205457,39.356437,0.000061
KIC4283417,4117.000000,13.24,santos19,kepler,Gaia DR3 2073281289046839680,296.343113,39.319180,0.000062
KIC4283965,3534.000000,33.75,santos19,kepler,Gaia DR3 2073278677706445952,296.452025,39.342133,0.000198
KIC4284371,4409.000000,12.7,santos19,kepler,Gaia DR3 2073284377114301568,296.526894,39.354704,0.000071
KIC4345025,5034.000000,27.42,santos19,kepler,Gaia DR3 2100225302509514240,284.752243,39.407594,0.000081
KIC4345154,4544.000000,21.51,santos19,kepler,Gaia DR3 2100319065937772928,284.800872,39.436364,0.000095
KIC4345222,4453.000000,15.11,santos19,kepler,Gaia DR3 2100318241303946112,284.827585,39.404294,0.000098
KIC4345276,4316.000000,35.43,santos19,kepler,Gaia DR3 2100319551271352832,284.850846,39.460385,0.000018
KIC4345652,5108.000000,25.07,santos19,kepler,Gaia DR3 2100316974290487040,285.027999,39.449645,0.000036
KIC4345966,4972.000000,28.98,santos19,kepler,Gaia DR3 2100310407281926016,285.168386,39.446072,0.000058
KIC4346187,4770.000000,16.79,santos19,kepler,Gaia DR3 2100311369354691584,285.281199,39.472768,0.000032
KIC4346306,4575.000000,33.06,santos19,kepler,Gaia DR3 2100311476732477056,285.329680,39.492069,0.000096
KIC4346765,3520.000000,38.77,santos19,kepler,Gaia DR3 2100283950285125376,285.533187,39.433443,0.000150
KIC4347034,5195.000000,6.87,santos19,kepler,Gaia DR3 2100280415528644224,285.658557,39.429051,0.000033
KIC4347202,5052.000000,27.42,santos19,kepler,Gaia DR3 2100281789918200960,285.727421,39.446127,0.000046
KIC4347371,4434.000000,40.14,santos19,kepler,Gaia DR3 2100281205802665088,285.795348,39.447397,0.000052
KIC4348195,4322.000000,13.67,santos19,kepler,Gaia DR3 2100648099088747648,286.139754,39.492157,0.000051
KIC4348431,4902.000000,13.52,santos19,kepler,Gaia DR3 2100459773363442432,286.226227,39.419418,0.000087
KIC4349043,4575.000000,2.62,santos19,kepler,Gaia DR3 2100457058944146688,286.468707,39.433988,0.000062
KIC4349124,4765.000000,22.27,santos19,kepler,Gaia DR3 2100463106258111872,286.508638,39.468267,0.000068
KIC4349442,4914.000000,22.89,santos19,kepler,Gaia DR3 2100451630105040256,286.635515,39.488638,0.000019
KIC4349469,3573.000000,27.8,santos19,kepler,Gaia DR3 2100450771111569408,286.642728,39.463341,0.000136
KIC4349785,3683.000000,23.54,santos19,kepler,Gaia DR3 2100448881322358400,286.766584,39.445836,0.000096
KIC4349935,4447.000000,33.29,santos19,kepler,Gaia DR3 2100448606448142336,286.829669,39.469568,0.000117
KIC4350158,4319.000000,19.79,santos19,kepler,Gaia DR3 2100425001307934848,286.931041,39.480510,0.000140
KIC4351053,4787.000000,16.42,santos19,kepler,Gaia DR3 2100415036983934464,287.289120,39.410490,0.000034
KIC4351056,4936.000000,32.83,santos19,kepler,Gaia DR3 2100415895977406720,287.289937,39.441381,0.000046
KIC4351212,4826.000000,10.03,santos19,kepler,Gaia DR3 2100415724178761728,287.358437,39.481512,0.000015
KIC4351278,4659.000000,16.88,santos19,kepler,Gaia DR3 2100415449300858112,287.380813,39.469073,0.000033
KIC4351296,4427.000000,29.18,santos19,kepler,Gaia DR3 2100412391284132480,287.389489,39.434543,0.000105
KIC4351414,4940.000000,0.49,santos19,kepler,Gaia DR3 2100413868752907392,287.439355,39.446743,0.000025
KIC4351434,4499.000000,13.9,santos19,kepler,Gaia DR3 2100414074911361024,287.447949,39.490613,0.000050
KIC4351676,4472.000000,19.66,santos19,kepler,Gaia DR3 2100413215917927296,287.543084,39.457898,0.000029
KIC4351886,5003.000000,28.98,santos19,kepler,Gaia DR3 2099756459578917760,287.621826,39.457586,0.000095
KIC4352163,5032.000000,31.49,santos19,kepler,Gaia DR3 2099752542568633472,287.713679,39.404301,0.000070
KIC4352435,4869.000000,23.7,santos19,kepler,Gaia DR3 2099753886898873856,287.812752,39.431655,0.000010
KIC4352479,4228.000000,22.27,santos19,kepler,Gaia DR3 2099754471014450560,287.827120,39.480442,0.000023
KIC4352629,4726.000000,22.42,santos19,kepler,Gaia DR3 2099741547452355328,287.888630,39.401463,0.000108
KIC4354841,5098.000000,30.0,santos19,kepler,Gaia DR3 2099712449054731776,288.655930,39.465915,0.000025
KIC4354858,4422.000000,12.7,santos19,kepler,Gaia DR3 2099724303164474752,288.659833,39.481794,0.000100
KIC4355120,3551.000000,42.43,santos19,kepler,Gaia DR3 2099712792653344384,288.751373,39.496369,0.000147
KIC4355338,4971.000000,30.63,santos19,kepler,Gaia DR3 2099713204968531584,288.822006,39.479070,0.000110
KIC4355503,3585.000000,5.41,santos19,kepler,Gaia DR3 2099710765427117952,288.868667,39.496252,0.000156
KIC4356128,5122.000000,26.48,santos19,kepler,Gaia DR3 2101022826397999488,289.048880,39.447080,0.000040
KIC4356391,4865.000000,28.78,santos19,kepler,Gaia DR3 2101019184265758080,289.127072,39.414209,0.000155
KIC4356597,3871.000000,25.94,santos19,kepler,Gaia DR3 2101020558655342336,289.195027,39.431388,0.000175
KIC4357520,3746.000000,16.99,santos19,kepler,Gaia DR3 2101013446189715200,289.473553,39.435126,0.000181
KIC4358325,4888.000000,16.3,santos19,kepler,Gaia DR3 2101034886666716416,289.687294,39.484608,0.000058
KIC4358494,4837.000000,15.1,santos19,kepler,Gaia DR3 2100987500288003968,289.731123,39.416027,0.000026
KIC4358801,4578.000000,23.21,santos19,kepler,Gaia DR3 2100987470227901440,289.821237,39.490265,0.000057
KIC4358855,4785.000000,30.0,santos19,kepler,Gaia DR3 2100988878977192576,289.836222,39.493597,0.000044
KIC4358910,4595.000000,48.4,santos19,kepler,Gaia DR3 2100987126630506752,289.849608,39.449077,0.000053
KIC4358986,5167.000000,33.97,santos19,kepler,Gaia DR3 2100983862454464640,289.869443,39.401392,0.000020
KIC4359072,4631.000000,26.3,santos19,kepler,Gaia DR3 2100983896815106560,289.893654,39.411941,0.000021
KIC4359244,4217.000000,20.07,santos19,kepler,Gaia DR3 2100986164557953536,289.930638,39.498038,0.000046
KIC4359838,4455.000000,26.85,santos19,kepler,Gaia DR3 2100978708493789184,290.079204,39.412912,0.000139
KIC4364517,5032.000000,9.36,santos19,kepler,Gaia DR3 2052981555609627392,291.427673,39.417570,0.000052
KIC4365436,5024.000000,32.15,santos19,kepler,Gaia DR3 2052985232101814656,291.684453,39.449866,0.000051
KIC4365655,5119.000000,32.6,santos19,kepler,Gaia DR3 2052984884202984064,291.751527,39.458428,0.000033
KIC4366173,3992.000000,40.98,santos19,kepler,Gaia DR3 2053171663739533056,291.896667,39.438132,0.000052
KIC4366572,4790.000000,48.06,santos19,kepler,Gaia DR3 2053170053136261888,292.007428,39.447397,0.000026
KIC4366811,5010.000000,32.38,santos19,kepler,Gaia DR3 2053168884904969216,292.082346,39.421098,0.000071
KIC4367215,3936.000000,25.58,santos19,kepler,Gaia DR3 2053163249907919616,292.192057,39.435345,0.000223
KIC4370390,4409.000000,19.54,santos19,kepler,Gaia DR3 2053124629561535488,293.024709,39.437899,0.000162
KIC4370481,4436.000000,13.52,santos19,kepler,Gaia DR3 2053124350381060992,293.051436,39.422918,0.000083
KIC4370853,3860.000000,33.52,santos19,kepler,Gaia DR3 2053124904439198848,293.145927,39.413110,0.000161
KIC4370970,3811.000000,36.43,santos19,kepler,Gaia DR3 2053125660353454848,293.173179,39.478079,0.000213
KIC4371280,4735.000000,21.22,santos19,kepler,Gaia DR3 2052468358561097984,293.246483,39.448942,0.000112
KIC4371437,4491.000000,26.3,santos19,kepler,Gaia DR3 2052468800931296768,293.289061,39.460646,0.000036
KIC4371483,4731.000000,31.27,santos19,kepler,Gaia DR3 2052468839597492352,293.300464,39.472860,0.000049
KIC4371785,5068.000000,31.93,santos19,kepler,Gaia DR3 2052469458066302592,293.378207,39.494054,0.000027
KIC4372041,5015.000000,19.29,santos19,kepler,Gaia DR3 2052465334904239360,293.446114,39.404798,0.000068
KIC4372200,4972.000000,9.56,santos19,kepler,Gaia DR3 2052465781580895232,293.483234,39.440134,0.000027
KIC4372247,4975.000000,11.29,santos19,kepler,Gaia DR3 2052465128745845888,293.495596,39.400771,0.000070
KIC4372559,4970.000000,41.55,santos19,kepler,Gaia DR3 2052459802986493440,293.562518,39.452848,0.000100
KIC4373708,4802.000000,9.36,santos19,kepler,Gaia DR3 2052456397065576704,293.838308,39.423423,0.000043
KIC4375010,4565.000000,27.41,santos19,kepler,Gaia DR3 2052431318762620544,294.134425,39.475241,0.000050
KIC4375336,4523.000000,9.11,santos19,kepler,Gaia DR3 2052430837726326400,294.206617,39.489005,0.000018
KIC4375358,5198.000000,40.12,santos19,kepler,Gaia DR3 2052430837726329472,294.212513,39.489629,0.000041
KIC4377055,3901.000000,22.01,santos19,kepler,Gaia DR3 2076440903195452928,294.611658,39.467507,0.000115
KIC4378227,4936.000000,20.07,santos19,kepler,Gaia DR3 2076250073518142464,294.870209,39.428205,0.000023
KIC4378621,3587.000000,17.59,santos19,kepler,Gaia DR3 2076256185242736640,294.964373,39.469895,0.000041
KIC4378642,4229.000000,45.79,santos19,kepler,Gaia DR3 2076256292630888960,294.967989,39.486352,0.000088
KIC4379415,4765.000000,33.95,santos19,kepler,Gaia DR3 2076240762029229184,295.133912,39.430313,0.000041
KIC4379563,5106.000000,9.23,santos19,kepler,Gaia DR3 2076242170778533376,295.168155,39.439182,0.000051
KIC4379896,5087.000000,13.06,santos19,kepler,Gaia DR3 2076242480016265344,295.238555,39.482933,0.000062
KIC4380542,4501.000000,24.54,santos19,kepler,Gaia DR3 2076217844082365696,295.379031,39.437089,0.000037
KIC4381114,4992.000000,31.93,santos19,kepler,Gaia DR3 2076215851217678336,295.501868,39.451097,0.000039
KIC4381324,3518.000000,20.35,santos19,kepler,Gaia DR3 2076216400973570944,295.543678,39.495896,0.000050
KIC4381416,5123.000000,22.27,santos19,kepler,Gaia DR3 2076215748138533632,295.560914,39.466235,0.000116
KIC4381741,4046.000000,35.43,santos19,kepler,Gaia DR3 2076215164013168000,295.625501,39.450395,0.000267
KIC4381911,4282.000000,41.28,santos19,kepler,Gaia DR3 2076203378632795392,295.657491,39.442133,0.000062
KIC4383096,4220.000000,30.42,santos19,kepler,Gaia DR3 2076206711518267136,295.887091,39.413315,0.000097
KIC4383248,3993.000000,21.81,santos19,kepler,Gaia DR3 2076206093052594944,295.916995,39.415281,0.000027
KIC4383380,4906.000000,12.7,santos19,kepler,Gaia DR3 2076205852534205440,295.945023,39.416797,0.000043
KIC4383431,3972.000000,15.64,santos19,kepler,Gaia DR3 2076206539729021952,295.954456,39.465935,0.000020
KIC4384167,4199.000000,14.0,santos19,kepler,Gaia DR3 2073298258449360896,296.092338,39.499374,0.000094
KIC4386137,3510.000000,19.39,santos19,kepler,Gaia DR3 2073289226138509568,296.449108,39.477413,0.000153
KIC4386313,4074.000000,17.0,santos19,kepler,Gaia DR3 2073288126634984192,296.479618,39.426622,0.000078
KIC4386382,4441.000000,14.0,santos19,kepler,Gaia DR3 2073288126634992512,296.490436,39.425492,0.000073
KIC4387448,4074.000000,19.93,santos19,kepler,Gaia DR3 2073285480934709760,296.660694,39.407325,0.000027
KIC4390549,4641.000000,21.81,santos19,kepler,Gaia DR3 2073254660248742272,297.262955,39.491063,0.000131
KIC4390744,4728.000000,0.37,santos19,kepler,Gaia DR3 2073251430433335936,297.301383,39.446088,0.000010
KIC4443484,4230.000000,19.79,santos19,kepler,Gaia DR3 2103288434524530560,284.071020,39.593555,0.000066
KIC4443489,3905.000000,14.39,santos19,kepler,Gaia DR3 2103288267025428864,284.074941,39.570651,0.000027
KIC4443512,4491.000000,30.21,santos19,kepler,Gaia DR3 2103287511111184384,284.082423,39.563074,0.000134
KIC4445647,4326.000000,22.74,santos19,kepler,Gaia DR3 2100326869895208960,285.070089,39.595682,0.000167
KIC4445667,5098.000000,20.35,santos19,kepler,Gaia DR3 2100323846238223232,285.079129,39.566492,0.000058
KIC4445884,5101.000000,10.91,santos19,kepler,Gaia DR3 2100323296482449536,285.177895,39.573725,0.000035
KIC4445917,4798.000000,28.78,santos19,kepler,Gaia DR3 2100324773951210880,285.193557,39.583683,0.000067
KIC4446004,4451.000000,12.95,santos19,kepler,Gaia DR3 2100312679323297664,285.227423,39.537278,0.000026
KIC4446687,5105.000000,28.38,santos19,kepler,Gaia DR3 2100333570044366848,285.535389,39.581747,0.000021
KIC4446857,5006.000000,21.96,santos19,kepler,Gaia DR3 2100286119245690112,285.607695,39.535904,0.000028
KIC4446877,4678.000000,29.79,santos19,kepler,Gaia DR3 2100286458545523328,285.614832,39.570638,0.000186
KIC4446937,4364.000000,43.02,santos19,kepler,Gaia DR3 2100286875159979520,285.643838,39.595761,0.000071
KIC4447240,4248.000000,21.51,santos19,kepler,Gaia DR3 2100288627506667392,285.772231,39.554238,0.000136
KIC4447852,4802.000000,15.43,santos19,kepler,Gaia DR3 2100276807756225024,286.055817,39.536806,0.000031
KIC4448256,5064.000000,25.58,santos19,kepler,Gaia DR3 2100460666716655488,286.236616,39.519231,0.000056
KIC4448528,4631.000000,27.41,santos19,kepler,Gaia DR3 2100462487782811008,286.355646,39.560807,0.000026
KIC4448618,4949.000000,22.42,santos19,kepler,Gaia DR3 2100461594429916928,286.396803,39.546690,0.000045
KIC4448670,5011.000000,33.72,santos19,kepler,Gaia DR3 2100458570773598080,286.420838,39.523614,0.000042
KIC4448732,4812.000000,31.93,santos19,kepler,Gaia DR3 2100464480647652864,286.448568,39.551119,0.000057
KIC4449224,4866.000000,31.49,santos19,kepler,Gaia DR3 2100465374000890240,286.636820,39.581146,0.000144
KIC4449272,4954.000000,39.04,santos19,kepler,Gaia DR3 2100453245013241728,286.655982,39.536504,0.000065
KIC4449377,4413.000000,38.5,santos19,kepler,Gaia DR3 2100452454738806272,286.699296,39.522667,0.000029
KIC4449467,4852.000000,21.68,santos19,kepler,Gaia DR3 2100452901415427328,286.732083,39.536807,0.000019
KIC4450473,4940.000000,23.87,santos19,kepler,Gaia DR3 2100432388651830656,287.160322,39.588021,0.000075
KIC4450799,4437.000000,16.88,santos19,kepler,Gaia DR3 2100428643440395648,287.294833,39.564770,0.000024
KIC4451434,4551.000000,30.63,santos19,kepler,Gaia DR3 2100508735990938496,287.568546,39.563732,0.000064
KIC4451916,4523.000000,42.72,santos19,kepler,Gaia DR3 2099758800341950592,287.755200,39.566818,0.000057
KIC4454890,4938.000000,2.23,santos19,kepler,Gaia DR3 2099714441919643776,288.803551,39.550028,0.000033
KIC4455167,4560.000000,11.77,santos19,kepler,Gaia DR3 2099710937225821696,288.898798,39.534292,0.000082
KIC4455561,4531.000000,15.21,santos19,kepler,Gaia DR3 2101211564439847936,289.012190,39.549764,0.000141
KIC4455709,4437.000000,11.85,santos19,kepler,Gaia DR3 2101023616672021632,289.057197,39.510660,0.000051
KIC4456111,4940.000000,25.4,santos19,kepler,Gaia DR3 2101024613104535936,289.182500,39.541464,0.000095
KIC4456203,5021.000000,25.58,santos19,kepler,Gaia DR3 2101024441305865728,289.204689,39.545090,0.000051
KIC4456286,4330.000000,14.59,santos19,kepler,Gaia DR3 2101021417648887808,289.229965,39.517314,0.000013
KIC4456483,5017.000000,13.35,santos19,kepler,Gaia DR3 2101030557339404160,289.289086,39.598195,0.000074
KIC4456519,4237.000000,15.75,santos19,kepler,Gaia DR3 2101027602401894784,289.297376,39.579096,0.000020
KIC4456589,4317.000000,23.87,santos19,kepler,Gaia DR3 2101027946000165120,289.316975,39.595511,0.000027
KIC4456616,4919.000000,34.7,santos19,kepler,Gaia DR3 2101027224444759680,289.323345,39.535678,0.000212
KIC4456788,4171.000000,20.07,santos19,kepler,Gaia DR3 2101028530114915840,289.383176,39.593313,0.000046
KIC4457443,4285.000000,36.93,santos19,kepler,Gaia DR3 2101015782652147712,289.581770,39.558950,0.000134
KIC4457446,5082.000000,24.71,santos19,kepler,Gaia DR3 2101015709630028928,289.581874,39.548336,0.000043
KIC4457582,4264.000000,24.71,santos19,kepler,Gaia DR3 2101036261056261376,289.620367,39.562931,0.000156
KIC4457606,4321.000000,23.87,santos19,kepler,Gaia DR3 2101036261056257664,289.624439,39.554919,0.000114
KIC4458155,3412.000000,16.53,santos19,kepler,Gaia DR3 2101035505142149248,289.767810,39.555063,0.000068
KIC4458219,4603.000000,45.48,santos19,kepler,Gaia DR3 2101037188769378048,289.781138,39.595097,0.000122
KIC4458346,5071.000000,8.5,santos19,kepler,Gaia DR3 2100990115927820800,289.818941,39.563791,0.000012
KIC4458832,4885.000000,35.67,santos19,kepler,Gaia DR3 2100986370717962880,289.951937,39.545817,0.000059
KIC4458878,4999.000000,16.3,santos19,kepler,Gaia DR3 2100992280591458048,289.964573,39.557168,0.000062
KIC4459343,4977.000000,32.15,santos19,kepler,Gaia DR3 2100991799555244672,290.096578,39.575858,0.000091
KIC4459924,5138.000000,19.82,santos19,kepler,Gaia DR3 2100980735718445952,290.239867,39.564465,0.000065
KIC4460309,4981.000000,25.4,santos19,kepler,Gaia DR3 2101071514149712000,290.351430,39.572312,0.000048
KIC4460411,4696.000000,25.93,santos19,kepler,Gaia DR3 2101071926464323456,290.378602,39.588456,0.000029
KIC4464927,4867.000000,8.74,santos19,kepler,Gaia DR3 2053361265077584256,291.766044,39.546073,0.000016
KIC4465790,4160.000000,20.8,santos19,kepler,Gaia DR3 2053174038865946624,292.026301,39.568982,0.000087
KIC4465829,4371.000000,28.98,santos19,kepler,Gaia DR3 2053173729628295808,292.038487,39.535805,0.000091
KIC4465895,5097.000000,50.46,santos19,kepler,Gaia DR3 2053179742582525568,292.057601,39.578273,0.000164
KIC4466272,4524.000000,27.44,santos19,kepler,Gaia DR3 2053176925084015616,292.161335,39.579311,0.000040
KIC4466333,4463.000000,26.3,santos19,kepler,Gaia DR3 2053175481974987904,292.176526,39.511485,0.000056
KIC4466498,4367.000000,12.35,santos19,kepler,Gaia DR3 2053175958706995456,292.228105,39.551768,0.000263
KIC4466733,5146.000000,26.12,santos19,kepler,Gaia DR3 2053165552010451072,292.291173,39.536110,0.000023
KIC4469623,5000.000000,26.17,santos19,kepler,Gaia DR3 2053130127119771008,293.067403,39.590937,0.000050
KIC4469638,4936.000000,29.18,santos19,kepler,Gaia DR3 2053130024040537728,293.071680,39.553292,0.000078
KIC4469921,5141.000000,25.76,santos19,kepler,Gaia DR3 2053126484987502336,293.145087,39.503416,0.000064
KIC4470609,5171.000000,7.4,santos19,kepler,Gaia DR3 2053221592742375168,293.324963,39.594564,0.000041
KIC4471424,4511.000000,31.06,santos19,kepler,Gaia DR3 2052472825327380864,293.543365,39.542581,0.000062
KIC4471619,4317.000000,12.88,santos19,kepler,Gaia DR3 2052471725815952256,293.591367,39.506024,0.000020
KIC4471819,4185.000000,14.79,santos19,kepler,Gaia DR3 2052473856119630848,293.641187,39.590617,0.000053
KIC4471850,4443.000000,25.4,santos19,kepler,Gaia DR3 2052473753040399104,293.649278,39.556023,0.000057
KIC4472096,4211.000000,11.36,santos19,kepler,Gaia DR3 2052460936858006144,293.712948,39.514363,0.000073
KIC4472239,4265.000000,20.21,santos19,kepler,Gaia DR3 2052460799419073408,293.751032,39.508334,0.000016
KIC4472254,4567.000000,15.75,santos19,kepler,Gaia DR3 2052462345607349248,293.755241,39.587746,0.000035
KIC4473525,4326.000000,24.71,santos19,kepler,Gaia DR3 2052435407564844416,294.062449,39.533807,0.000035
KIC4473811,4536.000000,10.68,santos19,kepler,Gaia DR3 2052431765439228416,294.131116,39.500485,0.000007
KIC4474039,4936.000000,15.22,santos19,kepler,Gaia DR3 2052440905129703936,294.193765,39.586974,0.000024
KIC4474292,3867.000000,17.37,santos19,kepler,Gaia DR3 2052437262997454848,294.262449,39.548924,0.000146
KIC4477211,5185.000000,30.21,santos19,kepler,Gaia DR3 2076256636228295040,294.968790,39.523395,0.000060
KIC4478397,5049.000000,17.11,santos19,kepler,Gaia DR3 2076269521130679168,295.248039,39.581785,0.000045
KIC4479073,4260.000000,10.76,santos19,kepler,Gaia DR3 2076218668716713344,295.399360,39.511695,0.000038
KIC4480068,5121.000000,20.35,santos19,kepler,Gaia DR3 2076222173409698816,295.612432,39.515274,0.000082
KIC4480250,4169.000000,27.04,santos19,kepler,Gaia DR3 2076222242129223424,295.647193,39.530918,0.000132
KIC4480475,4253.000000,28.58,santos19,kepler,Gaia DR3 2076222031666399360,295.692524,39.572025,0.000042
