starid,Prot,ref,source,source_id,Porb,eccentricity,semi_amplitude_primary,massfunc
EPIC220455756,19.33,reinhold20,k2,Gaia DR3 2564230097166928256,555.8060352483554,0.3258991464224015,,
EPIC220475513,39.14,reinhold20,k2,Gaia DR3 2576456464604945408,461.41633302577645,0.213713897792731,,
EPIC220536341,15.82,reinhold20,k2,Gaia DR3 2556630032277951232,583.1871670089345,0.1610927277815789,,
EPIC220545568,11.3,reinhold20,k2,Gaia DR3 2577665755596913024,9.303981234394673,0.0487961352531477,45.14343940675669,0.08837082153647896
EPIC220546117,15.51,reinhold20,k2,Gaia DR3 2580654331280283904,610.8962785888915,0.0664023873097843,,
EPIC220662713,28.36,reinhold20,k2,Gaia DR3 2580151884530871040,58.25541562606147,0.1072463419440888,24.805797235695668,0.09054590617862834
EPIC220691723,3.68,reinhold20,k2,Gaia DR3 2584013472446936576,3.2098653490101214,0.0448515650539806,35.42653745303127,0.014742469628344365
EPIC220709966,6.66,reinhold20,k2,Gaia DR3 2582792018107748736,7.503911359327493,0.388891257066741,22.32370977780658,0.00676357044332765
EPIC201087710,13.41,reinhold20,k2,Gaia DR3 3594645871632846080,864.987172294985,0.2761534484989802,,
EPIC201134246,6.06,reinhold20,k2,Gaia DR3 3595998034713603456,671.3027737315118,0.6635010563156154,,
EPIC201168418,10.58,reinhold20,k2,Gaia DR3 3596905681562550400,14.10484778536917,0.1658021721909912,16.535938157346877,0.006337309264946805
EPIC201198089,19.67,reinhold20,k2,Gaia DR3 3600677350043253376,905.3797407699006,0.1099368511703296,,
EPIC201306427,3.72,reinhold20,k2,Gaia DR3 3694409921740429056,698.8207086498709,0.0009772339175327,,
EPIC201354185,11.63,reinhold20,k2,Gaia DR3 3694742390864909824,8.146047409426949,0.0114730774960142,42.33415672069474,0.06402403250429173
EPIC201416741,21.12,reinhold20,k2,Gaia DR3 3698051405468782464,444.2018754888859,0.7039149087833779,,
EPIC201454397,12.03,reinhold20,k2,Gaia DR3 3698232305194634112,12.603863520241845,0.5593471607788546,42.43482256981001,0.05683803443988398
EPIC201502299,18.5,reinhold20,k2,Gaia DR3 3698530414580547328,494.1960144414612,0.2652645946190043,,
EPIC201619611,17.7,reinhold20,k2,Gaia DR3 3701054755838894848,530.8812872372828,0.6067070779586786,,
EPIC228710535,15.2,reinhold20,k2,Gaia DR3 3578334788433816192,1028.4366295082782,0.0999594794520798,,
EPIC228715177,16.9,reinhold20,k2,Gaia DR3 3577975733463524864,101.6035221288212,0.2087981023691313,17.425857589668425,0.05210291082600332
EPIC228730309,15.8,reinhold20,k2,Gaia DR3 3581078417838282752,712.5051992113335,0.2266180958104965,,
EPIC228736440,22.38,reinhold20,k2,Gaia DR3 3581303302325728640,883.0702484777662,0.2178882627749393,,
EPIC228738476,20.76,reinhold20,k2,Gaia DR3 3582618593110736256,629.0422418798138,0.2462982557207148,,
EPIC228744349,22.05,reinhold20,k2,Gaia DR3 3579686917152915200,18.357999293508183,0.0517368616965788,33.11387085919691,0.06878888254656683
EPIC228761621,21.76,reinhold20,k2,Gaia DR3 3627452760280891520,492.77383166934095,0.3579206513872957,,
EPIC228765921,9.14,reinhold20,k2,Gaia DR3 3675145657683668992,9.311573749754888,0.3025141399261774,44.61081281791984,0.07417018886264423
EPIC228785354,11.33,reinhold20,k2,Gaia DR3 3676240805624694016,910.2727566104876,0.2944189207449759,,
EPIC228786901,18.59,reinhold20,k2,Gaia DR3 3583909522840885120,150.8182582609898,0.1731287638539611,,
EPIC228807399,19.48,reinhold20,k2,Gaia DR3 3583697179657730816,920.1931818712892,0.0919786699143032,,
EPIC228822639,21.09,reinhold20,k2,Gaia DR3 3584649008833901952,572.4950683359273,0.514745563555399,,
EPIC228822639,21.09,reinhold20,k2,Gaia DR3 3584649008833901952,15.917224590358432,0.0593128160346066,15.736245131316752,0.006392694768248918
EPIC228851011,18.16,reinhold20,k2,Gaia DR3 3680912527451428352,927.099120027936,0.4827429910881324,,
EPIC228868561,22.84,reinhold20,k2,Gaia DR3 3681982833302260096,533.8890839160756,0.1211731873446897,,
EPIC228992381,10.64,reinhold20,k2,Gaia DR3 3694037535192314368,102.27757894613734,0.4168298752095911,15.74150436097159,0.03104543205803609
EPIC228994648,24.36,reinhold20,k2,Gaia DR3 3695327193611722752,916.8273785321394,0.1917903176959369,,
EPIC229062494,20.64,reinhold20,k2,Gaia DR3 3696499994561782272,17.35440269034836,0.0988947031713748,21.937682175209343,0.01870632315594188
EPIC229099034,17.57,reinhold20,k2,Gaia DR3 3696862455442130944,722.6312416931564,0.4519143742086851,,
EPIC203616858,16.83,reinhold20,k2,Gaia DR3 6034710594576994176,768.6573823340225,0.7753326016234494,,
EPIC204787769,16.95,reinhold20,k2,Gaia DR3 4127168386949035008,16.537775632859766,0.2973487106264216,13.828762016683232,0.003943946084665878
EPIC226710325,3.3,reinhold20,k2,Gaia DR3 4121421823782151296,276.950659631187,0.3915944165285798,,
EPIC226710325,3.3,reinhold20,k2,Gaia DR3 4121421823782151296,7.880868777128803,0.3632415726407225,13.644405516406003,0.0016775224580334142
EPIC229451208,11.59,reinhold20,k2,Gaia DR3 6033006974364005376,1124.1815407761446,0.3370774415910196,4.320495081742042,0.007839261315947836
EPIC230737517,6.07,reinhold20,k2,Gaia DR3 4128437536921661184,6.299918165856422,0.2119295351319699,51.6283666545836,0.08384415724574819
EPIC230825032,3.74,reinhold20,k2,Gaia DR3 4129344737087438592,3.5320527610980923,0.0995882894173753,36.26396613635016,0.017193688415657025
EPIC231072354,23.73,reinhold20,k2,Gaia DR3 4112640715948057856,14.634943672146017,0.2476863625210301,14.51063434851725,0.00421323712296762
EPIC231298215,18.73,reinhold20,k2,Gaia DR3 4113669991935819776,509.19761335686815,0.4012273493579741,,
EPIC231855337,5.74,reinhold20,k2,Gaia DR3 6030107940206276352,159.73778661388883,0.2585836202440352,8.722712985988878,0.00990120141358124
EPIC234607568,11.38,reinhold20,k2,Gaia DR3 4122620841212261760,672.3053938589794,0.3243927138244599,6.520217414204969,0.01634288016001057
EPIC234956536,21.04,reinhold20,k2,Gaia DR3 4112518532718086144,13.051798032272616,0.0506060229520517,13.662822814310417,0.00343581916958139
EPIC235044372,14.77,reinhold20,k2,Gaia DR3 4111226636572343296,1.007747293224883,0.2267945422019287,20.864769256473064,0.0008761967247117006
EPIC235091494,20.38,reinhold20,k2,Gaia DR3 4111073190338385536,893.0463344457895,0.1777866128704754,5.76302095412341,0.016877589955823332
EPIC235091494,20.38,reinhold20,k2,Gaia DR3 4111073190338385536,513.8952198932608,0.5545516611896618,,
EPIC235354270,12.03,reinhold20,k2,Gaia DR3 4111629165296041472,1272.1485240771756,0.6324944502630142,,
EPIC242169936,19.39,reinhold20,k2,Gaia DR3 4058619923030874240,532.3999794171143,0.4516760070892494,,
EPIC245995520,16.06,reinhold20,k2,Gaia DR3 2434195564234302592,755.1961766583798,0.2807421438341378,,
EPIC246010919,28.97,reinhold20,k2,Gaia DR3 2435814874279468416,25.130941823040143,0.3250238759470511,19.031030101766785,0.015180040590826446
EPIC246047874,34.87,reinhold20,k2,Gaia DR3 2442077864310366848,1.7350016298757855,0.0661771728485847,4.991600881757591,2.221106338714698e-05
EPIC246052859,36.07,reinhold20,k2,Gaia DR3 2436149435051918976,467.22209579638354,0.6487906627195336,,
EPIC246147255,14.49,reinhold20,k2,Gaia DR3 2634916570141100672,294.7597120306609,0.2248088029514507,,
EPIC246197635,9.94,reinhold20,k2,Gaia DR3 2635884346531701248,661.2551216400293,0.2021719914703633,8.554418298511846,0.04028686103710875
EPIC246198482,31.18,reinhold20,k2,Gaia DR3 2633045544947868928,11.241491898608167,0.1289602385490927,12.467732919549189,0.0022012555826380607
EPIC246217666,32.41,reinhold20,k2,Gaia DR3 2633681990381626752,680.2769823395995,0.676234718372436,,
EPIC246244474,34.24,reinhold20,k2,Gaia DR3 2639201160795895168,555.8818609024454,0.6154692040459693,,
EPIC246246343,32.72,reinhold20,k2,Gaia DR3 2639195968179921152,1294.7572542846929,0.7046195835555219,,
EPIC246258343,23.41,reinhold20,k2,Gaia DR3 2634204052246534784,2.702077862322938,0.055524067889943,8.172321514782253,0.00015210092430084418
EPIC246269370,38.88,reinhold20,k2,Gaia DR3 2634261020692465792,270.73252518656176,0.3131567694457958,,
EPIC246275104,22.83,reinhold20,k2,Gaia DR3 2634408870646742784,4.144736223808977,,53.89236490522534,
EPIC246288897,16.05,reinhold20,k2,Gaia DR3 2637992243465942656,902.2397429952402,0.4790691131383995,,
EPIC246289027,32.01,reinhold20,k2,Gaia DR3 2448853329839520256,725.8207504958611,0.3968270443173767,,
EPIC246308230,21.65,reinhold20,k2,Gaia DR3 2637703488520041856,727.3042388650475,0.6721379010110027,,
EPIC246320887,23.14,reinhold20,k2,Gaia DR3 2637577216481371136,84.77650186846469,0.0682728099317841,15.55621162512842,0.03283617364722968
EPIC246332117,23.07,reinhold20,k2,Gaia DR3 2640595685137346048,14.531695483634085,0.1913747293793747,42.71540425090196,0.11096154581295775
EPIC246344376,22.96,reinhold20,k2,Gaia DR3 2640816996212263680,1.2822311303431737,0.1780764724994609,16.5088530158661,0.0005695521150881028
EPIC246421027,17.06,reinhold20,k2,Gaia DR3 2651085541462636544,1099.0024936408677,0.0005366861463218,,
EPIC246461716,24.75,reinhold20,k2,Gaia DR3 2657441749463313024,455.57887579225905,0.3005050296980684,,
EPIC210633430,35.11,reinhold20,k2,Gaia DR3 3314174341018151680,642.1575653730902,0.6546035673441062,,
EPIC246677610,24.6,reinhold20,k2,Gaia DR3 3308635168940258432,41.24648990974431,0.5393603413256227,,
EPIC246842607,9.4,reinhold20,k2,Gaia DR3 3393880855198154496,1568.0415493656258,0.1540590888564044,,
EPIC246889877,7.3,reinhold20,k2,Gaia DR3 3406011462045130752,7.15328573270159,0.0273473128796,14.050542818167736,0.0020535562766767356
EPIC246956249,24.41,reinhold20,k2,Gaia DR3 3406422782473326720,1217.5527265504531,0.126735691915887,,
EPIC247970250,24.78,reinhold20,k2,Gaia DR3 151033899353872128,532.2237802198968,0.280619042592337,,
EPIC248171258,36.38,reinhold20,k2,Gaia DR3 154584261055973120,579.308643237324,0.5565885967775713,,
EPIC248698941,14.67,reinhold20,k2,Gaia DR3 3863709354930753792,83.04513052514936,0.0764268442694497,21.60321995301701,0.085992875869668
EPIC248710987,23.48,reinhold20,k2,Gaia DR3 3875600989797490432,756.5464529272459,0.0198352655036197,,
EPIC248782219,19.02,reinhold20,k2,Gaia DR3 3870949677655025536,837.7249250290048,0.6069229919831965,,
EPIC203774287,23.22,reinhold20,k2,Gaia DR3 6236477270407898368,827.0995629185084,0.256482075773585,7.283287736206757,0.02989653881424392
EPIC203774287,23.22,reinhold20,k2,Gaia DR3 6236477270407898368,1187.2929236275245,0.5856096835741752,,
EPIC204007421,12.98,reinhold20,k2,Gaia DR3 6237002665165348608,13.120555270323704,0.4050637125120548,6.381931182294587,0.00027006443035486105
EPIC204136937,13.0,reinhold20,k2,Gaia DR3 6242345535767941888,14.724257342100788,0.4364726503913156,35.444684223969745,0.04947825578907338
EPIC249366305,42.0,reinhold20,k2,Gaia DR3 6228087481292752640,0.3748710906453033,0.0692638828657556,5.228455936954404,5.511611669901931e-06
EPIC249418562,31.1,reinhold20,k2,Gaia DR3 6251450282314990080,530.6130593595136,0.231047210853279,,
EPIC249468012,15.5,reinhold20,k2,Gaia DR3 6252295669319972864,621.8315744584677,0.4617945226280469,,
EPIC249496938,23.33,reinhold20,k2,Gaia DR3 6251823910110770048,508.37225838185304,0.281050322207269,,
EPIC249551762,8.69,reinhold20,k2,Gaia DR3 6241718431878561280,6.3267299626995905,0.0662410239927874,16.304205189895264,0.002822426032891362
EPIC249572599,18.83,reinhold20,k2,Gaia DR3 6255858808541270528,830.8000802252185,0.1520929387708086,,
EPIC249581936,32.2,reinhold20,k2,Gaia DR3 6253471768801196032,726.4739380695196,0.2657391679855868,,
EPIC249638885,27.41,reinhold20,k2,Gaia DR3 6254515652013432192,433.0662047757922,0.1418168482869625,,
EPIC249647450,27.31,reinhold20,k2,Gaia DR3 6241952048036864640,634.5194249626998,0.6430780182260503,,
EPIC249695386,20.03,reinhold20,k2,Gaia DR3 6247965380208060928,478.7696410094129,0.4432965321806384,,
EPIC249772573,11.31,reinhold20,k2,Gaia DR3 6257946815486608640,905.294615565107,0.3463336838708997,,
EPIC249784313,36.02,reinhold20,k2,Gaia DR3 6255173950240539136,262.92017835389487,0.3526597138045379,,
EPIC249788175,24.97,reinhold20,k2,Gaia DR3 6260572105657327360,276.8634216636631,0.5184911806137587,,
EPIC249814920,10.47,reinhold20,k2,Gaia DR3 6260423053110694400,534.4593707669401,0.5094470014317893,,
EPIC249941472,15.76,reinhold20,k2,Gaia DR3 6259739706630169472,1.744789955047448,0.1909442655857371,48.16561985311652,0.01910594563678005
EPIC249946723,13.07,reinhold20,k2,Gaia DR3 6259730292061855488,778.3988674669991,0.3178762136513427,,
EPIC249950332,9.95,reinhold20,k2,Gaia DR3 6259730700082092544,9.529851791150078,0.1987424588999554,25.105416483347856,0.014707693546698892
EPIC250167111,3.92,reinhold20,k2,Gaia DR3 6266424943490620288,229.544452351102,0.178855537999929,,
EPIC250173321,3.85,reinhold20,k2,Gaia DR3 6266384085459931648,3.74240198446662,0.0624431852281173,25.520800917546534,0.006407629708153922
EPIC250174298,35.93,reinhold20,k2,Gaia DR3 6266984594907577984,1.4596614054399262,0.1911575053693849,25.071349943352963,0.0022539491602087815
EPIC211401937,19.7,reinhold20,k2,Gaia DR3 604760089953968256,17.530879055390294,0.2842832758868754,25.14710963446244,0.025455405249365622
EPIC211434114,15.97,reinhold20,k2,Gaia DR3 604851315059225728,203.00874209937288,0.2996254103491538,,
EPIC211514629,20.47,reinhold20,k2,Gaia DR3 603167928398316800,34.32046133723535,0.6974146061443124,18.198249353073823,0.007888690208678368
EPIC211542140,10.72,reinhold20,k2,Gaia DR3 605667663787599488,8.608830819846268,0.0545831094819829,19.90729914539247,0.0070056197440389115
EPIC211663683,19.0,reinhold20,k2,Gaia DR3 609651611028044544,451.8838369902109,0.1939966152548203,,
EPIC211705654,2.52,reinhold20,k2,Gaia DR3 610081416995398656,847.7240382135332,0.515373488446674,19.13230239106301,0.38712890135135647
EPIC211705654,2.52,reinhold20,k2,Gaia DR3 610081416995398656,789.9267796767891,0.4608156281708833,,
EPIC211741214,18.89,reinhold20,k2,Gaia DR3 658196217625451776,621.8563163469721,0.4530984720285066,,
EPIC211805237,19.26,reinhold20,k2,Gaia DR3 611815003235123584,149.96929387536974,0.156717255206113,,
EPIC211862497,3.14,reinhold20,k2,Gaia DR3 612292809756795392,3.2572633979995453,0.0206454362292839,68.64685145792028,0.10910537061931809
EPIC211863876,20.66,reinhold20,k2,Gaia DR3 635380664153784832,317.36793937056706,0.4267978440415548,,
EPIC211899094,12.13,reinhold20,k2,Gaia DR3 660196774736045184,249.38395493508827,0.3335846679872,,
EPIC211906287,13.29,reinhold20,k2,Gaia DR3 660958671871347584,753.4608890658646,0.2806384993414396,,
EPIC211917420,15.94,reinhold20,k2,Gaia DR3 660486667848668672,553.6261118926906,0.5035946406858381,,
EPIC211918163,10.11,reinhold20,k2,Gaia DR3 636233713378308352,807.1977287328343,0.3095479515299098,,
EPIC211925243,12.68,reinhold20,k2,Gaia DR3 661008321693147520,1003.8568269041032,0.3195206846480251,,
EPIC211925736,26.34,reinhold20,k2,Gaia DR3 660467980447237888,86.51021928685796,0.2460151273509581,17.546349108795457,0.04409260314164396
EPIC211928470,8.57,reinhold20,k2,Gaia DR3 635864170096535040,8.321331215304982,0.1175203003961922,12.853813057475422,0.001793238569543638
EPIC211935518,4.04,reinhold20,k2,Gaia DR3 661220969817342848,3.9324435998194143,0.0077944309927396,33.389061739749216,0.01516507900162608
EPIC211944807,9.66,reinhold20,k2,Gaia DR3 661229564050262528,652.6951079478522,0.7724319196670661,,
EPIC211965662,4.44,reinhold20,k2,Gaia DR3 661148268907314432,142.76272558382473,0.1913661898820719,,
EPIC211967046,21.44,reinhold20,k2,Gaia DR3 661344600452915200,950.4778493956924,0.1599474945513126,,
EPIC211970520,10.34,reinhold20,k2,Gaia DR3 661310923612365312,625.1498338238227,0.327936456857511,,
EPIC211972627,9.25,reinhold20,k2,Gaia DR3 661302887731820416,76.72910959377283,0.1667808632862472,14.202501102258474,0.021831650031990266
EPIC212023920,25.73,reinhold20,k2,Gaia DR3 684917957953033600,709.9032682142202,0.2447895219079239,,
EPIC212060301,17.84,reinhold20,k2,Gaia DR3 637149331686577280,881.7649248569312,0.6239076979313528,,
EPIC212060461,2.87,reinhold20,k2,Gaia DR3 685046940114764416,2.8445184782804724,0.1872491629957077,31.307391533665747,0.008572499465719908
EPIC212072624,20.2,reinhold20,k2,Gaia DR3 685079483083118976,222.1692974976727,0.166454352800713,,
EPIC212074445,6.52,reinhold20,k2,Gaia DR3 685209805274547840,105.04869483994506,0.1328621119371224,10.917748129818184,0.013791033174880058
EPIC212112598,26.62,reinhold20,k2,Gaia DR3 685540556412756480,590.1023629125194,0.1452306028617127,13.687424483477168,0.15184990821247382
EPIC212112598,26.62,reinhold20,k2,Gaia DR3 685540556412756480,573.6912547206432,0.3590098715730112,,
EPIC212119062,4.81,reinhold20,k2,Gaia DR3 665856549496351232,5.1158548978546206,0.1518191308012889,28.561588840380193,0.01192569105723539
EPIC212174143,14.62,reinhold20,k2,Gaia DR3 686666726901532800,14.25381096155937,0.0911809395926078,31.417125329889668,0.0452273073845785
EPIC212180935,20.95,reinhold20,k2,Gaia DR3 690204100622969216,14.361249359103,0.1341598253603786,13.702555730129836,0.0037254097801427623
EPIC212205776,24.05,reinhold20,k2,Gaia DR3 689786698520369408,874.0603012868545,0.061087507397789,,
EPIC212211957,17.82,reinhold20,k2,Gaia DR3 690520244575556480,736.6584482699143,0.3292232108832071,,
EPIC212222762,11.95,reinhold20,k2,Gaia DR3 690107309239091328,10.7163998013161,0.1179268365964009,8.681495812697527,0.0007114078967861494
EPIC251336585,24.39,reinhold20,k2,Gaia DR3 637347449937612160,449.1039991949468,0.2925428960234725,,
EPIC251337480,20.85,reinhold20,k2,Gaia DR3 636071290599400832,15.434895328158143,0.0304235958956819,35.79445139177938,0.07324140671255423
EPIC251411094,16.12,reinhold20,k2,Gaia DR3 690135965260821632,822.8831759696698,0.4695990573126831,,
EPIC212441282,18.53,reinhold20,k2,Gaia DR3 3608444300180710400,502.05555547735605,0.484705085365526,,
EPIC212496753,3.1,reinhold20,k2,Gaia DR3 3610133283184160256,704.4075341208933,0.2099891100161363,,
EPIC212498802,27.22,reinhold20,k2,Gaia DR3 3621498556923261824,265.20115271158124,0.3234672535725016,,
EPIC212537960,9.28,reinhold20,k2,Gaia DR3 3610446064178299904,7.459301503139627,0.1424774917610481,14.1689557098159,0.0021318692651647983
EPIC212606725,13.82,reinhold20,k2,Gaia DR3 3613849636781863424,14.175837493057587,0.2429517119179104,37.76785056342678,0.07222563989274834
EPIC212711564,17.05,reinhold20,k2,Gaia DR3 3618529570586364032,449.936103952824,0.1750986480589457,,
EPIC212777698,22.78,reinhold20,k2,Gaia DR3 3620639945716808704,558.1525851916848,0.0736471604074419,,
EPIC212799338,10.36,reinhold20,k2,Gaia DR3 3632084727890642048,7.002096702898483,0.1382567238164315,16.484778885399216,0.0031572849693195034
EPIC212828958,22.13,reinhold20,k2,Gaia DR3 3635217889353318656,26.02680823940168,0.5082608908230506,10.480110736972202,0.0019826427419054847
EPIC212874946,5.07,reinhold20,k2,Gaia DR3 3637163436523208064,5.0255474293554165,0.1099046997316383,19.08747547777672,0.003555668441510859
EPIC251566115,16.58,reinhold20,k2,Gaia DR3 3638241095357854208,11.8516506251727,0.1880523519381453,41.106648731832706,0.08081083106152073
EPIC211377394,15.4,reinhold20,k2,Gaia DR3 598890862525289216,14.59439908464628,0.3224364055188075,40.89837469682471,0.08774063298953774
EPIC211440176,22.4,reinhold20,k2,Gaia DR3 602178844673181056,30.882688094741532,0.4706269159388049,26.05353326632681,0.038870545728639495
EPIC211490678,5.36,reinhold20,k2,Gaia DR3 602348826595054080,580.7974894713902,0.3593291609695927,,
EPIC211520394,9.17,reinhold20,k2,Gaia DR3 650976235866638592,1481.248089606922,0.3229727643427666,,
EPIC211535970,4.65,reinhold20,k2,Gaia DR3 650665593769216128,4.674552891043407,0.0550429907500652,47.78882469299653,0.0526200850223495
EPIC211540652,14.47,reinhold20,k2,Gaia DR3 651406939482527744,580.2318231842087,0.2503346890420212,,
EPIC211547541,15.91,reinhold20,k2,Gaia DR3 651281320279239680,942.550013136835,0.4781844271026205,9.215269116515229,0.051773326116470494
EPIC211607706,13.88,reinhold20,k2,Gaia DR3 652242327802972160,9.726729289534587,0.1701185334349847,13.948669300544264,0.0026172376315656996
EPIC211611521,22.74,reinhold20,k2,Gaia DR3 652246519690930048,787.6891273327591,0.6139738698912303,,
EPIC211680303,6.95,reinhold20,k2,Gaia DR3 655468187542183168,6.620858783739838,0.006090289094579,31.46205439959876,0.021362914466141726
EPIC211705654,2.5,reinhold20,k2,Gaia DR3 610081416995398656,847.7240382135332,0.515373488446674,19.13230239106301,0.38712890135135647
EPIC211705654,2.5,reinhold20,k2,Gaia DR3 610081416995398656,789.9267796767891,0.4608156281708833,,
EPIC211711456,19.02,reinhold20,k2,Gaia DR3 658124027815265152,114.2052765521015,0.0686683388889911,,
EPIC211731148,17.63,reinhold20,k2,Gaia DR3 658734325488689280,480.0540747856385,0.2957767169071709,,
EPIC211745399,8.57,reinhold20,k2,Gaia DR3 656122263818507904,7.547571775829317,,66.04689828080028,
EPIC211768304,9.52,reinhold20,k2,Gaia DR3 611581975489304704,9.719039403262563,0.1786975019276113,29.680886481474772,0.025079640923033306
EPIC211887839,13.29,reinhold20,k2,Gaia DR3 660918127380096640,581.2367655021407,0.3738115490947374,,
EPIC211888642,21.95,reinhold20,k2,Gaia DR3 660353248984946816,11.870439306337373,0.0527250950335795,20.67034167974046,0.010816963837932616
EPIC211899094,11.07,reinhold20,k2,Gaia DR3 660196774736045184,249.38395493508827,0.3335846679872,,
EPIC211906287,14.15,reinhold20,k2,Gaia DR3 660958671871347584,753.4608890658646,0.2806384993414396,,
EPIC211917420,15.31,reinhold20,k2,Gaia DR3 660486667848668672,553.6261118926906,0.5035946406858381,,
EPIC211925736,16.46,reinhold20,k2,Gaia DR3 660467980447237888,86.51021928685796,0.2460151273509581,17.546349108795457,0.04409260314164396
EPIC211933215,6.0,reinhold20,k2,Gaia DR3 661200083396357248,855.848285523241,0.0323722213092606,,
EPIC211935518,4.16,reinhold20,k2,Gaia DR3 661220969817342848,3.9324435998194143,0.0077944309927396,33.389061739749216,0.01516507900162608
EPIC211944807,9.96,reinhold20,k2,Gaia DR3 661229564050262528,652.6951079478522,0.7724319196670661,,
EPIC211967046,17.12,reinhold20,k2,Gaia DR3 661344600452915200,950.4778493956924,0.1599474945513126,,
EPIC211975006,3.29,reinhold20,k2,Gaia DR3 661306319407420160,3.0576741710865996,,71.85795429800629,
EPIC211994370,13.34,reinhold20,k2,Gaia DR3 660822435508550528,662.1751795801212,0.5935778129520155,,
EPIC212006227,3.69,reinhold20,k2,Gaia DR3 661766778557840000,361.42106833902267,0.3961868726850925,2.744448499469141,0.0005991795474250716
EPIC212019252,10.02,reinhold20,k2,Gaia DR3 661462312620257664,733.0359811630185,0.3381561007211272,,
EPIC212026390,9.19,reinhold20,k2,Gaia DR3 661782412238768256,577.4974905926111,0.2208417061917088,,
EPIC212119062,4.73,reinhold20,k2,Gaia DR3 665856549496351232,5.1158548978546206,0.1518191308012889,28.561588840380193,0.01192569105723539
EPIC212134948,19.13,reinhold20,k2,Gaia DR3 665923855928018048,1.8117349573601351,0.0644421509146976,7.748103670000131,8.677189982613626e-05
EPIC212156520,4.06,reinhold20,k2,Gaia DR3 678115038994836480,4.0235900211059885,0.0295376551782448,27.577867820138955,0.008732453331640895
EPIC212158768,23.88,reinhold20,k2,Gaia DR3 677975641541260416,296.21184172453593,0.1573479417440957,,
EPIC212160907,24.48,reinhold20,k2,Gaia DR3 689413173804883072,494.6271930724,0.1706621975555414,,
EPIC212166371,15.93,reinhold20,k2,Gaia DR3 690177506185570176,519.7500558390175,0.1872501470364148,,
EPIC212175472,4.93,reinhold20,k2,Gaia DR3 689493330777861504,5.04073155416786,0.1903713168903162,34.201787656676146,0.01976976945399492
KIC1026032,10.778,lurie17,kepler,Gaia DR3 2050236727912831872,8.46,,,
KIC1026957,20.358,lurie17,kepler,Gaia DR3 2050239300586448000,21.761,,,
KIC1161345,7.994,lurie17,kepler,Gaia DR3 2050249406650364160,8.575,,,
KIC1575690,2.243,lurie17,kepler,Gaia DR3 2051729933420237184,2.252,,,
KIC1722276,2.1,lurie17,kepler,Gaia DR3 2051754603713617920,569.95,,,
KIC2019076,8.188,lurie17,kepler,Gaia DR3 2051819646696567168,7.129,,,
KIC2162994,4.054,lurie17,kepler,Gaia DR3 2051789616287627136,4.102,,,
KIC2167890,2.56,lurie17,kepler,Gaia DR3 2051656094340873856,2.648,,,
KIC2305543,1.339,lurie17,kepler,Gaia DR3 2051789650647359488,1.362,,,
KIC2306740,0.733,lurie17,kepler,Gaia DR3 2051885033280089216,10.307,,,
KIC2309719,11.015,lurie17,kepler,Gaia DR3 2051660045715846784,54.356,,,
KIC2438061,4.709,lurie17,kepler,Gaia DR3 2051105784476572032,4.886,,,
KIC2438490,3.194,lurie17,kepler,Gaia DR3 2051105548255223680,3.316,,,
KIC2442084,21.614,lurie17,kepler,Gaia DR3 2052546045924346880,49.789,,,
KIC2447893,0.659,lurie17,kepler,Gaia DR3 2051844729305806848,0.662,,,
KIC2449090,4.885,lurie17,kepler,Gaia DR3 2051829336143169664,4.944,,,
KIC2452440,9.267,lurie17,kepler,Gaia DR3 2052028588272433408,8.097,,,
KIC2558370,1.091,lurie17,kepler,Gaia DR3 2099154618702450176,1.092,,,
KIC2580872,14.077,lurie17,kepler,Gaia DR3 2051845450860402816,15.927,,,
KIC2711114,2.831,lurie17,kepler,Gaia DR3 2052598753764365696,2.859,,,
KIC2719873,26.204,lurie17,kepler,Gaia DR3 2051862184053581184,17.279,,,
KIC2852560,7.152,lurie17,kepler,Gaia DR3 2052577931762164608,11.961,,,
KIC2854948,0.971,lurie17,kepler,Gaia DR3 2051908500981625216,0.974,,,
KIC2860788,4.996,lurie17,kepler,Gaia DR3 2052234574899303552,5.26,,,
KIC2997455,1.127,lurie17,kepler,Gaia DR3 2052240141176935808,1.13,,,
KIC3097352,3.957,lurie17,kepler,Gaia DR3 2099920978307195648,4.03,,,
KIC3098194,26.521,lurie17,kepler,Gaia DR3 2099963824899494016,30.477,,,
KIC3102000,13.998,lurie17,kepler,Gaia DR3 2099544464292842496,57.06,,,
KIC3120320,12.473,lurie17,kepler,Gaia DR3 2051939974503779328,10.266,,,
KIC3122985,1.453,lurie17,kepler,Gaia DR3 2051880738312545792,0.993,,,
KIC3222471,25.369,lurie17,kepler,Gaia DR3 2099534259450792448,618.42,,,
KIC3230787,11.873,lurie17,kepler,Gaia DR3 2052818415569395200,17.734,,,
KIC3231120,3.8,lurie17,kepler,Gaia DR3 2052824600322960384,3.9,,,
KIC3241344,3.937,lurie17,kepler,Gaia DR3 2052258317478807040,3.913,,,
KIC3248019,2.61,lurie17,kepler,Gaia DR3 2052120191332866304,2.668,,,
KIC3323289,29.317,lurie17,kepler,Gaia DR3 2099940769516440320,33.693,,,
KIC3339538,13.565,lurie17,kepler,Gaia DR3 2052833843093501824,14.658,,,
KIC3344427,0.651,lurie17,kepler,Gaia DR3 2052673451835469568,0.652,,,
KIC3348093,8.185,lurie17,kepler,Gaia DR3 2052307859917270528,7.964,,,
