starid,Prot,ref,source,source_id,Porb,eccentricity,semi_amplitude_primary,massfunc
KIC7463750,2.98,santos21,kepler,Gaia DR3 2078718030440033408,2.8630129285987462,0.1339413016722699,36.60354863316702,0.014158226090885967
KIC7511341,26.4,santos21,kepler,Gaia DR3 2105563255362552320,223.58373240845836,0.1173972367356511,,
KIC7523785,6.39,santos21,kepler,Gaia DR3 2102037469472969984,392.9177832958433,0.1722782007166918,,
KIC7539125,3.85,santos21,kepler,Gaia DR3 2078064954893026432,5.832991589115734,0.1023795902103136,7.454883370093589,0.0002464670358040601
KIC7548833,1.67,santos21,kepler,Gaia DR3 2078733114365910528,2.1020833217640114,0.1477850039457829,6.678223974407123,6.27561875508386e-05
KIC7548833,1.67,santos21,kepler,Gaia DR3 2078733114365910528,756.5559798245205,0.072923273749317,,
KIC7549383,17.26,santos21,kepler,Gaia DR3 2078729674086754816,164.84250775422305,0.2264206166566708,12.209016564528069,0.028723467258564714
KIC7550094,8.92,santos21,kepler,Gaia DR3 2078543070657742848,460.24191707395266,0.2241655129803388,,
KIC7582454,3.64,santos21,kepler,Gaia DR3 2116864315049930368,3.573425978535049,0.027632637839132,59.84602872005831,0.07926880316029103
KIC7612330,21.19,santos21,kepler,Gaia DR3 2077844605890716800,297.1958013522542,0.2099723344423296,,
KIC7658166,23.51,santos21,kepler,Gaia DR3 2117019616768219136,1139.1073946206377,0.0209736163766614,,
KIC7663568,7.12,santos21,kepler,Gaia DR3 2105088304999340800,7.638163086734916,0.0335963316459221,19.281576709647148,0.005663565942634461
KIC7667148,29.74,santos21,kepler,Gaia DR3 2105768902696847488,648.7221290464179,0.213436810983301,,
KIC7667812,1.77,santos21,kepler,Gaia DR3 2105760140964159360,220.04430285289808,0.4364519491516033,,
KIC7668623,5.49,santos21,kepler,Gaia DR3 2105664174214656000,4.823209940494857,0.014798358488252,36.35327154316404,0.02400120789815819
KIC7668911,2.61,santos21,kepler,Gaia DR3 2105658363118368896,57.77329505751,0.1275871858105262,12.389007666563275,0.011105907754856864
KIC7676439,20.06,santos21,kepler,Gaia DR3 2102816301661180928,6.690456880801116,0.3367485615504718,3.6223329702471103,2.7505647866468062e-05
KIC7701454,39.86,santos21,kepler,Gaia DR3 2078738504544342400,464.23974398917426,0.2768175080221094,,
KIC7731450,7.7,santos21,kepler,Gaia DR3 2105246183697460736,7.666286276577275,0.1006322584106693,50.99424780353856,0.1037354095145502
KIC7742408,26.12,santos21,kepler,Gaia DR3 2102991776844251264,98.55330725297506,0.6340251482648172,,
KIC7800958,25.75,santos21,kepler,Gaia DR3 2105238147818151040,433.3357362566511,0.3861276447727058,,
KIC7815706,21.51,santos21,kepler,Gaia DR3 2102867669470082560,528.486719915743,0.476099215877814,,
KIC7817711,10.76,santos21,kepler,Gaia DR3 2126826573295605504,75.51534879781791,0.0175234839308902,18.819413562793574,0.052126975582617856
KIC7818069,31.93,santos21,kepler,Gaia DR3 2126827677106066048,402.15558881922755,0.4221750212967424,,
KIC7870923,4.16,santos21,kepler,Gaia DR3 2105219627919030784,586.1363352725385,0.5609148962859468,,
KIC7885771,22.42,santos21,kepler,Gaia DR3 2126842692311603072,275.74955506507536,0.1058189610136444,,
KIC7887567,18.46,santos21,kepler,Gaia DR3 2126081417949835776,515.7297127984508,0.5690997511847661,,
KIC7890271,8.47,santos21,kepler,Gaia DR3 2126139515965618688,8.853036044452475,0.1102059017847657,44.88605141889852,0.08144700640679216
KIC7890538,26.3,santos21,kepler,Gaia DR3 2126126669723833600,467.146016661236,0.1872867075169966,,
KIC7917965,27.23,santos21,kepler,Gaia DR3 2076001858768905088,220.771405399985,0.074873615789318,,
KIC7919393,10.12,santos21,kepler,Gaia DR3 2075986431246564352,42.495743825772195,0.0680858421245245,23.15993708991331,0.05431749972292277
KIC7959502,17.72,santos21,kepler,Gaia DR3 2126129173684369792,17.489232165071094,0.286716997870964,35.20470881313677,0.06951835533424129
KIC7969984,19.52,santos21,kepler,Gaia DR3 2078102643221223040,888.8870051120331,0.4022653280851876,9.606040312371666,0.06264650470570392
KIC7988940,23.64,santos21,kepler,Gaia DR3 2076041131945607552,735.8157999857907,0.5315595442653523,,
KIC8016222,5.53,santos21,kepler,Gaia DR3 2105691421487403008,5.609635913962951,0.035515710744799,9.001586409235548,0.00042313477753995867
KIC8016496,10.91,santos21,kepler,Gaia DR3 2106019247750146816,711.7035703214754,0.2542176518481696,,
KIC8035497,1.76,santos21,kepler,Gaia DR3 2078341099805508480,1.7657720820762626,0.0378367553960757,43.278978261747994,0.01479930995368458
KIC8051543,29.33,santos21,kepler,Gaia DR3 2079045096488142336,934.9609406875334,0.602384252998796,,
KIC8074231,4.13,santos21,kepler,Gaia DR3 2116966741430479104,474.3638991005222,0.7162832686487782,,
KIC8114302,7.29,santos21,kepler,Gaia DR3 2078859042805930624,286.34020853608905,0.2094848394196324,,
KIC8145383,9.29,santos21,kepler,Gaia DR3 2105324906157184512,8.811133160418365,0.0076340327969632,22.75960260938793,0.010762097701937113
KIC8149133,35.68,santos21,kepler,Gaia DR3 2106600511443980160,291.2223298308508,0.3137928862170805,,
KIC8162381,25.56,santos21,kepler,Gaia DR3 2126118423388544896,254.02121426225415,0.2971645352082506,,
KIC8223872,20.61,santos21,kepler,Gaia DR3 2103118182020590464,127.07006880357687,0.3448707511039759,,
KIC8278873,17.22,santos21,kepler,Gaia DR3 2105384107986089600,488.0868160132357,0.2165856785594067,,
KIC8344172,14.69,santos21,kepler,Gaia DR3 2117319031828326144,807.3410205476918,0.3004867309604506,,
KIC8344972,15.31,santos21,kepler,Gaia DR3 2105388467374910848,24.851195558598196,0.4162655556703381,32.06986892917172,0.06383927837287777
KIC8349402,23.36,santos21,kepler,Gaia DR3 2106622913993772672,253.81047320697263,0.1248398460076405,,
KIC8350026,3.57,santos21,kepler,Gaia DR3 2106700395203089408,3.331970039437507,0.0260388191701897,15.292088640861117,0.001233300122920258
KIC8351168,34.7,santos21,kepler,Gaia DR3 2105941526022429184,162.26572177438626,0.6112437438299814,,
KIC8364888,4.43,santos21,kepler,Gaia DR3 2126188478592767616,578.8902849352711,0.1835147422030466,,
KIC8414062,11.0,santos21,kepler,Gaia DR3 2106673315430481280,791.3647459080128,0.0748420298332649,,
KIC8417732,19.24,santos21,kepler,Gaia DR3 2106284367491019520,101.78359448914928,0.2392997739627253,14.132309904114576,0.02724653137047578
KIC8417933,30.42,santos21,kepler,Gaia DR3 2106281549992479232,546.1773855489288,0.1277897446474809,,
KIC8424629,22.72,santos21,kepler,Gaia DR3 2126925842879471744,2754.8987964319263,0.9308146200691212,,
KIC8424805,14.9,santos21,kepler,Gaia DR3 2126924910864371072,311.0868091977348,0.3154590068586332,,
KIC8426774,30.8,santos21,kepler,Gaia DR3 2126889662074882176,271.1284176519527,0.2608189650589395,,
KIC8435699,13.01,santos21,kepler,Gaia DR3 2126411683753940736,228.23974472894744,0.224964595831451,,
KIC8487738,2.19,santos21,kepler,Gaia DR3 2127126258931231360,718.1587104923376,0.0137435267984282,,
KIC8525265,5.49,santos21,kepler,Gaia DR3 2082078649065943296,837.3304536810805,0.3969290608634633,,
KIC8525265,5.49,santos21,kepler,Gaia DR3 2082078649065943296,881.257644019154,0.3964020757050973,16.8467561577957,0.33782999671269737
KIC8552756,3.86,santos21,kepler,Gaia DR3 2127121590307227264,3.811820106517458,0.0639670656732952,54.75275138853186,0.06443002787252616
KIC8564441,5.88,santos21,kepler,Gaia DR3 2126418383902933632,5.961210688115175,0.1492381781049084,29.719520917919873,0.01567458487886749
KIC8571125,2.06,santos21,kepler,Gaia DR3 2079658628277939456,595.04698580471,0.6196671566261323,,
KIC8611679,5.88,santos21,kepler,Gaia DR3 2106307074978756096,5.491612339093156,0.07557093542285,39.57082116461168,0.03495450383725175
KIC8645674,20.49,santos21,kepler,Gaia DR3 2079105814450589184,323.66859186572594,0.8392503571155433,,
KIC8656566,13.77,santos21,kepler,Gaia DR3 2081925924337678208,469.49924402851326,0.6372482501771496,,
KIC8677016,29.58,santos21,kepler,Gaia DR3 2106316150250297472,347.39898192393304,0.1619680748041479,8.480268998930402,0.02109350127640051
KIC8687869,11.12,santos21,kepler,Gaia DR3 2126631994094785024,10.999033264140593,0.0543845021502876,26.5990648211801,0.0213517324560756
KIC8695868,17.21,santos21,kepler,Gaia DR3 2079896977478546944,855.4280562805503,0.4151341639849499,7.256515574399307,0.02550103436092786
KIC8701569,7.76,santos21,kepler,Gaia DR3 2079710438462529920,480.2484070085977,0.1689587103201981,,
KIC8715564,46.44,santos21,kepler,Gaia DR3 2076158431791150720,980.6934982600762,0.6826036389131505,5.796120407217279,0.007722008058186582
KIC8739209,7.35,santos21,kepler,Gaia DR3 2105995294714848896,7.395240628621087,0.038506471532447,39.097925479973725,0.04569365724372499
KIC8745924,3.15,santos21,kepler,Gaia DR3 2127187767163315840,894.3482225779145,0.4311269218765192,5.192548129635249,0.009530104151287539
KIC8758590,0.94,santos21,kepler,Gaia DR3 2126451781569118336,539.5398119319769,0.0039794070496418,,
KIC8781452,1.83,santos21,kepler,Gaia DR3 2082155241230022016,883.3815887892722,0.200581237289999,,
KIC8806223,8.02,santos21,kepler,Gaia DR3 2106339274353151488,1058.855785610015,0.1681607230743396,,
KIC8817143,19.63,santos21,kepler,Gaia DR3 2126638320588210176,13.68389610074088,0.1115908439436749,44.254709847098816,0.12059640131206269
KIC8868637,24.03,santos21,kepler,Gaia DR3 2106766675139140608,206.9025880368053,0.3947837736557841,,
KIC8868719,12.51,santos21,kepler,Gaia DR3 2106766262821941760,236.0093391892144,0.2872155228635414,,
KIC8878567,17.24,santos21,kepler,Gaia DR3 2127170862172266752,457.07958705291173,0.0791927399669876,,
KIC8938501,11.87,santos21,kepler,Gaia DR3 2106389469632879232,659.5533499487158,0.557852884980566,,
KIC8958359,11.2,santos21,kepler,Gaia DR3 2127956875548483328,2238.6636773471164,0.7225972919388698,,
KIC8981188,6.92,santos21,kepler,Gaia DR3 2085170995463975680,206.18114393241189,0.5479213261767907,,
KIC8982618,10.09,santos21,kepler,Gaia DR3 2082170703112375040,726.3325367283401,0.520258943340705,,
KIC9003357,33.71,santos21,kepler,Gaia DR3 2106827320077177984,142.35637481433204,0.2790167144509395,,
KIC9004960,18.12,santos21,kepler,Gaia DR3 2107140612171817600,553.5116329494257,0.5018620559565851,,
KIC9025370,23.21,santos21,kepler,Gaia DR3 2126516412237386880,239.12475084929363,0.2707409619564792,,
KIC9026619,19.25,santos21,kepler,Gaia DR3 2127973952338622336,327.8464514470294,0.0429120321471919,,
KIC9031221,6.33,santos21,kepler,Gaia DR3 2079981815974855552,796.966388348785,0.4617463536929526,,
KIC9051076,1.64,santos21,kepler,Gaia DR3 2085177691313762432,0.7181614588097198,0.21759040578168,12.213855085690264,0.0001260644308138706
KIC9084820,2.54,santos21,kepler,Gaia DR3 2127083932034970240,1.9528280241357852,0.4092393662794805,6.186688630772077,3.6395052846653824e-05
KIC9092883,4.04,santos21,kepler,Gaia DR3 2126521360039944576,3.889171633150861,0.0246040430770162,40.052103365384625,0.025867099055179844
KIC9092940,1.72,santos21,kepler,Gaia DR3 2128022365209949824,1.782198744642903,0.1286164245300768,7.463400082321923,7.487020350361962e-05
KIC9099456,37.14,santos21,kepler,Gaia DR3 2079975970520929536,171.54565314321576,0.5474479807460836,,
KIC9114871,7.24,santos21,kepler,Gaia DR3 2085191164630274304,239.0682516529724,0.5410601980640758,,
KIC9138434,7.86,santos21,kepler,Gaia DR3 2106831065288717696,543.8287869747115,0.6579609024561971,,
KIC9201830,12.82,santos21,kepler,Gaia DR3 2107022410371832320,560.8422573743235,0.4701765183585975,11.966290143546006,0.06845094508728156
KIC9209245,22.58,santos21,kepler,Gaia DR3 2130237262663056512,22.920550028867385,0.2227007472725886,29.861239864823965,0.05858956754245169
KIC9225600,8.99,santos21,kepler,Gaia DR3 2080048954904573056,343.749654582589,0.4129105628841737,,
KIC9229632,19.0,santos21,kepler,Gaia DR3 2080192436873488768,576.1938373593492,0.6120222556815303,,
KIC9268209,2.47,santos21,kepler,Gaia DR3 2106510828227565312,42.30064978946681,0.0858208938433762,19.695729350711225,0.03311742621698989
KIC9269817,21.81,santos21,kepler,Gaia DR3 2106473444832727040,20.629681169207647,0.2683408969731619,24.55878749422312,0.02830346143306905
KIC9285102,44.19,santos21,kepler,Gaia DR3 2128032260814848896,733.5653011108271,0.5977169433354469,,
KIC9292440,27.19,santos21,kepler,Gaia DR3 2080189864191862912,561.4046032738459,0.5250122789711074,,
KIC9303969,15.84,santos21,kepler,Gaia DR3 2085250332093838464,679.7858997298559,0.3526757656086042,,
KIC9328372,3.92,santos21,kepler,Gaia DR3 2107178682759063296,95.90489958606358,0.2764518798101718,9.194369078447052,0.006855253225612935
KIC9390670,3.55,santos21,kepler,Gaia DR3 2107174387794486528,1041.8662828384588,0.536424569023787,4.102010809177296,0.004478772193902751
KIC9429006,44.86,santos21,kepler,Gaia DR3 2085230575251144832,19.074597130764964,0.1096382424701317,25.36916987953387,0.0316887510108548
KIC9471169,18.47,santos21,kepler,Gaia DR3 2128098227210441344,7.005599979725715,0.1099834221926449,15.396970571151815,0.0026015499256508484
KIC9471169,18.47,santos21,kepler,Gaia DR3 2128098227210441344,126.0093350889788,0.3746256820821457,,
KIC9534206,18.78,santos21,kepler,Gaia DR3 2080084929550950272,926.6731203478384,0.4755304438196844,,
KIC9535660,4.98,santos21,kepler,Gaia DR3 2080403822281931008,535.1728502604267,0.4227952014015239,,
KIC9598315,19.37,santos21,kepler,Gaia DR3 2080408392127397632,0.5541030353587959,0.1194144706186252,14.592254698282751,0.00017458644925205788
KIC9605965,2.9,santos21,kepler,Gaia DR3 2079528542310126464,2.93481239999263,0.086114233669103,39.7773917156948,0.01892559259158052
KIC9640883,19.82,santos21,kepler,Gaia DR3 2130374937834188160,234.3297760148181,0.3081209321344135,,
KIC9652655,7.4,santos21,kepler,Gaia DR3 2128081635759801216,613.8652437543777,0.0678650409677101,,
KIC9696749,5.15,santos21,kepler,Gaia DR3 2107295845169791488,5.109719962769039,0.2422500389095855,47.612127877226214,0.05218688722068847
KIC9700065,26.74,santos21,kepler,Gaia DR3 2130526017604437888,25.74851760982842,0.3120696985099997,15.821531491504986,0.009060640851795755
KIC9702369,11.6,santos21,kepler,Gaia DR3 2130384528501056000,195.76130092339324,0.4032817418977562,,
KIC9703196,13.79,santos21,kepler,Gaia DR3 2127386881847540736,570.0455834735932,0.1576381269329995,,
KIC9706666,30.83,santos21,kepler,Gaia DR3 2127620974744948736,61.958614148616576,0.278529163621972,4.597240277208775,0.000552581753822305
KIC9713573,19.12,santos21,kepler,Gaia DR3 2128276970871131264,434.28405104828425,0.2484000566348853,,
KIC9754283,3.81,santos21,kepler,Gaia DR3 2107485893182694784,587.2901139255613,0.1957343261260379,,
KIC9764820,45.78,santos21,kepler,Gaia DR3 2127750339159755136,112.57798560184732,0.6380280351128776,,
KIC9826171,10.68,santos21,kepler,Gaia DR3 2127731406944067200,537.4145171166932,0.3604929031904726,,
KIC9847591,19.65,santos21,kepler,Gaia DR3 2086293901768923392,398.5850748035798,0.3816755360093978,,
KIC9898385,3.36,santos21,kepler,Gaia DR3 2128516458246962688,13.78216105206758,0.0144995099439941,13.194138742118348,0.0032789334090146884
KIC9967907,35.43,santos21,kepler,Gaia DR3 2086302633446249088,332.5694605436565,0.6197609781883759,,
KIC9994692,22.12,santos21,kepler,Gaia DR3 2107519256488096384,908.9635652517404,0.2512892507131461,,
KIC10005188,33.06,santos21,kepler,Gaia DR3 2127795968892664704,875.5209437367298,0.0308103006145202,,
KIC10007983,29.81,santos21,kepler,Gaia DR3 2127822872567047808,499.7459205939795,0.1005805766024252,,
KIC10019532,21.48,santos21,kepler,Gaia DR3 2128525181321717632,22.00102028417733,0.1622212045665299,8.470235918129399,0.0013309620946704904
KIC10122776,7.03,santos21,kepler,Gaia DR3 2107575602159601664,14.852658181075626,0.1975207947991301,30.576256833022928,0.041442077924930626
KIC10162375,7.86,santos21,kepler,Gaia DR3 2085571110315400832,85.11338287284065,0.3650812045204064,17.094446543381487,0.03554570225946926
KIC10186425,3.96,santos21,kepler,Gaia DR3 2119224073160851072,278.1105638590903,0.1581055312207441,,
KIC10218940,5.56,santos21,kepler,Gaia DR3 2080602245469754880,644.7294908791296,0.0528850244834185,,
KIC10219422,15.1,santos21,kepler,Gaia DR3 2080556310801039104,210.3987980116728,0.2843078880041845,13.197445716460932,0.04415857859552791
KIC10219422,15.1,santos21,kepler,Gaia DR3 2080556310801039104,209.96179438867875,8.496564664696518e-06,,
KIC10230401,16.39,santos21,kepler,Gaia DR3 2085623066540993280,480.2124206038707,0.2647952293425237,,
KIC10294429,13.66,santos21,kepler,Gaia DR3 2085680722182960896,112.77417460590284,0.3482155725888496,10.59581526025396,0.01145030028600751
KIC10323670,18.45,santos21,kepler,Gaia DR3 2131610342228530944,17.92465524665528,0.3868983773143798,37.23661828398784,0.07518587797365313
KIC10331327,3.32,santos21,kepler,Gaia DR3 2130825295225567104,280.9830772401767,0.1553114267930436,,
KIC10347308,16.4,santos21,kepler,Gaia DR3 2128576725229215104,487.21474927169487,0.1884397373341261,,
KIC10355856,4.47,santos21,kepler,Gaia DR3 2086399420525476352,4.48638717273172,0.0032551182242432,25.096112539910937,0.007347139986421354
KIC10398963,43.32,santos21,kepler,Gaia DR3 2127921480716573952,187.36748313358737,0.4775529142234904,15.569672313033484,0.049695810493162386
KIC10405497,5.56,santos21,kepler,Gaia DR3 2129220626724206080,5.552768494986176,0.0106585841034515,25.68485164930287,0.009747109569498718
KIC10461451,17.23,santos21,kepler,Gaia DR3 2130878587179618944,288.9497090180482,0.2163260030935365,,
KIC10469565,2.98,santos21,kepler,Gaia DR3 2129146547128984192,297.8005810645062,0.2604948309804776,,
KIC10469894,7.31,santos21,kepler,Gaia DR3 2129236466563482368,450.74847608163645,0.3420368869644059,,
KIC10518380,13.45,santos21,kepler,Gaia DR3 2131634192183860224,275.42805254201085,0.5706087114080504,,
KIC10536385,24.15,santos21,kepler,Gaia DR3 2128500962005402624,52.83816665639281,0.3867498869474654,8.802471969424873,0.0029283599873314694
KIC10553049,21.05,santos21,kepler,Gaia DR3 2086452957301741952,517.376147396551,0.406201810874469,,
KIC10592793,4.68,santos21,kepler,Gaia DR3 2130923357918152064,632.94302496985,0.6432864778852838,,
KIC10599644,24.02,santos21,kepler,Gaia DR3 2129248350736185984,91.64108424213252,0.4548909268741951,17.60661918046244,0.036601426174569025
KIC10617847,15.42,santos21,kepler,Gaia DR3 2086458794153348608,78.69858834057322,0.3122083629864067,,
KIC10651413,6.93,santos21,kepler,Gaia DR3 2131542692201473664,30.579622050069887,0.2767717476314067,5.829770067726471,0.0005570298514028234
KIC10666878,18.08,santos21,kepler,Gaia DR3 2129255433139321856,284.7738741630289,0.3088699693439204,,
KIC10681303,8.92,santos21,kepler,Gaia DR3 2086427874694964352,588.9315967317453,0.3541657702426151,,
KIC10687572,24.0,santos21,kepler,Gaia DR3 2086086918708567168,500.2303419360889,0.8001467950111977,,
KIC10735250,14.19,santos21,kepler,Gaia DR3 2128849468531069440,10.451766367206316,0.1713731477553068,15.93954651036405,0.004193803567752037
KIC10743315,7.67,santos21,kepler,Gaia DR3 2086648459913192960,618.7435125532879,0.2861887771412337,,
KIC10775748,6.43,santos21,kepler,Gaia DR3 2119834851869352448,6.476436567074124,0.0106978347089368,56.08769935734328,0.11837869402279111
KIC10798661,20.48,santos21,kepler,Gaia DR3 2129264297951864576,276.43921365614204,0.1873529702782761,,
KIC10801794,5.42,santos21,kepler,Gaia DR3 2128839061831803648,4.780947483506945,0.3676590944743005,25.604818306207772,0.0066877784492102
KIC10814744,11.43,santos21,kepler,Gaia DR3 2086514560012358656,79.98535506117794,0.147525017778019,13.558274588677053,0.01998474299379784
KIC10817892,27.41,santos21,kepler,Gaia DR3 2086480651251330432,506.29547827790674,0.619552943996242,,
KIC10844882,4.85,santos21,kepler,Gaia DR3 2131696933066598656,922.21936091182,0.1120755668521017,4.80373284243522,0.010393105607770379
KIC10859792,1.79,santos21,kepler,Gaia DR3 2129315764542613632,522.9647165626977,0.0304755961682125,,
KIC10859792,1.79,santos21,kepler,Gaia DR3 2129315764542613632,0.6128633343070671,0.1737919990329351,15.88756234333746,0.00024320100319316355
KIC10862061,15.51,santos21,kepler,Gaia DR3 2129267940084108160,775.529924029725,0.0890066188287082,,
KIC10879849,16.63,santos21,kepler,Gaia DR3 2086496555509462016,238.58305466552088,0.0695836392883628,,
KIC10907436,48.35,santos21,kepler,Gaia DR3 2131570076913351552,24.668946656803,0.264236957416002,13.10306973658251,0.005158560725753138
KIC10908196,19.14,santos21,kepler,Gaia DR3 2131583717727282816,906.0776748567054,0.5417386361262458,,
KIC10917912,13.13,santos21,kepler,Gaia DR3 2129504300723608448,309.7314383301271,0.1358497795049478,,
KIC10918580,2.06,santos21,kepler,Gaia DR3 2129320540544543616,2.0512604992745618,0.2801312129649036,8.57491649676063,0.00011854448881605727
KIC10921468,30.0,santos21,kepler,Gaia DR3 2129643698182274816,216.56403866117296,0.2375566103663117,,
KIC10993005,17.94,santos21,kepler,Gaia DR3 2086868740195298944,18.083096246755332,0.2574471503137368,10.841488788581128,0.0021541420643835093
KIC11013581,19.93,santos21,kepler,Gaia DR3 2143737203865519488,294.13531119006336,0.7198273913865061,,
KIC11128041,7.3,santos21,kepler,Gaia DR3 2131263759845581696,10.413390868814988,0.3966458416106221,14.41381725658688,0.002499345045753011
KIC11181004,18.82,santos21,kepler,Gaia DR3 2131187098972173312,18.84267239792381,0.0771702721887128,15.40070536313342,0.007067768970064915
KIC11181037,9.73,santos21,kepler,Gaia DR3 2131186789734528384,542.9055193192554,0.1744272034359484,,
KIC11181612,10.18,santos21,kepler,Gaia DR3 2131266646063670272,473.2518066611907,0.0742806532430889,,
KIC11188113,7.23,santos21,kepler,Gaia DR3 2129556596245864960,515.2078128338767,0.3356666773136462,,
KIC11245424,24.54,santos21,kepler,Gaia DR3 2129701285104495872,594.4191489900821,0.0851190447196896,,
KIC11299534,2.62,santos21,kepler,Gaia DR3 2129031231546035456,2.564017340417484,0.131927392431176,14.944415516498124,0.000863632149399396
KIC11304294,13.78,santos21,kepler,Gaia DR3 2134813120821392384,224.97907305410317,0.3208513310568439,,
KIC11304769,17.57,santos21,kepler,Gaia DR3 2134767662887641856,329.66673815956733,0.5525577742492451,,
KIC11409944,29.36,santos21,kepler,Gaia DR3 2134819443013831680,164.9436634306795,0.4674608409007618,,
KIC11465927,18.33,santos21,kepler,Gaia DR3 2086841011887432832,20.210854988643533,0.1738502583229912,35.34821780609606,0.08832905156928526
KIC11499723,1.28,santos21,kepler,Gaia DR3 2132765589650474880,215.46224006596492,0.488765894089531,,
KIC11502174,19.36,santos21,kepler,Gaia DR3 2132621480608055040,19.478365167863473,0.3559722857206684,20.802357657541496,0.014826284943038618
KIC11521361,14.47,santos21,kepler,Gaia DR3 2087177020066161920,461.3824811162885,0.570216994887378,,
KIC11546415,12.33,santos21,kepler,Gaia DR3 2132247066837346048,593.2423453151216,0.0521556865059891,,
KIC11549609,26.27,santos21,kepler,Gaia DR3 2132061867848017664,309.4428889670463,0.654832243746707,,
KIC11553766,8.38,santos21,kepler,Gaia DR3 2132670722412809856,397.9706213549016,0.4825523791772215,,
KIC11560911,6.48,santos21,kepler,Gaia DR3 2129833329578742016,375.72973592527984,0.5551605767392483,,
KIC11569691,11.43,santos21,kepler,Gaia DR3 2086853626209920512,11.564786722621465,0.179806549273831,10.799496743573402,0.0014366399477117656
KIC11605941,21.05,santos21,kepler,Gaia DR3 2132630006123071872,526.3617724477293,0.1397595157557042,,
KIC11657135,16.84,santos21,kepler,Gaia DR3 2132700752825518464,539.1572807836275,0.1398735646143759,,
KIC11665627,23.05,santos21,kepler,Gaia DR3 2135074598429656832,32.63896024123103,0.2697001926988879,27.937507510047805,0.0658433549393612
KIC11668560,14.29,santos21,kepler,Gaia DR3 2134942210358345856,578.8937096105017,0.4224530942437834,,
KIC11703566,18.21,santos21,kepler,Gaia DR3 2133582114471724032,671.9508004896294,0.6619114973623148,,
KIC11721521,16.53,santos21,kepler,Gaia DR3 2134908297296296448,111.05785915600252,0.3671224432393145,15.603953361169856,0.035184630709874105
KIC11724560,6.85,santos21,kepler,Gaia DR3 2087224157327731584,15.964480880634753,0.1939660856217826,15.276808062763806,0.005567750100747094
KIC11754352,15.02,santos21,kepler,Gaia DR3 2133584691452120576,15.131972934683462,0.3030427718479089,26.224552749046943,0.02447237566385061
KIC11757564,19.8,santos21,kepler,Gaia DR3 2132696148619736064,683.4083109503895,0.2969373835562877,,
KIC11804380,14.49,santos21,kepler,Gaia DR3 2133599947176024704,441.08508686804424,0.548969106768457,,
KIC11811856,8.73,santos21,kepler,Gaia DR3 2130041068556839040,9.999187692871622,0.4433466455426876,58.19199477769027,0.14702689262000926
KIC11855817,11.05,santos21,kepler,Gaia DR3 2132865198532271872,8.83874272627408,0.0923402974058108,32.349054674948455,0.030605952289985354
KIC11858133,21.36,santos21,kepler,Gaia DR3 2132912924207578496,307.72028787635264,0.0921370287137196,,
KIC11862497,4.61,santos21,kepler,Gaia DR3 2130038697734970624,598.7912209260879,0.6553511435690603,,
KIC11869379,15.17,santos21,kepler,Gaia DR3 2135153763266322048,11.059008609041843,0.0466557800557673,13.795597392652915,0.0029986602240592722
KIC11869709,137.81,santos21,kepler,Gaia DR3 2135150322993928704,456.3935229368331,0.4507592580206149,14.39818843215322,0.10039435233521786
KIC11869975,23.69,santos21,kepler,Gaia DR3 2135155064637823744,796.1095945390609,0.234693045113013,,
KIC11870469,17.57,santos21,kepler,Gaia DR3 2135144589216086400,919.407951362345,0.099774090538205,,
KIC12008308,15.25,santos21,kepler,Gaia DR3 2133110870660940800,14.37483646989617,0.0553843428146625,4.157367647071561,0.00010652854521535457
KIC12009584,14.0,santos21,kepler,Gaia DR3 2133098771735505024,425.4222175409217,0.7058038808679024,,
KIC12018891,26.08,santos21,kepler,Gaia DR3 2135162421921231616,176.6734878682627,0.4838887606069241,,
KIC12019118,8.14,santos21,kepler,Gaia DR3 2135183136544064768,10.749187573061771,0.0875789725348562,10.70535075917253,0.0013507394510592892
KIC12057432,2.19,santos21,kepler,Gaia DR3 2133109290113048320,577.427675923526,0.479628897198076,,
KIC12062026,8.91,santos21,kepler,Gaia DR3 2130111883977042816,8.777612710629567,0.1053720172685512,13.045966458286223,0.001985823799857967
KIC12071979,1.67,santos21,kepler,Gaia DR3 2135330200524398080,651.837880273081,0.1670077092891092,,
KIC12116598,25.78,santos21,kepler,Gaia DR3 2135237459288541440,244.70577711895297,0.6399641222062296,,
KIC12152537,14.67,santos21,kepler,Gaia DR3 2132977692314890240,495.2482931146871,0.1403508517677838,,
KIC12168260,12.09,santos21,kepler,Gaia DR3 2135392597809078272,206.91466344931217,0.2498257700692847,,
KIC12168280,2.86,santos21,kepler,Gaia DR3 2135393216284425728,4.09951690087285,0.1433287499791186,4.426586090819156,3.571301435923215e-05
KIC12202860,20.92,santos21,kepler,Gaia DR3 2133322178753220480,222.03802425705263,0.3673302399468463,,
KIC12206041,34.94,santos21,kepler,Gaia DR3 2133182334618950656,229.0945507022899,0.3719810181123046,,
KIC12252380,4.72,santos21,kepler,Gaia DR3 2133370080526621696,562.2096431307855,0.2035521264423655,,
KIC12316687,20.18,santos21,kepler,Gaia DR3 2135404310181728512,197.98871903704327,0.3550062919679911,,
KIC12317678,3.68,santos21,kepler,Gaia DR3 2135483028339642368,80.84338476580918,0.3932891439005863,,
KIC12349768,40.14,santos21,kepler,Gaia DR3 2133766420108618240,211.79349199446548,0.6085805125034428,,
