uid,CaIIHK_snr,SIndex,SIndexSigma,SIndexOri,SIndexOriSigma,source_id,ra,dec,type,period,eccentricity,K1,mass_ratio,f1,f1err,f2,f2err,inclination,teff,teff_err,logg,logg_err,feh,feh_err,logrRprimehk,logrRprimehkerr,logrRprimehkerrUniform,w3mag,w3magerr,kmag,kmagerr,Gmag,BpRp,iso_mass,iso_mass_err,iso_rad,iso_rad_err,iso_lum,iso_lum_err
G14072337152533,49.400448,0.198872,0.032401,0.207302,0.006313,Gaia DR3 2078907696197193856,297.101208,44.030861,,,,,,,,,,,5755.88,40.89,4.368,0.055,0.324,0.031,-4.7876,,,10.822,0.085,10.787,0.016,12.233293,0.87695503,1.0965653688609218,0.0200244688439425,1.114406035051673,0.0739166940021027,1.226628505237506,0.1703632373792133
G14072337281750,40.396107,0.365935,0.044151,0.239855,0.008603,Gaia DR3 2078912708415525248,297.162542,44.042611,,,,,,,,,,,6478.055,30.285,4.271,0.042,-0.052,0.025,-4.20119,0.06737,,11.136,0.095,11.491,0.018,12.810716,0.7778797,1.2492847462492744,0.000212732750178,1.3634175169922305,0.0657144712396701,2.984930422200611,0.2812541436183708
G14072337861220,17.546495,0.285739,0.089535,0.224228,0.017446,Gaia DR3 2078912987596941184,297.143,44.067444,,,,,,,,,,,6584.967,75.975,4.193,0.119,0.127,0.077,-4.32236,,,,,,,13.83986,0.80524445,1.349066400555603,0.0733293692672631,1.464927131332522,0.1946747815658452,3.638089502222861,1.0126077762072498
G14072342032940,34.115173,0.40677,0.045238,0.247812,0.008815,Gaia DR3 2078908933147692800,296.99622,43.996651,,,,,,,,,,,6610.2,25.78,3.978,0.036,-0.011,0.021,-4.12221,0.05935,,11.286,0.102,11.139,0.018,12.426481,0.77486134,1.4968393478727866,0.0251624042281972,2.085633968059891,0.0994043735109045,7.578574912388589,0.6594708514114922
G14072342176287,19.777584,0.325046,0.086012,0.231887,0.01676,Gaia DR3 2078905462814105856,297.035833,43.920861,,,,,,,,,,,5611.58,43.23,4.455,0.061,0.068,0.041,-4.48928,,,,,,,13.546918,1.0240116,0.9580457522434828,0.0206140287377099,0.946702024055476,0.0556371951661689,0.8013870949220498,0.1010343103613942
G14072342835350,15.335814,0.157984,0.104364,0.199334,0.020336,Gaia DR3 2078905840771225344,296.996458,43.964806,,,,,,,,,,,5157.095,73.895,4.679,0.116,0.148,0.075,-5.08275,,,11.59,0.144,11.709,0.019,13.632418,1.1192846,0.8581334757739242,0.0309684580054728,0.8103106026729227,0.0421754172903179,0.416476459275427,0.0568964611107231
G14072345525324,58.956483,0.180085,0.027075,0.203641,0.005276,Gaia DR3 2078741876099629056,297.370208,43.429583,,,,,,,,,,,6316.845,25.48,4.127,0.035,-0.02,0.02,-4.69409,,,9.468,0.031,9.532,0.013,10.715329,0.70996666,1.2963121855256603,0.0247772225189176,1.632008549470382,0.0781983945896631,3.84963328691134,0.3360939814438643
G14072345981194,13.944702,0.257591,0.110397,0.218743,0.021512,Gaia DR3 2078743628446281600,297.344083,43.451833,,,,,,,,,,,6073.105,67.47,4.123,0.104,-0.251,0.071,-4.50486,,,12.266,0.229,12.023,0.018,13.4171095,0.83140755,1.0348647514486162,0.058176974996154,1.3556874067816134,0.1807340388979166,2.251719648108068,0.6203028539688117
G14072347964590,68.024235,0.24418,0.023112,0.21613,0.004504,Gaia DR3 2078843306046086400,297.679583,43.743028,,,,,,,,,,,5648.185,25.025,4.542,0.032,-0.013,0.018,-4.66382,0.06717,,9.51,0.036,9.597,0.015,11.0962305,0.8732376,0.9589397599624472,0.00998185935172,0.8731584229685866,0.0220843090450577,0.701595862629072,0.0406308153979843
G14072348186626,14.952082,0.611606,0.103267,0.287725,0.020122,Gaia DR3 2078842034735562496,297.42715,43.750519,,,,,,,,,,,6622.49,60.62,4.002,0.087,-0.248,0.06,-3.91262,0.08626,0.08233,11.788,0.16,12.319,0.021,13.64972,0.8267498,1.3400713110561873,0.0765314823222322,1.810751532020264,0.2287176786788683,5.65623617636828,1.4652001670174806
G14072353284654,22.020683,0.222309,0.071434,0.211868,0.013919,Gaia DR3 2078756650787152896,297.288583,43.564806,,,,,,,,,,,5561.98,57.54,3.9,0.093,0.032,0.059,-4.75428,,,11.525,0.125,11.576,0.017,13.526372,1.1503077,1.0694484629071894,0.0983559867606047,1.7957004953765376,0.2763630222343209,2.776008140269944,0.8602489284195403
G14072354163880,42.556393,0.351993,0.036678,0.237138,0.007147,Gaia DR3 2078851174425804160,297.330375,43.650611,,,,,,,,,,,6461.37,44.87,4.105,0.063,0.068,0.042,-4.22576,0.05893,,11.659,0.146,12.085,0.018,13.399567,0.78177357,1.3481901872464734,0.0499245454139059,1.6628442274147262,0.1483702841459614,4.305636362291756,0.7230166245032024
G14072355835409,49.804104,0.284847,0.031096,0.224054,0.006059,Gaia DR3 2078839801352451328,297.39059,43.652142,,,,,,,,,,,6305.0,22.86,4.139,0.032,-0.213,0.019,-4.38158,0.06765,,11.623,0.165,11.731,0.017,13.036346,0.7516718,1.155657882090515,0.0196088451567109,1.5034472396140093,0.0524157000552614,3.2283862726565107,0.2289835686813546
G14072356449831,14.682481,0.130452,0.105738,0.19397,0.020604,Gaia DR3 2078839938791435136,297.40039,43.676651,,,,,,,,,,,5982.86,40.53,4.158,0.053,0.212,0.039,-5.15159,,,,,,,13.912013,0.8990793,1.2385588037858202,0.0598614768974083,1.5183202400671656,0.1221111374354842,2.645946623432,0.4581115500137609
G14072356674053,15.945641,0.289127,0.097919,0.224888,0.01908,Gaia DR3 2078744899756694912,297.304625,43.542167,,,,,,,,,,,5716.71,31.38,4.575,0.045,0.061,0.027,-4.53147,,,11.443,0.112,11.564,0.017,13.205907,0.9500971,0.9987700955069068,0.0105384883700872,0.9085504811795232,0.0233635850413098,0.7927671598486491,0.0494580934642148
G14072359316331,23.755526,0.346173,0.065102,0.236004,0.012686,Gaia DR3 2078839182877142272,297.392092,43.622961,,,,,,,,,,,6107.08,30.43,4.276,0.043,-0.033,0.026,-4.31324,0.12482,,11.662,0.133,11.795,0.017,13.236066,0.8525858,1.1177791876796852,0.0207367010373005,1.2593456946662247,0.0731724169051843,1.981755694510947,0.236832713109618
G14072365379739,48.69576,0.129656,0.031906,0.193815,0.006217,Gaia DR3 2078887045993403392,297.54675,44.079262,,,,,,,,,,,6202.01,29.22,4.017,0.04,0.029,0.024,-5.05862,,,11.785,0.18,11.857,0.019,13.34385,0.9016342,1.340250146801573,0.0754468604304075,1.813050336626012,0.1161845033412945,4.376006907463752,0.6083206496322333
G14072367606112,28.965242,0.047508,0.054303,0.177808,0.010581,Gaia DR3 2078887664469330944,297.43582,44.104832,,,,,,,,,,,,,,,,,,,,,,,,13.835491,0.9802885,1.2449055117923515,0.0347313452504916,1.9737490238420528,0.1067909434071786,3.998863738701584,0.4640138308905346
G14072367668088,34.33945,0.326638,0.046174,0.232197,0.008997,Gaia DR3 2078887733188465024,297.4754,44.11462,,,,,,,,,,,5702.37,34.07,4.552,0.048,0.186,0.028,-4.45972,0.08932,,12.297,0.293,12.98,0.025,14.631403,1.0165157,1.038353751354283,0.0101577678981488,0.946354522099405,0.0249397380323595,0.8503122121118181,0.0560860150183492
G14072368666325,18.580715,0.084011,0.08458,0.18492,0.016481,Gaia DR3 2078846467142088064,297.67242,43.86961,,,,,,,,,,,,,,,,,,,,,,,,14.679035,1.0970268,1.1782547890588486,0.0563925983432639,2.0076623906980053,0.1713172347231561,3.988862047039522,0.6967417057483558
G14072369057510,36.395744,0.186745,0.042924,0.204939,0.008364,Gaia DR3 2078846329703148160,297.712042,43.867861,,,,,,,,,,,5803.5,36.895,4.45,0.052,-0.26,0.033,-4.82627,,,11.566,0.147,11.519,0.018,13.107504,0.9070549,0.8985527061374093,0.0192081264512212,0.9205858880974358,0.0519490161356581,0.865739988462205,0.1023016657442646
G14072370393003,21.180603,0.2493,0.072744,0.217128,0.014175,Gaia DR3 2078874470329142272,297.566792,43.997278,,,,,,,,,,,6321.65,31.04,3.894,0.044,0.235,0.027,-4.46129,,,11.471,0.127,11.699,0.017,13.082195,0.8540487,1.5949173021332426,0.0266292689647311,2.325392214347311,0.1371416880197883,7.834239721318592,0.8012849447260528
G14072376661625,41.297485,0.273336,0.042272,0.221811,0.008237,Gaia DR3 2078845951745979904,297.670042,43.817083,,,,,,,,,,,6562.518,54.935,4.185,0.086,-0.065,0.055,-4.35267,0.09734,,12.181,0.285,12.003,0.019,13.222103,0.72916126,1.2942171387205554,0.0502540805663958,1.4395941405750143,0.1633044063141969,3.4626561373327616,0.7952105167176844
G14072379827504,10.166483,0.271073,0.15095,0.22137,0.029413,Gaia DR3 2078848700524960000,297.50381,43.870972,,,,,,,,,,,5811.72,70.0,4.145,0.107,-0.065,0.072,-4.54581,,,12.099,0.246,12.091,0.02,13.682406,0.9163265,0.994429392817847,0.0478410805574898,1.2924651443241082,0.1751465747223683,1.7184752746369685,0.482930364421634
G14072380250428,25.871356,0.285143,0.080394,0.224112,0.015665,Gaia DR3 2078850074914551936,297.562667,43.8885,,,,,,,,,,,5787.795,36.965,4.084,0.053,0.285,0.032,-4.51976,,,11.594,0.155,11.301,0.017,12.840603,0.92832947,1.193961236156555,0.0785339804556826,1.6178753844244065,0.1096178652679564,2.617430047677052,0.3763559699765446
G14072380497093,23.31489,0.149801,0.068052,0.19774,0.01326,Gaia DR3 2078849937475580544,297.55276,43.870411,,,,,,,,,,,5639.73,34.25,4.506,0.049,0.105,0.029,-5.08702,,,,,,,14.765052,1.0209188,0.998333461983528,0.0104825400006018,0.9260478706718732,0.0355295767352911,0.7810073234597927,0.0655096916674838
G14072380876487,25.78016,0.352126,0.066325,0.237164,0.012924,Gaia DR3 2078868319935764736,297.335942,44.158581,,,,,,,,,,,6236.065,30.135,3.991,0.042,0.326,0.026,-4.27242,0.11984,,11.492,0.136,12.057,0.019,13.491707,0.8726206,1.4952179187016366,0.0508921239990685,2.026629319408736,0.1396743366587513,5.6313674964181,0.8332929144459551
G14072381675331,22.82512,0.187026,0.067858,0.204993,0.013222,Gaia DR3 2078868113777326336,297.33664,44.119091,,,,,,,,,,,6074.14,27.31,4.14,0.039,0.229,0.023,-4.73917,,,,,,,13.016292,0.84718704,1.295865753606135,0.0478344690590457,1.5845250104640105,0.1080852643097453,3.091135375136669,0.4546634956241167
G14072382702096,16.47807,0.214371,0.093066,0.210322,0.018135,Gaia DR3 2078864746522675072,297.28705,43.98444,,,,,,,,,,,6174.27,34.77,4.332,0.05,-0.222,0.03,-4.60342,,,,,,,13.688261,0.8166027,1.0586784402789202,0.0105736485977586,1.1409021719943704,0.0721850398065088,1.701143279221346,0.2198502854545675
G14072383591237,60.92895,0.525276,0.025564,0.270903,0.004981,Gaia DR3 2078863578291712128,297.40906,44.03513,EclipsingBinary,0.6842107176780701,0.0,,,1.0174839496612549,,1.0297447443008425,2.2492745e-06,58.46422680458557,6972.09,21.41,3.873,0.029,0.175,0.017,-3.95031,0.02392,0.09792,,,,,14.31655,0.81322765,1.7973879706737184,0.0259119825062156,2.582439862585906,0.0958889277581863,14.302427623079168,0.9504210243893212
G14072384724103,29.01994,0.633761,0.064427,0.292042,0.012554,Gaia DR3 2078866567588926336,297.375,44.03925,,,,,,,,,,,6828.33,32.78,4.099,0.045,-0.19,0.03,-3.87121,0.04949,0.07762,12.245,0.259,12.669,0.023,13.798362,0.7037811,1.3464325718147827,0.0265335058187038,1.6769371280675427,0.1043843609052944,5.436355192104863,0.7591326801140257
G14072385502437,22.458136,0.163854,0.070015,0.200478,0.013643,Gaia DR3 2078762698101109760,297.123292,43.759833,,,,,,,,,,,5881.197,57.87,4.108,0.091,-0.062,0.057,-4.92254,,,,,,,13.805377,0.8938503,1.0343707873700123,0.0498320345123219,1.4047435807837223,0.1674735114559044,2.124443245696283,0.5225696297717886
G14072387913972,23.363679,0.223048,0.075186,0.212012,0.01465,Gaia DR3 2078858733568278528,297.18832,43.864109,,,,,,,,,,,5339.203,31.427,4.5,0.044,0.139,0.026,-4.8051,,,10.838,0.067,11.002,0.016,12.770787,1.0183563,0.8979293681617029,0.0191691306384277,0.8787727748339382,0.0363829740822067,0.5652593031556115,0.0502775836413553
G14072390064250,89.815593,0.299531,0.017654,0.226916,0.00344,Gaia DR3 2078864295544170624,297.289,43.9265,,,,,,,,,,,6411.0,17.693,3.932,0.023,-0.04,0.012,-4.32811,0.03475,,9.793,0.04,9.827,0.014,11.1238785,0.77473164,1.4493674596429469,0.0002125978043514,2.172001704780361,0.0382123463165688,7.19265462538226,0.2615186080142382
G14072391016265,11.166231,0.584724,0.140197,0.282487,0.027318,Gaia DR3 2078854026284289920,297.414758,43.815533,,,,,,,,,,,5647.12,48.47,3.849,0.071,-0.237,0.049,-4.15351,,0.09183,,,,,14.463174,1.0461512,1.0456274516856188,0.089257456983551,1.9477816146059888,0.2467022107333161,3.4838203614033216,0.9015697211657682
G14072413219491,19.477032,0.245073,0.078627,0.216304,0.015321,Gaia DR3 2078646115510587776,297.6806,43.445789,,,,,,,,,,,6006.07,32.5,4.197,0.047,-0.089,0.028,-4.55741,,,,,,,14.065523,0.8536434,1.0597450065902825,0.0198277271100755,1.3376466849898532,0.0790155340414506,2.0984787551056003,0.2551201975866093
G14072419462129,32.904915,0.198063,0.046841,0.207144,0.009127,Gaia DR3 2078835953061886976,297.60904,43.56234,,,,,,,,,,,6394.47,27.55,4.103,0.039,-0.073,0.023,-4.60017,,,11.824,0.169,11.732,0.017,13.015657,0.7676039,1.2976735566317927,0.0252187835709913,1.6483034520269613,0.0938690604943528,4.083639147312687,0.5377731866064777
G14072420876337,73.487522,0.225819,0.030752,0.212552,0.005992,Gaia DR3 2078655667518298368,297.817495,43.665961,,,,,,,,,,,6022.15,23.774,4.081,0.032,0.128,0.018,-4.61024,0.10453,,9.824,0.05,9.74,0.015,11.061601,0.7763758,1.2951009244928675,0.0539967605184503,1.6938582160206632,0.0774690440057061,3.4248345086977543,0.3033735343591761
G14072422128870,15.939456,0.133925,0.104609,0.194646,0.020384,Gaia DR3 2078842687570755584,297.68097,43.677582,,,,,,,,,,,5531.195,35.18,4.174,0.048,0.364,0.032,-5.23965,,,11.761,0.175,12.156,0.02,13.805579,1.0024023,1.0359480877993343,0.0211310758584923,1.35172857343115,0.085058376104927,1.540829933632238,0.2019962371968187
G14072423366869,32.062202,0.16513,0.049318,0.200727,0.00961,Gaia DR3 2078650238679383936,297.854292,43.515222,,,,,,,,,,,5209.665,52.57,4.51,0.08,-0.056,0.052,-5.04499,,,10.701,0.079,11.164,0.016,12.952998,1.0309925,0.8166538861535649,0.0289031076545161,0.8141951000740919,0.0537308884748752,0.4398744141047301,0.062842856570097
G14072423919588,25.472258,0.264498,0.060508,0.220089,0.01179,Gaia DR3 2078647627339097600,297.69089,43.465599,,,,,,,,,,,6490.24,27.36,4.132,0.039,-0.082,0.024,-4.38654,,,,,,,13.569517,0.77868366,1.2965934919820623,0.0261893772152453,1.5864864448226514,0.0881742361589595,3.9950090411825583,0.4432486245055388
G14072424554803,94.809535,0.310954,0.020659,0.229142,0.004026,Gaia DR3 2078648520692667264,297.674208,43.549139,,,,,,,,,,,6220.345,18.97,4.183,0.025,-0.251,0.013,-4.34863,0.03972,,9.766,0.042,9.923,0.016,11.215557,0.7352381,1.0795759633811004,0.0100076977126467,1.3929735409100663,0.0419753053470974,2.623984884085304,0.139111323210705
G14072445248109,32.821135,-0.131345,0.049746,0.142957,0.009693,Gaia DR3 2078662569519262848,298.189346,43.591619,SB1,152.3611751677901,0.1731544814489554,20.22569568482591,,,,,,,,,,,,,,,,9.78,0.048,9.791,0.014,12.22633,1.3448362,1.1005017206078265,0.1246892421786615,5.857232171865896,0.5294468121644731,15.52749702492685,3.072766734403137
G14072451008233,32.57603,0.352223,0.047296,0.237183,0.009216,Gaia DR3 2078666215958605312,298.192442,43.780572,Orbital,472.790917483447,0.1995229246359934,,,,,,,,6418.43,37.56,4.256,0.053,0.021,0.032,-4.23359,0.07704,,,,,,13.078963,0.76255035,1.2487725469832798,0.0239908934031768,1.3540540682799969,0.0871884764314196,2.7999116323739464,0.3779563982163724
G14072465692419,74.77052,0.32226,0.020817,0.231344,0.004056,Gaia DR3 2052111326520259072,294.4408,38.166801,,,,,,,,,,,6681.81,22.7,4.063,0.03,0.046,0.017,-4.2379,0.03595,,10.077,0.047,10.097,0.022,11.118467,0.5980053,1.4471838375544324,0.0262411356644179,1.812089052349278,0.0920160144890546,5.80779952689208,0.606843032576411
G14072470361922,13.917842,0.290095,0.109564,0.225077,0.021349,Gaia DR3 2052069682518677888,294.21539,38.257751,,,,,,,,,,,6479.625,96.97,4.063,0.156,-0.148,0.104,-4.33313,,,12.505,0.319,12.299,0.025,13.545622,0.7555113,1.2356654427192906,0.0996877459808992,1.5268173455071894,0.3181656160077009,3.668190920184984,1.5547034976409024
G14072474422673,11.745818,0.289056,0.130628,0.224875,0.025454,Gaia DR3 2052019139341872896,294.233792,38.087528,,,,,,,,,,,5931.15,35.9,4.094,0.051,-0.049,0.033,-4.46989,,,9.96,0.039,10.025,0.019,11.403729,0.80389404,1.0761807026033765,0.0306516186580294,1.511068438177456,0.1050972330687239,2.5510772693233528,0.3557406054625276
G14072483824021,15.878911,-0.036177,0.111466,0.161501,0.02172,Gaia DR3 2052130190017163392,294.97092,38.418831,,,,,,,,,,,,,,,,,,,,11.087,0.107,11.089,0.018,12.435123,0.8096523,1.5462475003622869,0.0516403841022511,2.6784806674826376,0.1675598962311421,7.998202042067542,1.1446918325296336
G14072483879413,16.96451,0.244247,0.091108,0.216143,0.017753,Gaia DR3 2052130151348641664,294.962458,38.400583,,,,,,,,,,,5936.59,25.8,4.33,0.037,-0.356,0.022,-4.57995,,,9.942,0.041,10.083,0.017,11.484827,0.7810335,0.8991263831702467,0.0103964711968245,1.0654515348816058,0.049147643419562,1.2696724313657952,0.1144151914569374
G14072501686283,50.823643,0.331548,0.047185,0.233154,0.009194,Gaia DR3 2052167710852576640,294.377652,38.531128,,,,,,,,,,,6570.504,23.064,4.187,0.032,0.003,0.018,-4.23976,0.08186,,10.344,0.056,10.393,0.021,11.485396,0.62987137,1.298713640967207,0.0254091614142564,1.4769927282770074,0.0858877626833752,3.5787286070051096,0.4416172536391622
G14072503506876,12.012374,0.034143,0.131713,0.175203,0.025665,Gaia DR3 2052151767923480320,294.680917,38.681056,,,,,,,,,,,,,,,,,,,,9.252,0.032,9.352,0.021,11.452254,1.2018509,2.478798972205685,0.1479136574248602,8.941909128948014,0.6798973687596597,47.74381622155704,7.96687536708998
G14072511686584,19.995533,0.225928,0.07732,0.212574,0.015066,Gaia DR3 2052122630874426496,294.7756,38.49123,,,,,,,,,,,6484.04,29.16,4.088,0.042,-0.08,0.025,-4.48775,,,11.741,0.197,12.103,0.023,13.390379,0.75348854,1.3452942786596618,0.0248769639643919,1.725676914282814,0.1031444703683616,4.787486342251161,0.5838390282459291
G14072517660212,34.228459,0.192883,0.046723,0.206135,0.009104,Gaia DR3 2052118262880607744,294.48877,38.395729,,,,,,,,,,,6241.845,26.495,4.117,0.037,0.144,0.022,-4.6626,,,,,,,12.700368,0.7305269,1.3470276295493806,0.0256584207745215,1.67910977216325,0.0818517438087823,3.925383724131085,0.3479097504982833
G14072518371502,12.212895,0.37626,0.125622,0.241867,0.024478,Gaia DR3 2052118743916856960,294.404667,38.382,SB1,7.705070781465061,0.0761012523864307,48.89937841763145,,,,,,,6037.3,31.0,4.295,0.044,-0.047,0.028,-4.28304,,,10.479,0.068,10.511,0.02,11.865506,0.7735243,1.0770345558409244,0.0199989671597971,1.2061015074771229,0.0672377161723185,1.738736045017163,0.2014494413680393
G14072525160100,37.80648,0.168209,0.041653,0.201327,0.008116,Gaia DR3 2052107924905981696,294.64612,38.306519,,,,,,,,,,,5720.1,27.77,4.258,0.039,0.131,0.023,-4.94601,,,10.408,0.064,10.696,0.026,12.221776,0.8940544,1.0175387297040703,0.0205115422326323,1.2282614646388734,0.0579669590789808,1.4540458782540229,0.1438410279040161
G14072525850482,9.698764,0.085063,0.164811,0.185125,0.032114,Gaia DR3 2052115003012347264,294.543162,38.356337,,,,,,,,,,,,,,,,,,,,,,,,13.223806,0.86547565,0.957323099201248,0.0202945386329366,1.1269910929591185,0.0654949174052953,1.1812793929520158,0.1418827049148328
G14072542948015,117.79496,0.443854,0.013257,0.255038,0.002583,Gaia DR3 2073117083860921600,296.151583,38.546806,Orbital,611.1013816352558,0.3309560840016417,,,,,,,,7029.15,13.65,4.02,0.017,-0.053,0.008,-4.03006,0.01501,,9.808,0.039,9.815,0.012,10.754599,0.5406008,1.5494201047090017,0.0001902164489029,1.99169068868074,0.0075363167068958,8.68660507151295,0.0221622849172433
G14072550859688,14.167226,0.210121,0.108064,0.209494,0.021057,Gaia DR3 2073164637739188096,295.55478,38.818748,,,,,,,,,,,6364.405,40.875,3.898,0.057,0.206,0.038,-4.56574,,,11.381,0.118,11.424,0.017,13.092346,0.7863836,1.5445885915418405,0.0744207666501965,2.283499959482578,0.1918277096620739,7.692268411989662,1.398753752828867
G14072567830169,18.07201,0.882355,0.087035,0.340482,0.016959,Gaia DR3 2049115500939450624,295.581725,38.343383,SB1,45.44037231480601,0.0913897534989926,27.03903721416966,,,,,,,4558.037,39.06,1.806,0.06,-0.493,0.038,-4.38946,0.04765,0.05324,9.327,0.029,9.479,0.012,12.153037,1.4389963,1.509146545099286,0.2987988614974968,24.21082296886536,3.09698517012807,223.25066920799816,58.059739962611104
G14072577908774,22.52681,0.157409,0.068235,0.199222,0.013296,Gaia DR3 2073153024144692736,295.49811,38.644501,,,,,,,,,,,6579.74,28.18,4.168,0.04,0.07,0.024,-4.72809,,,11.839,0.204,12.289,0.017,13.438997,0.69549847,1.3488959184014884,0.0258088195292886,1.5523039237592269,0.090920061293865,4.012052803195635,0.5173869838596363
G14072599346502,12.826025,0.195782,0.123497,0.2067,0.024064,Gaia DR3 2076255399277559424,294.72339,39.54557,,,,,,,,,,,6008.17,36.7,4.138,0.048,0.189,0.035,-4.72291,,,,,,,13.596879,0.8405695,1.2461566815630427,0.0521251900544277,1.560466491392041,0.0970091927655145,2.8324325023826176,0.3751788996108223
G14072604577874,16.224218,0.078141,0.09439,0.183776,0.018392,Gaia DR3 2076282612190975104,295.151583,39.663722,,,,,,,,,,,,,,,,,,,,10.174,0.048,10.179,0.017,11.455336,0.74617195,1.2990952484086342,0.0003153805912026,1.6190653610722374,0.0645632630496372,3.498926012864336,0.2358764352006183
G14072610840433,27.093419,0.688033,0.059906,0.302617,0.011673,Gaia DR3 2076259797324320896,294.993667,39.642833,EclipsingBinary,1.3062156438827517,0.0,,,0.7014815807342529,0.001878256,0.654933750629425,0.0029190509,80.63802613368178,6712.833,49.487,4.359,0.077,-0.234,0.048,-3.84381,0.04235,0.07087,12.256,0.256,11.866,0.02,13.246401,0.6801071,1.1972214482435304,0.0256122143311935,1.2210029230866035,0.08020221761564,2.725047058886808,0.3911856959129313
G14072613933405,14.291794,0.382528,0.106983,0.243088,0.020846,Gaia DR3 2052219525339015680,294.554167,39.06975,,,,,,,,,,,6489.265,50.015,4.275,0.079,-0.069,0.051,-4.17495,,,,,,,13.726422,0.79050636,1.2455038363650706,0.0262499936098476,1.2958965475501223,0.1184238844263278,2.6852989263648936,0.4990295148126478
G14072622652344,19.054884,0.35865,0.080742,0.238435,0.015733,Gaia DR3 2076247462177880192,294.76538,39.280521,,,,,,,,,,,5891.46,28.49,3.499,0.041,-0.075,0.025,-4.34985,,,10.867,0.085,10.984,0.026,12.725078,1.0249119,1.591235281753672,0.0742021096133871,3.680386829710707,0.2954167169075625,14.675552114637773,2.5192321942684845
G14072623609028,17.331604,0.307072,0.088925,0.228385,0.017328,Gaia DR3 2052229008626929024,294.66812,39.289219,,,,,,,,,,,6413.67,33.34,4.306,0.048,0.142,0.029,-4.31295,,,11.49,0.134,12.084,0.029,13.223742,0.69145775,1.2976535372460378,0.0256547036574562,1.3277259760474167,0.0752154523049498,2.7201954559538883,0.3096779886021445
G14072638816251,68.569762,0.100815,0.022659,0.188195,0.004415,Gaia DR3 2076191627601381504,295.17221,39.267002,,,,,,,,,,,6074.54,22.92,4.052,0.03,0.083,0.016,-5.64235,,,9.992,0.039,10.018,0.017,11.33348,0.77785397,1.2945675634905476,0.0494801252436113,1.7674023545636175,0.0849442978370613,3.878429358603341,0.3419274944197665
G14072641643560,15.586632,0.167697,0.09935,0.201227,0.019359,Gaia DR3 2076191146565117568,295.238292,39.272667,,,,,,,,,,,5981.52,22.81,4.362,0.032,0.145,0.02,-4.86607,,,10.202,0.048,10.217,0.017,11.59688,0.8114624,1.1193010347245884,0.0100660208128442,1.1426473158711965,0.0391004941119812,1.5073041662017286,0.1104764866614285
G14072644553904,17.377377,0.152564,0.089395,0.198278,0.017419,Gaia DR3 2076191009126209920,295.291,39.260917,,,,,,,,,,,5903.69,24.64,4.042,0.035,-0.063,0.021,-4.98901,,,10.063,0.05,10.131,0.018,11.511418,0.8165083,1.0977828650889547,0.0200757389753348,1.6254998231706328,0.0809146216242455,2.911307801527484,0.2795774494029692
G14072645437498,29.183853,0.403668,0.053231,0.247207,0.010372,Gaia DR3 2076230041790430848,294.97957,39.13247,,,,,,,,,,,6651.91,22.43,4.055,0.032,-0.089,0.019,-4.12013,0.07081,,11.492,0.145,11.328,0.02,12.396385,0.65325165,1.399345915184029,0.000293549868891,1.838292716464876,0.0593584910751994,6.022914803391043,0.2907061306217965
G14072646933901,20.925992,0.0335,0.077897,0.175078,0.015179,Gaia DR3 2076232958057916032,295.099375,39.268167,,,,,,,,,,,,,,,,,,,,11.299,0.126,11.424,0.02,12.785357,0.806221,1.0976670693528747,0.0295113609757653,1.3229584976779596,0.1062459578954927,1.9679798419311487,0.3301411477060196
G14072648306363,20.257217,-0.015466,0.077741,0.165537,0.015148,Gaia DR3 2076230316668483712,294.964583,39.152778,,,,,,,,,,,,,,,,,,,,8.572,0.023,8.648,0.018,10.644843,1.1206923,1.4941722696796496,0.0758954635691921,4.767744365318708,0.2451161556831426,13.504972574161256,1.560123912579341
G14072649120323,44.88023,0.146489,0.034393,0.197094,0.006702,Gaia DR3 2076266463113935744,295.23755,39.559048,,,,,,,,,,,6245.05,21.87,4.165,0.03,-0.159,0.017,-4.90269,,,10.86,0.082,10.763,0.018,11.967577,0.714386,1.156133766485606,0.0211041316428482,1.4728041696136034,0.0517415150758674,2.987463268123008,0.2056050830650208
G14072655417240,11.69418,0.180548,0.133911,0.203731,0.026093,Gaia DR3 2076256258271132288,294.952833,39.475417,,,,,,,,,,,6050.085,54.73,4.298,0.081,0.216,0.056,-4.77662,,,11.645,0.16,12.179,0.022,13.462407,0.77232647,1.1774588186234058,0.0213320775692774,1.2338845143143418,0.1177558445267695,1.835536702566244,0.3583325348276385
G14072656651110,45.49944,0.364827,0.034133,0.239639,0.006651,Gaia DR3 2076249661201249024,294.86865,39.377289,,,,,,,,,,,6637.75,25.44,4.01,0.035,0.005,0.02,-4.17634,0.05086,,10.889,0.097,10.987,0.02,12.101282,0.66681385,1.4480346117321925,0.0254251095628593,1.928273134713402,0.0998328458700054,6.371849027683134,0.6432384068147972
G14072656732087,11.934997,0.091242,0.127208,0.186329,0.024787,Gaia DR3 2076250898151850624,294.8315,39.451972,,,,,,,,,,,6256.61,27.73,4.227,0.04,0.075,0.024,-5.81501,,,11.368,0.133,11.313,0.02,12.499772,0.7211199,1.247161707238771,0.0249038770608438,1.4262809981594744,0.0721144872336937,2.8321337781301583,0.2754451604698828
