uid,CaIIHK_snr,SIndex,SIndexSigma,SIndexOri,SIndexOriSigma,source_id,ra,dec,type,period,eccentricity,K1,mass_ratio,f1,f1err,f2,f2err,inclination,teff,teff_err,logg,logg_err,feh,feh_err,logrRprimehk,logrRprimehkerr,logrRprimehkerrUniform,w3mag,w3magerr,kmag,kmagerr,Gmag,BpRp,iso_mass,iso_mass_err,iso_rad,iso_rad_err,iso_lum,iso_lum_err
G17326583752845,112.48575,0.199757,0.013882,0.207474,0.002705,Gaia DR3 401919844104073344,16.935688,49.304855,Orbital,518.4676042923987,0.4083074479288337,,,,,,,,6076.8,14.35,4.355,0.018,0.064,0.008,-4.68556,0.05448,,10.337,0.057,10.396,0.02,11.777941,0.81649876,1.13883184684913,0.0103241200627316,1.1927528566227528,0.0182092160947951,1.7583436269351735,0.0661222640694235
G17326674118936,45.562733,0.029202,0.034156,0.174241,0.006656,Gaia DR3 403197068596538112,18.409278,49.248545,Orbital,924.4075227754572,0.3677440704054196,,,,,,,,,,,,,,,,,11.861,0.227,11.819,0.023,13.332596,0.9028177,1.4996168283629214,0.0248754300679347,2.3748959319559217,0.0956911229579469,6.900416373920384,0.5263145501527249
G17326709216018,61.509308,-0.229744,0.025676,0.123783,0.005003,Gaia DR3 403430508659384832,17.069736,49.57557,SB1,918.1523858263585,0.1160150090252848,3.703381151563528,,,,,,,,,,,,,,,,8.005,0.02,8.102,0.021,10.867776,1.5105791,0.9363980281481504,0.1416533386488111,15.960152104192966,1.658672349385836,85.37102283700948,19.92125370140736
G17326807797887,53.69932,0.310826,0.028898,0.229116,0.005631,Gaia DR3 403404292179402880,18.093227,49.724486,Orbital,985.6268321689788,0.7642773662848249,,,,,,,,6326.21,23.78,4.16,0.033,-0.423,0.019,-4.32447,0.05515,,12.057,0.254,12.202,0.025,13.506587,0.78103065,1.0591094534050114,0.0101863506106676,1.4024624038172635,0.0562031633361708,2.84965824478596,0.2245681435304724
G17326830401847,18.672947,-0.126742,0.085154,0.143854,0.016593,Gaia DR3 403532213485348608,18.525475,50.261271,Orbital,848.0179568212416,0.1090294351022988,,,,,,,,,,,,,,,,,11.014,0.108,11.093,0.018,13.451763,1.346282,1.2849173609526208,0.0862099338683195,3.4584015341449903,0.2982814613944939,6.144602756481875,1.0922771445828356
G17326859076623,73.70404,0.70067,0.021191,0.30508,0.004129,Gaia DR3 403581515411267072,17.493004,50.561881,SB1,0.6914225145133308,0.1102971894396328,42.55504311023999,,,,,,,7036.15,18.51,4.092,0.025,-0.158,0.014,-3.80577,0.01434,0.06825,10.192,0.055,10.254,0.019,11.554929,0.76059055,1.4492748319450808,0.0001843734177455,1.7953078900962012,0.0166841101016254,7.1023035126907885,0.0522989465707839
G17326900113223,90.94235,0.516981,0.017079,0.269287,0.003328,Gaia DR3 403622025542839936,17.295944,50.800539,SB1,82.4029790208931,0.3436674676717109,21.62056268863296,,,,,,,6821.59,17.85,4.116,0.022,-0.153,0.011,-3.97221,0.01646,0.10106,11.019,0.1,11.095,0.018,12.405212,0.7631769,1.39950434302692,0.0001618422321444,1.7379275017647526,0.0887926841049471,6.046449316010425,0.588982039304776
G17326931704527,18.340601,0.092357,0.086466,0.186547,0.016848,Gaia DR3 403573376451604736,17.405068,50.438731,SB1,16.73784431744272,0.3383651219692961,42.38754857871061,,,,,,,5943.46,22.45,4.132,0.032,0.084,0.019,-6.69448,,,,,,,12.775757,0.9863167,1.138378476511832,0.01973569931636,1.4996100117711888,0.0707518204425129,2.531173329852721,0.2591476460350539
G17327135310912,100.160126,1.298412,0.015751,0.421553,0.003069,Gaia DR3 414641678973112192,11.131826,49.481098,Orbital,870.6409763433645,0.53655767411457,,,,,,,,7576.96,42.25,3.937,0.054,0.541,0.027,-3.50246,0.00545,0.03434,11.191,0.097,11.337,0.019,12.181955,0.5295305,1.9934488866095064,0.0718315505952498,2.401954274769175,0.2267775518343082,16.962341022296698,3.625617807355077
G17327213834320,113.696236,0.797985,0.01376,0.324042,0.002681,Gaia DR3 390567528285507712,10.801496,48.527974,SB1,14.259214860588807,0.0348691388870005,38.24817709442711,,,,,,,7473.98,28.3,3.837,0.036,0.384,0.018,-3.72725,0.00799,0.05822,10.296,0.051,10.35,0.019,11.295011,0.57622147,2.0987512231993533,0.000337895758393,2.929672276183642,0.0438755447024445,24.206322255259355,0.402907352876344
G17327417837479,11.455325,0.79194,0.136731,0.322864,0.026643,Gaia DR3 390280487030209280,12.538688,47.778594,EclipsingBinary,0.3794382810592651,0.0,,,1.0599066019058228,,1.1301864385604858,0.0016694244,83.5938997800315,6436.72,64.85,4.114,0.095,-0.485,0.065,-3.81423,0.08647,0.06155,,,,,15.641245,0.7751579,1.0728550252347329,0.0403965127185637,1.4222572219685017,0.1764377890774663,3.1284087112296755,0.8015753297121551
G17327461097302,36.42191,-0.026921,0.04304,0.163305,0.008387,Gaia DR3 390170501507936640,12.599315,47.264042,AstroSpectroSB1,564.3101788886935,0.416116467475077,,,,,,,,,,,,,,,,,10.136,0.048,10.229,0.018,12.293064,1.1474495,1.4399897947196576,0.0974350270609522,4.467116514376967,0.3288687907680958,11.859569160406757,1.9268877286291504
G17327987742393,71.60651,0.085395,0.02178,0.18519,0.004244,Gaia DR3 414366285668642688,12.27392,48.907708,Orbital,572.2133969948844,0.6670616560950634,,,,,,,,,,,,,,,,,10.452,0.064,10.476,0.016,12.087469,0.9284172,1.3466220046892277,0.026567643665592,2.3158232298478687,0.0849227161340626,6.279320638720582,0.4360801517766361
G17328090023840,24.696798,-0.184177,0.06117,0.132662,0.011919,Gaia DR3 376724127133758080,16.818084,44.382147,AstroSpectroSB1,993.343585962964,0.6787078045667656,,,,,,,,,,,,,,,,,6.893,0.016,6.98,0.023,9.958417,1.6637716,0.8109974884894408,0.0503471599137187,16.45356348462849,1.0871693335843204,75.33882070894488,9.065398838239233
G17328223361952,13.294941,0.858178,0.117092,0.335771,0.022816,Gaia DR3 377036697674738944,16.487347,45.098145,SB1,14.111115000351225,0.0597619331643322,34.96897946013666,,,,,,,7241.39,93.81,4.073,0.149,0.207,0.099,-3.69948,0.06432,0.05403,10.459,0.063,10.435,0.032,11.119787,0.40492725,1.6452653083322115,0.1019178792291316,1.809824456626504,0.3147764179690457,8.10906558009784,2.9126715412573394
G17328320294770,63.126396,0.497179,0.024915,0.265429,0.004855,Gaia DR3 401501617368596608,18.198179,47.787779,SB1,1.6605254067061035,0.0958779828999576,35.17578268298903,,,,,,,6509.45,24.49,4.281,0.034,0.01,0.019,-4.03338,0.02579,0.11012,10.743,0.069,10.857,0.02,12.240378,0.7759447,1.2484063570113786,0.0251092286110987,1.3058791005227828,0.0539048351914478,2.7002989122308563,0.2514212864835801
G17328325502060,11.959583,0.111738,0.131531,0.190323,0.02563,Gaia DR3 401491653044477440,18.222168,47.52829,SB1,25.80084813684143,0.2920632791077682,30.565011079824508,,,,,,,5158.95,41.1,4.456,0.055,-0.312,0.039,-5.40071,,,10.362,0.053,10.38,0.022,12.348243,1.0959759,0.7179234240651049,0.0197896617632674,0.8063669055440265,0.0430540975032368,0.415368928400428,0.0475352066324435
G17328327362821,61.78135,0.160332,0.035728,0.199792,0.006962,Gaia DR3 401497910814496384,18.217475,47.620174,AstroSpectroSB1,255.2013977618413,0.2425861074008653,,,,,,,,5923.727,23.663,4.172,0.032,-0.113,0.018,-4.92989,,,9.771,0.041,9.773,0.02,11.234026,0.8413229,1.0188418961462882,0.0107273932621107,1.3611396714059107,0.0578427388626892,2.0494884801452486,0.1766810639917527
G17328407598997,18.510143,0.213916,0.083782,0.210233,0.016325,Gaia DR3 401166476778388352,16.688551,46.771798,Orbital,653.4876330430501,0.3005680564746077,,,,,,,,5958.02,42.15,4.364,0.06,-0.206,0.037,-4.66942,,,,,,,14.252211,0.915061,0.97680561113654,0.0199304017669936,1.0526404143814023,0.0749188431510744,1.255448068756478,0.1852121840638176
G17328411757444,53.353009,0.650274,0.079097,0.29526,0.015413,Gaia DR3 401165617784953728,16.700542,46.683666,SB1,4.686998100494184,0.125014414607552,13.969509841389428,,,,,,,7344.21,71.09,3.912,0.112,0.31,0.072,-3.82671,0.05828,0.07386,10.61,0.068,10.612,0.02,11.471815,0.5154438,1.8848202019374167,0.1223456486531337,2.358251602006166,0.3632408316891597,14.505706665482512,4.463407330374613
G17328496608472,18.625793,0.83487,0.083276,0.33123,0.016227,Gaia DR3 400954442832944256,17.185722,46.359218,EclipsingBinary,0.5140945911407471,0.0,,,1.0,1.2378236e-05,0.9999860525131226,0.0021524373,69.24139105065193,6811.75,32.1,4.058,0.046,-0.083,0.028,-3.74082,0.04718,0.05634,,,,,15.767561,0.7461109,1.4438495852786766,0.0497375054411791,1.836359522134824,0.1267927081286095,6.482406354049171,0.947782140364366
G17328505003000,69.085035,0.268249,0.047629,0.22082,0.009281,Gaia DR3 401036356448854656,17.488365,46.350197,SB1,7.63771436941382,0.0531677537921568,20.538394547957694,,,,,,,6431.953,25.347,3.995,0.033,0.152,0.02,-4.39005,0.12334,,9.752,0.039,9.811,0.017,11.014329,0.7098856,1.497739277442787,0.02610776599935,2.050649192114304,0.0991927333789144,6.579638309089939,0.5579144375966769
G17328514041912,38.604004,0.09983,0.040717,0.188003,0.007934,Gaia DR3 401036596967227264,17.55762,46.375671,Orbital,497.3749045227648,0.2873860014719064,,,,,,,,5852.125,78.53,4.219,0.124,0.102,0.08,-5.91445,,,10.732,0.065,10.936,0.018,12.406165,0.8552246,1.0749932309773451,0.058006872892927,1.2393686577483167,0.1869758183917701,1.61911217317123,0.513989642520122
G17328741912662,28.152927,0.576685,0.055071,0.280921,0.010731,Gaia DR3 401960908289793152,15.268991,46.962875,SB1,4.775428037453111,0.0332305619673413,47.15510575611297,,,,,,,7152.09,151.95,4.042,0.241,-0.192,0.158,-3.89246,0.04701,0.08635,10.562,0.061,10.58,0.02,11.526505,0.55965805,1.387002630771753,0.1438140675269818,1.567672248506128,0.3862558645599506,5.76819924445338,3.0812141652126197
G17329054788601,75.355478,0.729142,0.046202,0.310628,0.009003,Gaia DR3 377075558538950656,16.471953,45.550154,SB1,0.4029682215968083,0.2711870498922611,26.308481822953876,,,,,,,7378.87,27.25,4.02,0.039,-0.204,0.023,-3.77151,0.02963,0.06459,11.223,0.101,11.266,0.021,11.97332,0.42919445,1.5473190625540432,0.0264727396985032,1.9736672032934928,0.1005792538417268,10.159599798082253,0.972400537270615
G17329083881684,80.2734,0.214227,0.019432,0.210294,0.003786,Gaia DR3 401131013231096064,16.593458,46.354218,SB1,26.19488355368206,0.5226081266474926,40.296601918221256,,,,,,,5707.73,38.235,4.298,0.06,0.007,0.037,-4.74265,0.07129,,9.8,0.038,9.829,0.02,11.534248,0.93640804,0.9593493320729336,0.0107099785518009,1.1298180549243015,0.0795041493426234,1.217162797954289,0.1784033172521575
G17329132757992,84.7335,0.317758,0.018394,0.230467,0.003584,Gaia DR3 378166166697769344,13.795844,46.705799,SB1,112.12146717306878,0.4780393263933084,17.98037847615611,,,,,,,6505.84,19.25,4.19,0.025,-0.006,0.013,-4.27522,0.03304,,10.174,0.052,10.164,0.018,11.343486,0.6873665,1.2993777286235106,0.0001607436130022,1.5025300990319823,0.0165118506789598,3.653576895754241,0.0409732841619382
G17329230352365,9.083306,0.109835,0.169623,0.189952,0.033052,Gaia DR3 402017704937273344,14.821502,47.098518,AstroSpectroSB1,832.5442038334373,0.3499652421920093,,,,,,,,5664.79,66.49,4.101,0.104,-0.311,0.069,-5.5988,,,10.122,0.048,10.13,0.018,11.751197,0.8947725,0.8552198934869362,0.0418893930769325,1.2533867090277406,0.1733174955441128,1.460982815503587,0.4169455787149654
G17329395954030,38.306062,0.289927,0.041871,0.225044,0.008159,Gaia DR3 401602948535804800,18.097998,48.074207,SB1,42.88080058085679,0.3248870533088266,14.85715584718659,,,,,,,6205.065,28.085,4.055,0.039,-0.354,0.023,-4.39476,0.09267,,9.205,0.027,9.315,0.016,10.705181,0.7924862,1.0766496472866354,0.0206234481930474,1.58954991472154,0.0834779448166072,3.371496436618948,0.3634857829903128
G17329418464400,26.309948,-0.407546,0.061525,0.089138,0.011989,Gaia DR3 401808763368418816,17.673822,48.361477,SB1,1105.1868879205422,0.3303340137917095,1.8912068068947183,,,,,,,,,,,,,,,,7.764,0.019,7.815,0.024,10.32454,1.386364,1.477286855158116,0.2072895966738038,10.33034798957934,1.155624819507552,43.20278569539081,10.137336803990006
G17329445829168,33.527863,0.172709,0.04671,0.202204,0.009102,Gaia DR3 401516701294890368,17.78014,47.837479,SB1,14.48732891859176,0.2160440014917979,7.956048222721308,,,,,,,6068.81,28.93,4.186,0.041,0.025,0.024,-4.80918,,,8.74,0.024,8.805,0.018,10.143693,0.78448486,1.1587563682219109,0.0208644710380358,1.4165090359636876,0.0733428990901584,2.4630195549848177,0.2582379777279819
G17329580286729,15.478858,0.754932,0.099252,0.315653,0.01934,Gaia DR3 401366519174630656,16.264227,47.667248,SB1,227.311029381971,0.1289945607293881,8.503584325117414,,,,,,,7618.58,64.22,3.588,0.087,0.4,0.063,-3.75183,0.062,0.06184,10.441,0.059,10.523,0.018,11.363753,0.5075941,2.392774394031142,0.1460350093734963,3.98368497566242,0.5505644124053866,46.94143895543363,14.281924758009566
G17330238374139,30.344381,-0.242439,0.051667,0.12131,0.010068,Gaia DR3 376294905281316864,16.208241,43.658359,SB1,645.0221783066256,0.0913497566106237,4.837656892933517,,,,,,,,,,,,,,,,7.388,0.018,7.479,0.02,10.162045,1.4826183,0.8276371593685825,0.0753615944683306,11.994562094010464,0.9554179740634732,46.917647945947614,7.46465510890576
G17330306592882,78.672005,0.265214,0.019732,0.220229,0.003845,Gaia DR3 376537381955880832,15.860595,44.3887,SB1,14.01540454618562,0.242724379212122,20.227857262540983,,,,,,,6207.24,16.1,4.338,0.02,-0.242,0.01,-4.45004,0.04768,,9.27,0.028,9.373,0.019,10.627105,0.7267771,1.0580793241251425,0.0097461172414066,1.136749052816341,0.0202692609908907,1.7357717217728987,0.0736790801311819
G17330326606978,49.84719,0.566734,0.031547,0.278982,0.006147,Gaia DR3 376542329758189056,15.623634,44.486951,Orbital,730.8770168997988,0.2394504279136467,,,,,,,,6113.19,24.88,4.075,0.034,-0.844,0.019,-4.04387,0.02894,0.09374,10.326,0.057,10.369,0.017,11.608357,0.71457577,0.8580642372606643,0.0202112652356626,1.3938839356069643,0.0648176934680411,2.4507617007874427,0.2546329256125188
G17330397462536,27.854698,0.309821,0.055368,0.228921,0.010789,Gaia DR3 376547067104887936,15.303118,44.035109,SB1,1.622507802048915,0.0960009336679262,48.29396553501268,,,,,,,6342.56,29.3,4.222,0.041,0.062,0.025,-4.32278,0.11512,,10.945,0.091,10.845,0.018,12.110017,0.72058105,1.247387717919876,0.0256120631587782,1.4050129576359225,0.0831510201437715,2.884320506619724,0.3493636755641827
G17330403212199,14.447817,0.463475,0.107125,0.258861,0.020874,Gaia DR3 376530235130334336,15.597645,44.146935,Orbital,699.3670600454192,0.0787382503318617,,,,,,,,6278.765,143.235,4.063,0.235,-0.777,0.154,-4.11245,,,,,,,13.854657,0.6581583,0.913618792680066,0.0703148527339873,1.123600438445256,0.266608960823247,1.7624878959220789,0.89258657702796
G17330410445385,63.128296,0.306926,0.024795,0.228357,0.004832,Gaia DR3 376498314933422080,15.455081,43.924701,SB2,2.6779181653954907,0.1529421973199152,59.45136344081863,,,,,,,5527.16,20.44,4.194,0.027,-0.703,0.015,-4.54886,0.04991,,9.423,0.033,9.529,0.021,11.046101,0.86206436,1.1521606067715329,0.0493277401073913,1.155206993606224,0.0230670901693548,1.1511434040244837,0.0303803418036801
G17330421689808,15.072024,-0.047626,0.10345,0.15927,0.020158,Gaia DR3 376486254665292288,15.827195,43.743334,SB1,48.07180113484144,0.3362760924134587,25.34507545985963,,,,,,,,,,,,,,,,10.757,0.074,10.803,0.02,12.918699,1.1805601,1.3955350875078183,0.1267634972641785,6.252047326636484,0.482505538601901,21.57889023983964,3.5535759226086903
G17330440940850,59.42629,0.715797,0.026207,0.308028,0.005107,Gaia DR3 376512191970441984,16.00909,44.064075,SB1,0.5212840222948263,0.1282649676015876,35.06023087100516,,,,,,,7287.33,20.47,4.202,0.028,-0.039,0.016,-3.78299,0.01716,0.0661,11.062,0.09,11.189,0.019,12.048964,0.4847536,1.4995448520467125,0.0001851383116803,1.577585706599877,0.0238376623794809,6.326371572969678,0.1233971765341385
G17330474671955,19.579552,0.167476,0.079244,0.201184,0.015441,Gaia DR3 378027701249134720,13.570553,46.031954,Orbital,557.3827548662413,0.2814373129940863,,,,,,,,5894.47,39.91,4.255,0.057,-0.273,0.034,-4.89678,,,12.133,0.261,12.281,0.023,13.833428,0.89328575,0.9363225288222382,0.020141773450535,1.1633021004269513,0.0803250987284801,1.4669123571923588,0.2108997587526589
G17330520242814,36.517036,0.389355,0.042709,0.244418,0.008322,Gaia DR3 377660945401309568,13.360246,45.870593,Orbital,958.8999634934332,0.4768937315563463,,,,,,,,6455.87,26.47,4.255,0.037,-0.394,0.022,-4.17133,0.06007,,,,,,14.209195,0.7285986,1.0797234956946231,0.0099666251012445,1.274583075818506,0.0598750261776665,2.5329219211079086,0.250567473267583
G17330536603898,49.064133,-0.150125,0.03273,0.139298,0.006378,Gaia DR3 377281132851885824,13.425306,44.498998,SB1,993.8166948987208,0.124860926893843,10.892070262071202,,,,,,,,,,,,,,,,9.218,0.03,9.382,0.018,11.610783,1.2533894,2.281544229047292,0.2034963073321518,12.698788054151274,0.8883508212028692,80.8550887263215,11.89811131504731
G17330590594442,53.031113,0.215447,0.030186,0.210531,0.005882,Gaia DR3 377306490338471040,13.51892,44.639243,Orbital,471.2115732948948,0.404827156811874,,,,,,,,5699.37,26.39,4.328,0.036,0.304,0.02,-4.74067,0.11846,,10.525,0.064,10.6,0.018,12.19208,0.927021,1.059310757867043,0.01015807774877,1.1661249317342557,0.0515622437755647,1.2898139001745157,0.1168428481361718
G17330631245568,16.723829,0.709228,0.094976,0.306748,0.018507,Gaia DR3 377348718457663872,14.373589,44.793457,Orbital,491.4113473018184,0.1030727861033016,,,,,,,,6695.705,37.81,4.205,0.054,-0.452,0.034,-3.83116,0.06542,0.06834,11.828,0.182,12.573,0.023,13.719908,0.6668415,1.1557536268095563,0.0297179349813052,1.3805928996395722,0.0964031194978203,3.445185033257799,0.4865053630721883
G17330638512080,31.15342,0.036652,0.050406,0.175692,0.009822,Gaia DR3 377378504053929600,14.322851,45.138587,SB1,1109.5432886130727,0.2591731162847229,7.050980934317536,,,,,,,,,,,,,,,,9.278,0.029,9.335,0.018,11.364214,1.1452017,2.279697764351367,0.1481865146645426,8.53647613809313,0.6624981169143607,47.69777840721364,7.820799630347096
G17330666190375,32.617623,-0.033138,0.050096,0.162093,0.009762,Gaia DR3 377391629473949312,14.075057,44.849884,SB1,97.49156012210068,0.3433528651456526,22.29765806807764,,,,,,,,,,,,,,,,8.868,0.025,8.983,0.022,11.261308,1.2727814,1.339425524817475,0.1254112732542924,5.424330394128277,0.4413408486234496,14.291320969989965,2.41461410026141
G17330709347859,14.893064,0.434953,0.103223,0.253303,0.020114,Gaia DR3 377422213937822720,13.675071,45.30659,Orbital,628.5772797899115,0.4911148637022354,,,,,,,,6107.38,48.67,4.025,0.065,-0.422,0.046,-4.18494,,,11.747,0.185,12.457,0.022,13.865353,0.81442165,1.0148602629896408,0.0411843406690093,1.5676797402007856,0.1410125608059075,3.080990756635745,0.57880185241836
G17330720465973,37.173244,-0.163361,0.042529,0.136718,0.008287,Gaia DR3 377417571076436736,13.771864,45.189842,SB1,943.8702243571802,0.1087642256891112,4.821408840142383,,,,,,,,,,,,,,,,9.444,0.031,9.529,0.019,11.736919,1.2375088,1.3424042405408858,0.1251829283384441,7.875262388329353,0.604981699482098,32.35577513827499,5.118963835632318
G17330744302569,17.669672,-0.069779,0.09011,0.154953,0.017558,Gaia DR3 375385780964183424,12.660462,42.418687,SB1,718.9767304431508,0.0722091925446873,3.7975432819470742,,,,,,,,,,,,,,,,8.459,0.022,8.545,0.02,10.592788,1.1470413,2.48692095953241,0.1520046409729342,11.436104972736011,0.9063411868222015,75.50935468870468,12.582688217592946
G17330752494625,46.039465,-0.105462,0.03626,0.148,0.007065,Gaia DR3 375585234949450624,13.175671,42.713673,SB1,6.464995142789,0.042359710586828,3.156021230091887,,,,,,,,,,,,,,,,9.606,0.039,9.704,0.02,11.816937,1.1705608,1.2884261451859438,0.075742152540251,3.805536544977755,0.2053410352262418,7.762741944627725,0.8877726486590389
G17330826681263,47.00735,-0.155638,0.033434,0.138223,0.006515,Gaia DR3 375681755750203648,14.090259,43.276905,SB1,718.0574872163127,0.3516211398980483,5.29422753391819,,,,,,,,,,,,,,,,7.655,0.017,7.744,0.023,10.547712,1.5825176,0.7961387825903076,0.0291092500299834,9.966445922002375,0.6511484781635977,31.5217775624202,3.833034662364456
G17330943395655,184.85634,0.306771,0.008467,0.228326,0.00165,Gaia DR3 375660658870849152,13.768373,43.22427,SB1,7.04851251386608,0.0489831398506389,24.096519057147795,,,,,,,6857.08,13.62,4.053,0.017,0.136,0.007,-4.24175,0.01526,,9.228,0.03,9.256,0.018,10.185581,0.5663481,1.5995379999999948,0.0001791799999999,1.8981235187257068,0.0757641202696658,7.255888484386764,0.5988967179054008
G17330975701475,19.383907,0.192371,0.080895,0.206035,0.015763,Gaia DR3 375601422681698816,13.381418,42.924328,Orbital,638.6121428589137,0.0783813570791042,,,,,,,,6400.86,32.04,4.389,0.042,-0.433,0.031,-4.61984,,,,,,,13.894322,0.71721935,1.03876416220955,0.0101522700732523,1.0695298096517831,0.0535456521620327,1.7279807529081164,0.1775957595516686
G17330976059506,29.588661,-0.185505,0.054017,0.132404,0.010526,Gaia DR3 375600009636941184,13.433832,42.87093,SB1,1017.8922767992042,0.1782110496266384,5.219635020850213,,,,,,,,,,,,,,,,9.725,0.037,9.851,0.02,12.018729,1.2098932,1.726000027005217,0.1526306303816256,8.238392519715969,0.6370979909598953,37.63010602701275,6.064091460031715
G17330990766948,27.011394,0.455177,0.063616,0.257244,0.012396,Gaia DR3 375717283719535488,13.349311,43.317467,SB1,8.08299839561772,0.1257876356542855,14.45235488857976,,,,,,,5832.44,24.19,4.353,0.035,0.185,0.021,-4.23202,0.07817,,10.559,0.067,10.745,0.019,12.335251,0.88908577,1.078153426100566,0.0099901366552062,1.1326110206495354,0.0447999940105396,1.337861183142137,0.1108171742513225
G17331014231250,23.79382,-0.084001,0.066896,0.152182,0.013035,Gaia DR3 377458085504927872,13.274442,44.246098,SB1,190.30683487688276,0.1627451396690873,6.861331378028708,,,,,,,,,,,,,,,,10.141,0.051,10.234,0.018,12.414905,1.2160597,0.9260078086825082,0.1075824159956858,5.080394577909535,0.4806248923511127,13.881780860467426,2.837639097422734
G17331021852695,88.322685,-0.031637,0.018074,0.162386,0.003522,Gaia DR3 377202650913241856,13.963804,43.952068,SB1,3.58385221891058,0.1426126440567339,2.260267999401869,,,,,,,,,,,,,,,,8.401,0.021,8.498,0.018,10.923537,1.3237658,0.910036381035316,0.091676350524731,9.38683959267854,0.7401574734345395,37.30782310585289,6.355879520048799
G17331064688995,10.725807,-0.041768,0.137154,0.160411,0.026725,Gaia DR3 377273260175567872,13.649042,44.223267,SB1,785.2299854032115,0.3417785887671896,10.428084260459144,,,,,,,,,,,,,,,,8.698,0.024,8.834,0.018,12.223638,1.8954716,0.7915629424738598,0.058153432726209,32.36165573435124,2.1679557141180474,255.2829435204324,32.52978313871576
G17331079320631,64.77373,-0.005363,0.025422,0.167505,0.004954,Gaia DR3 374917354649328384,14.619572,43.124909,SB1,84.17541455578933,0.4180979946845228,13.83933196851802,,,,,,,,,,,,,,,,9.193,0.03,9.263,0.022,11.079125,1.0527182,1.444669517064458,0.0519053591972425,2.891041696542957,0.1991727451393274,5.382600717059773,0.7747156218811009
G17331137645571,62.479427,0.586999,0.024861,0.28293,0.004844,Gaia DR3 377362320618479616,14.857148,44.868851,Orbital,944.1315763141012,0.1597165367172609,,,,,,,,6772.39,18.46,4.137,0.025,-0.116,0.014,-3.91453,0.02074,0.08557,11.341,0.128,11.347,0.019,12.380251,0.6407585,1.3485049412910628,0.0253693391617181,1.5942676109070777,0.0874109108706652,4.726585010639871,0.5559293812457815
G17331169904656,19.642862,0.261581,0.079961,0.219521,0.015581,Gaia DR3 376563151759573760,15.067721,44.148094,SB1,168.05451682125886,0.3904449902611005,17.241837631034223,,,,,,,5754.35,29.41,3.934,0.041,0.204,0.025,-4.58623,,,11.091,0.1,11.166,0.022,12.705564,0.8968954,1.1977280208953285,0.0349835218988618,1.9093311078652777,0.1064155217496156,3.552746408550993,0.3668995565712794
G17331250230222,116.424735,0.240186,0.014438,0.215352,0.002813,Gaia DR3 377211142064707328,14.067501,44.134014,AstroSpectroSB1,669.8760421279737,0.3232811686029053,,,,,,,,6256.645,17.635,4.15,0.022,-0.141,0.011,-4.50201,0.04013,,10.186,0.049,10.274,0.018,11.542338,0.7365999,1.1762770604427797,0.0195576699005438,1.5058152802443692,0.028904679027477,3.1493791136872944,0.118622522385054
G17331264249855,34.595837,0.112523,0.04522,0.190476,0.008811,Gaia DR3 377220281755114240,14.387364,44.164577,Orbital,522.7269831358897,0.5352429750808557,,,,,,,,5937.18,32.58,4.17,0.045,0.129,0.027,-5.43732,,,11.314,0.109,11.486,0.018,12.975847,0.8442745,1.1361990500606176,0.0386939749962098,1.4343251983461882,0.095327761745045,2.3119560675536914,0.3235154607051213
G17331372279085,127.99822,0.780624,0.012259,0.320659,0.002389,Gaia DR3 390749527521990144,9.094419,47.443552,SB1,9.420401318593337,0.0916336538916324,47.34843242534507,,,,,,,7924.49,16.08,3.923,0.02,-0.112,0.009,-3.73825,0.00725,0.0594,11.338,0.106,11.485,0.022,12.1387,0.37338448,1.8493076044750425,0.0003008463435372,2.434325375180008,0.0147751194764706,21.153070181099466,0.068111715058384
G17331413466888,73.95134,0.141572,0.0212,0.196136,0.004131,Gaia DR3 390410160684120320,10.934492,47.636964,AstroSpectroSB1,239.47644379546705,0.1570644520470475,,,,,,,,6097.1,21.03,4.374,0.028,0.09,0.015,-4.99847,,,10.802,0.083,10.953,0.02,12.275426,0.7809477,1.1396813898485156,0.0098823992889003,1.146721965673868,0.0265758751699866,1.6323300438946498,0.0862834497693786
G17331438037320,129.66736,0.170311,0.012055,0.201736,0.002349,Gaia DR3 390042232306037632,10.284775,47.372548,SB1,261.2858069830206,0.2391850183984814,10.588570206676144,,,,,,,5943.19,150.83,4.157,0.186,-0.189,0.084,-4.86458,0.08207,,9.699,0.036,9.722,0.02,11.152885,0.81768036,0.9917594435091242,0.077793956992965,1.1660560243783955,0.2356845911093079,1.525756969927654,0.6838145379805782
G17331483665981,84.71639,0.00714,0.018809,0.169942,0.003665,Gaia DR3 390092470542390912,10.181466,47.529546,SB1,496.40861593603694,0.0809691647649235,6.275699839172775,,,,,,,,,,,,,,,,9.523,0.034,9.642,0.02,11.695155,1.1482401,1.2901211016151402,0.3376085719527943,6.120130762151009,1.4844828379799797,21.00716840126122,10.915943255691316
G17331496855891,27.617048,0.063092,0.057078,0.180844,0.011122,Gaia DR3 390478296044974208,10.203548,47.928371,Orbital,306.5149103544824,0.2813695828902084,,,,,,,,,,,,,,,,,11.231,0.106,11.217,0.02,13.249129,1.1126556,0.8193917566455717,0.0097995763404398,0.7517946070444423,0.019416460774432,0.3886129160312952,0.0246321227303835
