wavelength_470712060,flux_470712060,wavlength_139202084,flux_139202084,wavelength_392605166,flux_392605166,wavelength_455405241,flux_455405241
4302.0273,0.69743043,4300.152,0.7171182,4295.9277,0.8800831,4296.7593,0.8494474
4303.018,0.7252936,4301.1426,0.7135529,4296.9175,0.8661485,4297.749,0.8076636
4304.0093,0.7082422,4302.1333,0.72098917,4297.907,0.8081586,4298.739,0.75277877
4305.001,0.7610966,4303.1245,0.73578775,4298.8975,0.7645726,4299.729,0.71989405
4305.9927,0.740197,4304.116,0.7500649,4299.8877,0.7373738,4300.719,0.7223619
4306.9844,0.66632086,4305.108,0.7694889,4300.8784,0.7483741,4301.71,0.7404485
4307.9766,0.6900315,4306.0996,0.7538528,4301.869,0.75920665,4302.7007,0.7533923
4308.9688,0.6814833,4307.092,0.7535466,4302.86,0.78153175,4303.6914,0.7681375
4309.9614,0.70573604,4308.084,0.74372745,4303.851,0.7925394,4304.6826,0.7955456
4310.954,0.75351834,4309.0767,0.7185402,4304.843,0.8169541,4305.6743,0.7880292
4311.9473,0.79569656,4310.0693,0.7664429,4305.8345,0.8093578,4306.666,0.75101584
4312.9404,0.810506,4311.0625,0.8231392,4306.826,0.7723873,4307.6577,0.7235013
4313.934,0.7897829,4312.0557,0.8307302,4307.8184,0.75359434,4308.65,0.72637355
4314.9277,0.82259995,4313.0493,0.85162324,4308.8105,0.73736423,4309.642,0.7583733
4315.922,0.89999455,4314.043,0.8643414,4309.803,0.7895657,4310.635,0.7969753
4316.916,0.9566795,4315.037,0.8541536,4310.796,0.8173597,4311.6274,0.8324198
4317.91,0.96828467,4316.0312,0.8921415,4311.789,0.8487568,4312.6206,0.8335628
4318.905,0.94080245,4317.0254,0.90714884,4312.782,0.84507877,4313.614,0.84272903
4319.9,0.9240754,4318.02,0.94294626,4313.776,0.83827055,4314.6074,0.87028027
4320.895,0.90697676,4319.015,0.9131009,4314.7695,0.86432606,4315.601,0.9209664
4321.89,0.9067933,4320.0103,0.89709187,4315.7637,0.91077113,4316.595,0.9842126
4322.8857,0.8826103,4321.0054,0.87533146,4316.758,0.9655486,4317.5894,0.98253036
4323.882,0.80248576,4322.001,0.85911983,4317.752,0.9642297,4318.5835,0.96923816
4324.8774,0.7687633,4322.997,0.84505373,4318.7466,0.95233315,4319.578,0.9523014
4325.874,0.7477028,4323.9927,0.85130596,4319.7417,0.9303066,4320.573,0.94520736
4326.87,0.79817575,4324.9893,0.8291651,4320.737,0.9236755,4321.5684,0.9249412
4327.867,0.8549137,4325.9854,0.8321219,4321.732,0.9168488,4322.5635,0.9040271
4328.864,0.915716,4326.9824,0.83909506,4322.7275,0.9070117,4323.559,0.8611966
4329.8613,0.9323355,4327.979,0.8595536,4323.7236,0.8542298,4324.555,0.7885636
4330.8584,0.9124762,4328.9766,0.88204366,4324.719,0.7986017,4325.551,0.7766755
4331.856,0.8958187,4329.9736,0.90351266,4325.716,0.7788244,4326.5474,0.81996554
4332.854,0.8754131,4330.971,0.8887519,4326.712,0.82776386,4327.5435,0.89811414
4333.852,0.8721683,4331.969,0.8977661,4327.709,0.88922703,4328.5405,0.9307998
4334.8506,0.8701202,4332.9673,0.88716865,4328.7056,0.91147333,4329.537,0.9263408
4335.849,0.8334091,4333.966,0.85890776,4329.703,0.9187521,4330.5347,0.9186854
4336.8477,0.7594652,4334.9644,0.8397691,4330.7,0.9004969,4331.5317,0.89564687
4337.8467,0.6671099,4335.963,0.79563785,4331.6978,0.88857853,4332.5293,0.91627777
4338.8457,0.59014773,4336.962,0.7468314,4332.696,0.89191234,4333.5273,0.9142818
4339.845,0.52876556,4337.961,0.696381,4333.694,0.88310874,4334.5254,0.88852745
4340.845,0.5506484,4338.9604,0.64576983,4334.6924,0.8685948,4335.524,0.85377467
4341.845,0.61665577,4339.9604,0.6020197,4335.691,0.8311536,4336.5225,0.7762771
4342.845,0.6688022,4340.9604,0.59486276,4336.6895,0.7623518,4337.521,0.69706106
4343.8457,0.73627996,4341.9604,0.61418897,4337.6885,0.68807715,4338.52,0.6092986
4344.846,0.7903537,4342.961,0.6673549,4338.6875,0.59763956,4339.519,0.5340316
4345.847,0.85640895,4343.9614,0.732638,4339.687,0.517839,4340.5186,0.5101813
4346.848,0.8514145,4344.9624,0.79018927,4340.687,0.5013262,4341.5186,0.5965034
4347.8496,0.88407636,4345.9634,0.8278886,4341.687,0.5711017,4342.5186,0.6986165
4348.851,0.91790265,4346.965,0.84068763,4342.687,0.67374223,4343.5186,0.7513356
4349.8525,0.89485556,4347.9663,0.85783654,4343.6875,0.73507106,4344.519,0.7974586
4350.8545,0.81127214,4348.968,0.8488038,4344.688,0.7789801,4345.5195,0.8496411
4351.857,0.78081787,4349.9697,0.86907554,4345.689,0.8229286,4346.5205,0.8770521
4352.8594,0.8026072,4350.972,0.8651256,4346.69,0.8576442,4347.5215,0.89163196
4353.862,0.867025,4351.9746,0.83761823,4347.6914,0.87994874,4348.523,0.9183225
4354.8647,0.8989614,4352.977,0.8440004,4348.693,0.90259504,4349.5244,0.91006356
4355.868,0.9332075,4353.98,0.8530264,4349.6943,0.88953656,4350.526,0.8528905
4356.8716,0.9280473,4354.9834,0.89000314,4350.6963,0.8408211,4351.528,0.798882
4357.875,0.93307054,4355.987,0.8864749,4351.6987,0.8003713,4352.5303,0.82149637
4358.879,0.8851071,4356.99,0.90829366,4352.701,0.8211114,4353.5327,0.87821275
4359.883,0.9426603,4357.994,0.90985024,4353.7036,0.8772251,4354.535,0.91393155
4360.887,0.9894977,4358.998,0.91273063,4354.7065,0.9067461,4355.538,0.9257031
4361.892,0.9668557,4360.0024,0.92359966,4355.71,0.9267716,4356.5415,0.9463597
4362.8965,0.9866405,4361.0073,0.9284263,4356.7134,0.93584144,4357.545,0.9300705
4363.902,1.0104221,4362.0117,0.94824064,4357.717,0.9305876,4358.5483,0.9204493
4364.9067,1.0194166,4363.017,0.9728909,4358.7207,0.92116755,4359.5522,0.9310729
4365.912,0.9942931,4364.022,0.95893484,4359.7246,0.92323416,4360.556,0.952893
4366.918,0.9674782,4365.0273,0.9424881,4360.729,0.94740784,4361.5605,0.97036356
4367.924,0.9085356,4366.033,0.95007235,4361.734,0.96511215,4362.5654,0.9818866
4368.93,0.92421424,4367.039,0.9207338,4362.7383,0.9670405,4363.57,0.9822465
4369.9365,0.9374471,4368.0454,0.9146387,4363.7437,0.9671027,4364.575,1.0034823
4370.943,0.93220806,4369.052,0.912776,4364.7485,0.98473865,4365.58,0.99156636
4371.95,0.9532108,4370.058,0.90236145,4365.754,0.97527474,4366.5854,0.9592142
4372.957,0.9171629,4371.0654,0.9077662,4366.76,0.9406892,4367.5913,0.9225997
4373.9644,0.85692376,4372.0723,0.90670717,4367.7656,0.9220809,4368.597,0.9337572
4374.9717,0.8405595,4373.0796,0.896055,4368.772,0.91950464,4369.6035,0.94713795
4375.9795,0.8678452,4374.087,0.88729966,4369.7783,0.9331937,4370.61,0.95087045
4376.988,0.943369,4375.0947,0.8887202,4370.7847,0.9327632,4371.616,0.9630298
4377.996,0.9688537,4376.103,0.8876892,4371.792,0.9530363,4372.6235,0.940848
4379.0044,0.96830153,4377.1113,0.90241086,4372.799,0.9324923,4373.6304,0.8968826
4380.013,0.9454726,4378.1196,0.9389765,4373.806,0.90088844,4374.6377,0.86865234
4381.022,0.9236849,4379.1284,0.92886096,4374.8135,0.8785715,4375.645,0.88478607
4382.0312,0.8469138,4380.137,0.9123961,4375.8213,0.8884335,4376.653,0.9307736
4383.0405,0.72662,4381.1465,0.9052891,4376.8296,0.93412024,4377.661,0.9702356
4384.0503,0.70360786,4382.156,0.87351906,4377.838,0.97463256,4378.6694,0.9693941
4385.06,0.7719251,4383.1655,0.85180354,4378.846,0.9721665,4379.6777,0.96476305
4386.0703,0.8394929,4384.1753,0.81743634,4379.855,0.9727686,4380.6865,0.9619729
4387.0806,0.85817045,4385.1855,0.81725997,4380.864,0.9613053,4381.6953,0.90866727
4388.0913,0.8874885,4386.196,0.8435575,4381.873,0.9088547,4382.7046,0.81878006
4389.102,0.8713957,4387.2065,0.8633962,4382.8823,0.8392334,4383.714,0.7524742
4390.113,0.87821245,4388.2173,0.8777883,4383.892,0.77236724,4384.7236,0.78464097
4391.1245,0.8939643,4389.228,0.8926949,4384.902,0.8166067,4385.7334,0.86464286
4392.1357,0.9206237,4390.2397,0.9085011,4385.912,0.8790978,4386.7437,0.89728165
4393.1475,0.9199548,4391.251,0.9019314,4386.9224,0.91595685,4387.754,0.9087803
4394.1597,0.87043566,4392.2627,0.91582274,4387.933,0.9181642,4388.7646,0.91279227
4395.172,0.8698372,4393.275,0.91445017,4388.944,0.91680866,4389.7754,0.89633346
4396.184,0.9142495,4394.287,0.8981604,4389.9546,0.9178542,4390.786,0.8991592
4397.197,0.9393234,4395.2993,0.9019593,4390.9663,0.9227979,4391.798,0.92738765
4398.2095,0.9396128,4396.312,0.8817718,4391.9775,0.943084,4392.809,0.9269722
4399.2227,0.90907973,4397.3247,0.8966343,4392.9893,0.9425119,4393.821,0.908989
4400.2363,0.86166734,4398.338,0.9226518,4394.0015,0.9123189,4394.833,0.8818083
4401.25,0.844996,4399.3516,0.89758366,4395.0137,0.8919881,4395.845,0.9027752
4402.2637,0.9297352,4400.365,0.896149,4396.026,0.90961456,4396.8574,0.9578988
4403.278,0.8547328,4401.379,0.87264735,4397.0386,0.96236646,4397.87,0.9569719
4404.292,0.826954,4402.393,0.86598754,4398.0513,0.9629823,4398.883,0.92390215
4405.3066,0.8306564,4403.407,0.88374674,4399.0645,0.9251618,4399.896,0.88876134
4406.3213,0.8833396,4404.422,0.8794585,4400.078,0.8934208,4400.9097,0.8841581
4407.3364,0.8924328,4405.4365,0.8751492,4401.092,0.8883006,4401.9233,0.918916
4408.3516,0.8609985,4406.4517,0.88472307,4402.1055,0.9218742,4402.937,0.9205246
4409.367,0.90334904,4407.467,0.89815444,4403.1196,0.9242187,4403.951,0.8848276
4410.383,0.9234905,4408.4824,0.9163283,4404.134,0.89086306,4404.9653,0.86894107
4411.3984,0.96246237,4409.498,0.9293045,4405.1484,0.8827567,4405.98,0.90591186
4412.4146,0.98253536,4410.5137,0.928705,4406.163,0.91441476,4406.9946,0.91765386
4413.431,0.9503113,4411.53,0.9295488,4407.178,0.9341999,4408.01,0.9092009
4414.4478,0.88094044,4412.5464,0.938857,4408.1934,0.9180758,4409.025,0.92377913
4415.465,0.842271,4413.563,0.9281779,4409.209,0.9231582,4410.0405,0.94670826
4416.482,0.8467729,4414.58,0.8990094,4410.2246,0.94819206,4411.056,0.9791908
4417.499,0.9008813,4415.597,0.89163524,4411.24,0.9697363,4412.072,0.98650116
4418.5166,0.94466966,4416.6143,0.8837605,4412.2563,0.97742444,4413.088,0.970331
4419.5347,0.9501989,4417.632,0.8854238,4413.273,0.96595466,4414.1045,0.91529906
4420.5527,0.97963053,4418.65,0.9146979,4414.2896,0.9155459,4415.121,0.87395376
4421.571,0.93643785,4419.668,0.9142326,4415.3066,0.8838859,4416.138,0.8688654
4422.5894,0.8972013,4420.686,0.9323412,4416.3237,0.8802678,4417.1553,0.90646464
4423.608,0.9166791,4421.7046,0.94937193,4417.341,0.923947,4418.1724,0.94517124
4424.627,0.9219429,4422.723,0.9364574,4418.3584,0.94366825,4419.19,0.97447747
4425.6465,0.91584545,4423.742,0.9151017,4419.3765,0.9828166,4420.208,0.99438995
4426.6655,0.9071673,4424.7617,0.9067988,4420.3945,0.98397344,4421.226,0.96186435
4427.6855,0.939808,4425.781,0.92798984,4421.4126,0.96881026,4422.244,0.9405336
4428.705,0.93485355,4426.801,0.93055123,4422.431,0.94583976,4423.2627,0.93426645
4429.7256,0.9191103,4427.8203,0.9161512,4423.4497,0.94934326,4424.2812,0.9555782
4430.746,0.9047262,4428.841,0.9164581,4424.4688,0.95816106,4425.3003,0.9470184
4431.7666,0.8851513,4429.8613,0.9186627,4425.4883,0.9449705,4426.32,0.93082654
4432.787,0.90142477,4430.882,0.92527425,4426.5073,0.9451283,4427.339,0.9538219
4433.8086,0.87577266,4431.9023,0.8968391,4427.5273,0.9639554,4428.359,0.95793176
4434.8296,0.84480107,4432.924,0.8872576,4428.547,0.9537643,4429.3784,0.9482446
4435.8516,0.8567311,4433.945,0.89548254,4429.5674,0.9590314,4430.399,0.93986696
4436.873,0.92424464,4434.967,0.90320796,4430.588,0.9524475,4431.4194,0.93314993
4437.895,0.95990163,4435.9883,0.8948972,4431.6084,0.9514316,4432.44,0.94121355
4438.9175,0.96898055,4437.0103,0.91953945,4432.629,0.9408375,4433.4604,0.9069211
4439.94,0.9531142,4438.0327,0.93429303,4433.6504,0.92399305,4434.482,0.8756718
4440.963,0.921796,4439.055,0.93832034,4434.6714,0.8891608,4435.503,0.87778366
4441.986,0.8800623,4440.078,0.93046546,4435.6934,0.89431,4436.525,0.9218147
4443.009,0.84271216,4441.101,0.9252684,4436.715,0.94028217,4437.5464,0.97566456
4444.032,0.86915344,4442.124,0.9181819,4437.737,0.98471355,4438.5684,0.99418044
4445.056,0.922763,4443.1475,0.88159335,4438.7593,0.994202,4439.591,0.98507595
4446.08,0.94385815,4444.1714,0.8819053,4439.7817,0.9814372,4440.6133,0.94021076
4447.104,0.94146144,4445.1953,0.9049803,4440.8047,0.9627559,4441.636,0.8972641
4448.1284,0.9258072,4446.219,0.91796124,4441.8276,0.91250175,4442.659,0.8741987
4449.1533,0.9336735,4447.2437,0.9270165,4442.8506,0.8806268,4443.682,0.88828284
4450.1777,0.931496,4448.2686,0.91728157,4443.874,0.8959219,4444.7056,0.9351736
4451.203,0.9133138,4449.293,0.9098746,4444.898,0.9411408,4445.7295,0.96552765
4452.2285,0.9429194,4450.3184,0.9046566,4445.922,0.9734681,4446.7534,0.95514095
4453.254,0.9169477,4451.3438,0.8960019,4446.946,0.95432943,4447.7773,0.9472366
4454.28,0.8436494,4452.369,0.89550894,4447.97,0.9534232,4448.802,0.9527099
4455.3057,0.795166,4453.395,0.8959033,4448.995,0.95254487,4449.8267,0.9581459
4456.332,0.797687,4454.421,0.8714509,4450.0195,0.9483323,4450.851,0.9532204
4457.3584,0.85105044,4455.4473,0.8484319,4451.045,0.9369245,4451.8765,0.9563413
4458.3853,0.83099484,4456.4736,0.8505208,4452.0703,0.9611586,4452.902,0.94309366
4459.412,0.839767,4457.5005,0.87483484,4453.0957,0.94151634,4453.9272,0.8926879
4460.4395,0.8493943,4458.5273,0.874232,4454.1216,0.89748627,4454.953,0.85461646
4461.467,0.84832054,4459.5547,0.87411094,4455.1475,0.85285467,4455.979,0.8634841
4462.4946,0.8680435,4460.582,0.8836998,4456.174,0.87652814,4457.0054,0.8923505
4463.5225,0.87592214,4461.61,0.8752053,4457.2,0.89452976,4458.0317,0.8951514
4464.551,0.93492216,4462.6377,0.8882792,4458.227,0.90050673,4459.0586,0.89541525
4465.579,0.91189885,4463.666,0.8990792,4459.254,0.9075421,4460.0854,0.89836246
4466.608,0.9052001,4464.6943,0.90029764,4460.2812,0.90788436,4461.113,0.88757306
4467.6367,0.8832533,4465.723,0.90513265,4461.3086,0.90843004,4462.14,0.8942296
4468.666,0.87483186,4466.752,0.88646686,4462.3364,0.9127604,4463.168,0.9174764
4469.6953,0.86393076,4467.7812,0.88113844,4463.3643,0.9346858,4464.196,0.93853045
4470.7246,0.89447016,4468.8105,0.8980617,4464.3926,0.94817394,4465.224,0.92968684
4471.755,0.9175082,4469.84,0.9028804,4465.421,0.943132,4466.2524,0.9270284
4472.7847,0.95961094,4470.87,0.9087524,4466.4497,0.9421044,4467.2812,0.9167891
4473.815,0.9620915,4471.9,0.90445626,4467.4785,0.9184359,4468.31,0.8982971
4474.8457,0.9602878,4472.93,0.9389902,4468.508,0.9126266,4469.3394,0.885645
4475.8765,0.96486956,4473.961,0.95553064,4469.537,0.899891,4470.3687,0.9118215
4476.907,0.95110077,4474.9917,0.95582587,4470.5664,0.92670333,4471.398,0.9540018
4477.9385,1.0001739,4476.0225,0.953027,4471.5967,0.9597694,4472.428,0.96850765
4478.97,0.9634327,4477.0537,0.93569887,4472.6265,0.9777695,4473.458,0.983607
4480.002,0.8874592,4478.0854,0.92817813,4473.6567,0.98786676,4474.4883,0.97143054
4481.0337,0.82309765,4479.117,0.92767674,4474.6875,0.97636527,4475.519,0.9108203
4482.066,0.81701785,4480.149,0.9111886,4475.7183,0.9640564,4476.55,0.9581714
4483.0986,0.91504097,4481.181,0.8926146,4476.749,0.9661355,4477.5806,0.9831858
4484.1313,0.9305346,4482.214,0.8824446,4477.7803,0.9795177,4478.612,0.9758088
4485.164,0.95409226,4483.2466,0.890117,4478.812,0.97058517,4479.6436,0.9163018
4486.1973,0.97081536,4484.2793,0.91792697,4479.8438,0.9233362,4480.6753,0.8622353
4487.2305,0.95671856,4485.3125,0.9353982,4480.8755,0.8676969,4481.707,0.84964937
4488.264,0.9097153,4486.3457,0.9378971,4481.9077,0.85941774,4482.7393,0.8945746
4489.2983,0.86620456,4487.3794,0.9374578,4482.9404,0.9029912,4483.772,0.9460617
4490.332,0.88068455,4488.4136,0.9374653,4483.973,0.95017725,4484.8047,0.98181015
4491.3667,0.9334439,4489.4473,0.9342245,4485.006,0.9771086,4485.8374,0.97486734
4492.4014,0.93942314,4490.482,0.9082787,4486.039,0.9812874,4486.8706,0.98550326
4493.436,0.9460308,4491.5166,0.90453845,4487.0723,0.9779574,4487.904,0.95901024
4494.471,0.92025506,4492.5513,0.915684,4488.106,0.9553177,4488.9375,0.914464
4495.5063,0.8979948,4493.5864,0.94568956,4489.14,0.9249445,4489.9717,0.9089828
4496.542,0.9117378,4494.6216,0.93264884,4490.174,0.92124844,4491.0054,0.93049663
4497.5776,0.9612937,4495.657,0.9306693,4491.2085,0.9467762,4492.04,0.969724
4498.614,0.9793451,4496.693,0.92717016,4492.243,0.9733248,4493.0747,0.96685475
4499.65,0.95608103,4497.729,0.94386005,4493.278,0.9680357,4494.1094,0.9371129
4500.6865,0.9349534,4498.765,0.9444194,4494.313,0.9532471,4495.1445,0.92698735
4501.723,0.9333503,4499.802,0.95257777,4495.348,0.9480468,4496.1797,0.9518137
4502.7603,0.9751297,4500.8384,0.9590561,4496.384,0.9517658,4497.2153,0.9682523
4503.7974,1.0156325,4501.8755,0.9431873,4497.4194,0.9756267,4498.251,0.9795976
4504.835,1.0013734,4502.9126,0.96087426,4498.4556,0.97788584,4499.287,0.969777
4505.8726,0.98053414,4503.95,0.9700581,4499.4917,0.98741716,4500.323,0.9609793
4506.91,0.98454696,4504.988,0.9625375,4500.5283,0.9558164,4501.36,0.956993
4507.9487,0.9673371,4506.0254,0.9891272,4501.565,0.9528533,4502.3965,0.9718722
4508.987,0.94855213,4507.064,0.9769238,4502.602,0.97497475,4503.4336,1.01593
4510.0254,0.9910577,4508.102,0.97996926,4503.639,1.009866,4504.4707,1.0184838
4511.0645,1.0058067,4509.1406,0.9706978,4504.677,1.0134065,4505.5083,1.0240119
4512.1035,0.9706017,4510.1797,0.96844447,4505.7144,1.013083,4506.546,1.0086879
4513.143,0.9508523,4511.2188,0.97528917,4506.752,1.0069292,4507.5835,0.9936377
4514.1826,0.9373013,4512.2583,0.9668132,4507.7905,0.9840816,4508.622,0.98114187
4515.222,0.9338721,4513.298,0.9819972,4508.8286,0.9803252,4509.66,1.0007383
4516.2627,0.94264925,4514.3374,0.9530907,4509.867,0.9921527,4510.6987,1.0057867
4517.3027,0.9446065,4515.378,0.9447573,4510.9062,1.0090542,4511.738,0.98956656
4518.3433,0.9336233,4516.418,0.96225464,4511.9453,1.0025477,4512.777,0.97874236
4519.3843,0.9413596,4517.4585,0.9494901,4512.985,0.98459536,4513.8164,0.96679354
4520.4253,0.9583161,4518.4995,0.9442952,4514.0244,0.9827262,4514.856,0.94988596
4521.4663,0.9521549,4519.5405,0.93958396,4515.064,0.96611625,4515.8955,0.95736665
4522.508,0.9146863,4520.5815,0.9420455,4516.1045,0.9765865,4516.936,0.957475
4523.55,0.9450731,4521.623,0.9385983,4517.1445,0.9748168,4517.976,0.96607137
4524.592,0.9343279,4522.665,0.91929895,4518.185,0.97599846,4519.0166,0.9632673
4525.634,0.8958049,4523.707,0.914237,4519.226,0.9705538,4520.0576,0.9828309
4526.6763,0.86772776,4524.749,0.90939456,4520.267,0.9857555,4521.0986,0.9523898
4527.719,0.889383,4525.7915,0.90163326,4521.308,0.9683652,4522.1396,0.95539224
4528.762,0.8442543,4526.8345,0.90105426,4522.3496,0.9630437,4523.181,0.9410268
4529.805,0.8512318,4527.8774,0.89808965,4523.3916,0.9458903,4524.223,0.94540125
4530.8486,0.86104506,4528.9204,0.88411665,4524.4336,0.95883757,4525.265,0.9333041
4531.8926,0.8851961,4529.964,0.8686332,4525.4756,0.942478,4526.307,0.9128364
4532.9365,0.877013,4531.008,0.87467164,4526.518,0.93625045,4527.3496,0.8944216
4533.9805,0.8612804,4532.052,0.87682676,4527.561,0.9045478,4528.3926,0.88442737
4535.025,0.84585994,4533.0957,0.871688,4528.604,0.91188866,4529.4355,0.87864643
4536.0693,0.9129297,4534.14,0.88796675,4529.647,0.8896121,4530.4785,0.9010171
4537.1143,0.9349904,4535.1846,0.89786094,4530.6904,0.9251927,4531.522,0.91599816
4538.1597,0.98628575,4536.2295,0.8875695,4531.7344,0.9312143,4532.566,0.906529
4539.205,0.9394661,4537.275,0.91935605,4532.7783,0.9164543,4533.61,0.8784099
4540.2505,0.92440456,4538.3203,0.9446547,4533.8223,0.89147764,4534.654,0.85871065
4541.2964,0.93416196,4539.3657,0.95715845,4534.8667,0.87524146,4535.698,0.9071435
4542.3423,0.9537449,4540.4116,0.94250107,4535.911,0.9138322,4536.7427,0.96413255
4543.3887,0.937697,4541.4575,0.9460612,4536.956,0.9620865,4537.7876,0.9963378
4544.435,0.9226086,4542.504,0.93309677,4538.0015,1.0036044,4538.833,0.9958175
4545.482,0.93151647,4543.5503,0.93845683,4539.047,0.99825394,4539.8784,0.9690776
4546.5293,0.9092277,4544.597,0.9224195,4540.0923,0.9750513,4540.924,0.96314573
4547.5767,0.93274516,4545.6445,0.9225825,4541.138,0.96795815,4541.9697,0.96911097
4548.624,0.86904126,4546.692,0.9129186,4542.184,0.97074777,4543.0156,0.9816414
4549.672,0.839091,4547.7393,0.9141139,4543.2305,0.9840484,4544.062,0.96715987
4550.7197,0.8529626,4548.787,0.9061067,4544.277,0.97403765,4545.1084,0.9445362
4551.768,0.9246771,4549.835,0.8804374,4545.3237,0.9659369,4546.1553,0.94593006
4552.8164,0.89972603,4550.8833,0.8717482,4546.371,0.97495914,4547.2026,0.94579387
4553.865,0.9043898,4551.9316,0.8793125,4547.4185,0.95711267,4548.25,0.9008594
4554.914,0.8585612,4552.9805,0.9155929,4548.466,0.9126066,4549.2974,0.8725096
4555.9634,0.8771389,4554.0293,0.9159566,4549.5137,0.896855,4550.345,0.892124
4557.0127,0.9290989,4555.0786,0.90500647,4550.5615,0.9066435,4551.393,0.93844354
4558.0625,0.9446557,4556.128,0.9089542,4551.61,0.9490323,4552.4414,0.9446856
4559.1123,0.9770849,4557.1777,0.9290135,4552.658,0.95958394,4553.4897,0.9169806
4560.1626,0.9634961,4558.2275,0.9421148,4553.707,0.92960966,4554.5386,0.90885216
4561.213,0.97758675,4559.278,0.9435641,4554.756,0.905456,4555.5874,0.9084216
4562.2637,0.9625116,4560.328,0.9416495,4555.805,0.90432173,4556.6367,0.936512
4563.315,0.9614835,4561.379,0.9487262,4556.8545,0.9518252,4557.686,0.9690269
4564.3657,0.9122588,4562.43,0.947852,4557.9043,0.9751913,4558.736,0.9777644
4565.4175,0.9152805,4563.481,0.9443154,4558.954,0.9810635,4559.7856,0.98173434
4566.4688,0.9364358,4564.5327,0.9462045,4560.0044,0.9765131,4560.836,1.0036557
4567.521,0.9808086,4565.584,0.92860067,4561.0547,1.0003325,4561.886,0.9917369
4568.5728,0.9944228,4566.636,0.9458334,4562.1055,0.9972593,4562.937,0.9676579
4569.6255,0.9763234,4567.688,0.9512465,4563.1567,0.97065836,4563.9883,0.93875134
4570.6777,0.93932426,4568.7407,0.9493085,4564.2075,0.95272124,4565.039,0.93515474
4571.7305,0.9339046,4569.793,0.95916164,4565.2593,0.9547251,4566.091,0.95909077
4572.7837,0.94554067,4570.8457,0.9527622,4566.3105,0.9766892,4567.142,0.9796526
4573.837,0.9563105,4571.899,0.9426434,4567.363,0.99418,4568.1943,0.99456906
4574.8906,0.9419247,4572.952,0.9401612,4568.4146,1.0053731,4569.246,0.9906775
4575.9443,0.9619649,4574.006,0.9563883,4569.4673,1.003668,4570.299,0.9691276
4576.9985,0.9733581,4575.0596,0.95943594,4570.5195,0.97746474,4571.351,0.9364586
4578.0527,0.9541128,4576.114,0.9608446,4571.5723,0.951843,4572.404,0.93885005
4579.1074,0.9277787,4577.168,0.943741,4572.6255,0.9520704,4573.457,0.987188
4580.162,0.8991769,4578.2227,0.94367605,4573.6787,0.98776066,4574.5103,0.98616374
4581.2173,0.90473294,4579.2773,0.91388035,4574.7324,0.9983929,4575.564,0.98901534
4582.2725,0.9027353,4580.3325,0.9340675,4575.786,0.9934855,4576.6177,0.9825217
4583.328,0.8951289,4581.3877,0.9058312,4576.8403,0.9933394,4577.672,0.9787764
4584.384,0.8817808,4582.4434,0.9244435,4577.8945,0.9823691,4578.726,0.97101384
4585.44,0.8849995,4583.499,0.8934491,4578.949,0.97647285,4579.781,0.93350464
4586.496,0.8902469,4584.555,0.90310806,4580.004,0.95827556,4580.8354,0.919609
4587.5527,0.9170065,4585.6113,0.9239945,4581.059,0.9423181,4581.8906,0.91903377
4588.6094,0.94661355,4586.668,0.92397106,4582.1143,0.9436397,4582.946,0.91596675
4589.6665,0.94646287,4587.7246,0.9350917,4583.17,0.93082136,4584.0015,0.91141635
4590.7236,0.9184444,4588.7817,0.917994,4584.2256,0.93281245,4585.057,0.9241609
4591.781,0.8914684,4589.839,0.9258089,4585.2817,0.9364965,4586.1133,0.9395743
4592.839,0.9145302,4590.896,0.9231686,4586.338,0.9626151,4587.1694,0.9517309
4593.8965,0.93134904,4591.954,0.92003846,4587.3945,0.96195906,4588.226,0.9670327
4594.9546,0.90901697,4593.0117,0.91696227,4588.451,0.970249,4589.2827,0.970861
4596.013,0.9230058,4594.07,0.91463554,4589.5083,0.9739781,4590.34,0.96173316
4597.072,0.92227536,4595.1284,0.9268005,4590.5654,0.963431,4591.397,0.936508
4598.131,0.95027983,4596.187,0.93365836,4591.6226,0.942222,4592.454,0.93389624
4599.19,0.9118705,4597.246,0.9400036,4592.6807,0.9420506,4593.512,0.9498563
4600.2495,0.91967833,4598.305,0.9429589,4593.7383,0.9604404,4594.57,0.97175246
4601.309,0.90150005,4599.3647,0.9484717,4594.7964,0.97130096,4595.628,0.9613342
4602.369,0.9138825,4600.4243,0.9452886,4595.855,0.9725932,4596.6865,0.9520091
4603.429,0.92983896,4601.4844,0.9281322,4596.9136,0.96565413,4597.745,0.9626314
4604.4897,0.93220675,4602.5444,0.93345016,4597.9727,0.9856759,4598.804,0.9499819
4605.5503,0.92174524,4603.605,0.9401393,4599.0317,0.97488976,4599.8633,0.94709927
4606.611,0.95332485,4604.6655,0.94523054,4600.0913,0.9667572,4600.923,0.9312672
4607.6724,0.96474016,4605.726,0.9574074,4601.151,0.9534847,4601.9824,0.9396515
4608.7334,1.0101699,4606.7876,0.9506013,4602.211,0.960156,4603.0425,0.9494622
4609.795,0.96076834,4607.8486,0.9708773,4603.271,0.96953887,4604.1025,0.95846117
4610.857,0.95357144,4608.91,0.9628266,4604.3315,0.9698222,4605.163,0.96082747
4611.919,0.9591483,4609.972,0.9452812,4605.392,0.9762753,4606.2236,0.9608404
4612.9814,0.94551826,4611.034,0.9727209,4606.4526,0.96825755,4607.284,0.97786313
