wavelength_470712060,flux_470712060,wavlength_139202084,flux_139202084,wavelength_392605166,flux_392605166,wavelength_455405241,flux_455405241
5877.697,0.97808,5875.4585,0.978677,5869.4224,1.0091119,5870.254,1.0061811
5879.051,0.9972902,5876.812,0.97538537,5870.774,1.0102878,5871.6055,1.0087718
5880.405,1.0179688,5878.166,0.9751423,5872.1265,1.0155737,5872.958,1.0043014
5881.7593,1.0164875,5879.52,0.99283606,5873.479,1.0048411,5874.3105,1.0067886
5883.1143,0.98615646,5880.8745,0.99590427,5874.832,1.008613,5875.6636,1.0099074
5884.469,0.9688929,5882.2295,0.98586345,5876.185,0.99490917,5877.0166,1.0009675
5885.8247,0.98048675,5883.5845,0.97448456,5877.5386,1.0063852,5878.37,1.001801
5887.18,0.94764626,5884.94,0.96535695,5878.8926,1.0033023,5879.724,0.9997429
5888.536,0.90062046,5886.2954,0.94650435,5880.2466,1.0010419,5881.078,0.9912678
5889.8926,0.8423341,5887.6514,0.9333373,5881.601,1.0071937,5882.4326,0.9948379
5891.249,0.8590471,5889.008,0.93296653,5882.956,1.001093,5883.7876,0.9846457
5892.6064,0.91718465,5890.3643,0.9145744,5884.311,0.9947105,5885.1426,0.98026526
5893.9634,0.92538327,5891.7217,0.9086633,5885.6665,0.9944598,5886.498,0.9854533
5895.3213,0.897758,5893.0786,0.91685253,5887.022,0.9508391,5887.8535,0.96540624
5896.6787,0.87788177,5894.4365,0.91820645,5888.378,0.85827804,5889.2095,0.8891798
5898.037,0.89081186,5895.794,0.9268075,5889.7344,0.82636034,5890.566,0.84358954
5899.3955,0.92789465,5897.1523,0.93917656,5891.091,0.81872743,5891.9224,0.8951829
5900.7544,0.9559818,5898.5107,0.95923984,5892.448,0.84749436,5893.28,0.9490909
5902.114,0.9902225,5899.8696,0.94106996,5893.805,0.90318286,5894.6367,0.92308575
5903.473,0.9953378,5901.229,0.97518235,5895.163,0.8764003,5895.9946,0.888796
5904.833,1.0267549,5902.5884,0.99249446,5896.5205,0.8230759,5897.352,0.89590317
5906.193,1.0058401,5903.948,0.98167574,5897.879,0.90687263,5898.7104,0.9460913
5907.553,1.0278585,5905.308,0.99481726,5899.2373,0.9762521,5900.069,0.97592807
5908.914,0.9998327,5906.6685,0.99094933,5900.596,0.99115366,5901.4277,0.98078704
5910.275,0.9982917,5908.0293,0.9994849,5901.9556,0.992853,5902.787,0.9870827
5911.636,1.028131,5909.39,0.9839353,5903.315,1.004897,5904.1465,0.99069625
5912.998,1.0068905,5910.7515,0.9925668,5904.675,1.000672,5905.5063,0.98644555
5914.36,0.98740476,5912.1133,0.9787211,5906.0347,0.99393684,5906.866,0.98538357
5915.722,0.9933116,5913.475,0.9901595,5907.395,0.9976479,5908.2266,0.98088455
5917.085,1.0313022,5914.8374,0.9780466,5908.756,0.998623,5909.5874,0.99667394
5918.4478,0.982687,5916.2,0.99239844,5910.1167,1.0053895,5910.948,0.99060696
5919.811,1.0035609,5917.563,0.99517274,5911.478,1.0086259,5912.3096,0.98971575
5921.175,1.0066838,5918.9263,0.98718953,5912.84,1.0019412,5913.6714,0.97177255
5922.5386,1.0069675,5920.29,1.0005238,5914.2017,0.9913673,5915.033,0.9644466
5923.9023,0.9795679,5921.654,0.9969299,5915.564,0.9931348,5916.3955,0.9837726
5925.267,1.0436972,5923.0176,0.99930835,5916.927,1.0013841,5917.7583,0.98436475
5926.632,1.0093881,5924.3823,1.0003875,5918.2896,1.000604,5919.121,0.9890779
5927.997,1.0356818,5925.747,0.9913283,5919.653,1.0067686,5920.4844,0.9872732
5929.3623,0.99457544,5927.1123,0.9788573,5921.0166,1.0038816,5921.848,0.994318
5930.728,1.0001441,5928.4775,0.9860238,5922.3804,1.0039519,5923.212,1.0049793
5932.094,0.99482,5929.8433,0.9806667,5923.744,1.0106833,5924.5757,1.0010513
5933.4604,0.99170053,5931.2095,0.97375935,5925.109,0.99975073,5925.9404,1.0035897
5934.827,1.0016967,5932.5757,0.9895945,5926.4736,1.0027459,5927.305,1.0004936
5936.1943,1.006609,5933.9424,0.9915942,5927.839,0.9964207,5928.6704,0.99331564
5937.5615,1.0232589,5935.3096,0.9893133,5929.204,0.9939526,5930.0356,0.9857655
5938.929,1.0703094,5936.677,0.9949146,5930.57,0.98919344,5931.4014,0.9884344
5940.297,1.0286103,5938.0444,0.9925094,5931.936,0.98626137,5932.7676,0.9933271
5941.6655,0.9771041,5939.412,0.97813296,5933.3022,0.9997083,5934.134,0.99993557
5943.0337,0.9844176,5940.781,0.9977834,5934.669,0.99919003,5935.5005,1.0005327
5944.403,0.95918053,5942.149,0.9956231,5936.036,0.99927855,5936.8677,1.010199
5945.772,0.96220315,5943.518,0.987696,5937.4033,1.006577,5938.235,1.0135517
5947.1416,0.9607979,5944.887,0.9855941,5938.771,1.0055139,5939.6025,1.0297983
5948.511,0.94121194,5946.257,1.0023658,5940.1387,1.0079238,5940.97,1.0084023
5949.8813,0.97630125,5947.6265,0.9792474,5941.5073,1.0078229,5942.339,1.0034716
5951.252,0.9780563,5948.9966,0.9884424,5942.8755,1.0065991,5943.707,1.0001084
5952.6226,0.9776401,5950.367,0.99681604,5944.2446,1.006697,5945.076,1.0090482
5953.9937,1.0086333,5951.738,0.97900724,5945.614,1.005397,5946.4453,1.0102671
5955.365,1.0123684,5953.109,1.002,5946.9834,1.0048559,5947.815,0.9924016
5956.737,1.0113577,5954.4805,0.9876039,5948.353,0.9937144,5949.1846,1.0016963
5958.109,0.9814882,5955.852,0.98734313,5949.723,0.98983854,5950.5547,1.0108525
5959.4814,0.9692948,5957.224,0.98724395,5951.0938,0.9936756,5951.9253,1.0047963
5960.854,0.9961104,5958.5967,0.9990031,5952.4644,0.99377024,5953.296,1.0126321
5962.227,1.0105011,5959.969,1.0026164,5953.8354,1.0010076,5954.667,1.0164912
5963.6,1.0134336,5961.3423,1.0050658,5955.207,1.0040847,5956.0386,1.0152409
5964.9736,0.9902253,5962.7153,0.9940863,5956.5786,1.0058416,5957.41,1.0175908
5966.3477,0.9995652,5964.089,1.009788,5957.9507,0.9985041,5958.782,1.0161458
5967.722,0.9855085,5965.463,1.0056607,5959.323,1.0047125,5960.155,1.0167633
5969.0967,1.0038317,5966.8374,0.9968983,5960.696,1.0070797,5961.5273,1.0351536
5970.4717,0.9875687,5968.212,1.0020807,5962.069,1.0049001,5962.9004,1.0299181
5971.8467,1.0025266,5969.587,0.9929691,5963.442,1.016327,5964.2734,1.0256582
5973.222,1.0044743,5970.962,1.0023252,5964.8154,1.014153,5965.647,1.0280485
5974.598,1.0162827,5972.3374,0.99851525,5966.1895,1.0054282,5967.021,1.0182524
5975.974,1.0008647,5973.7134,0.99058545,5967.564,1.0176761,5968.3955,1.0159433
5977.3506,0.9537781,5975.0894,0.9931576,5968.9385,1.0151197,5969.77,1.0182487
5978.7275,1.0245479,5976.466,0.9904208,5970.3135,1.0168992,5971.145,1.0221263
5980.1045,0.99395806,5977.843,0.9772286,5971.6885,1.0100791,5972.52,1.0295604
5981.482,0.9971567,5979.2197,0.9859923,5973.064,1.0166731,5973.8955,1.0315207
5982.86,0.9824097,5980.597,0.9911402,5974.44,1.0119321,5975.2715,1.0182155
5984.238,0.9901893,5981.975,0.977197,5975.816,1.0037901,5976.6475,1.0027246
5985.616,0.94892246,5983.353,0.9800441,5977.1924,0.99919444,5978.024,1.0034468
5986.9946,0.9779967,5984.7314,0.986868,5978.5693,1.0008167,5979.401,1.0134887
5988.374,0.98899555,5986.11,0.98434407,5979.9463,1.0130314,5980.778,1.0212419
5989.753,0.9599646,5987.4893,0.98039204,5981.3237,1.0129857,5982.1553,1.0225288
5991.133,0.99182093,5988.868,0.9837324,5982.7017,1.0175086,5983.533,1.0079118
5992.5127,0.9862641,5990.248,0.99739337,5984.0796,1.0109107,5984.911,0.9871845
5993.893,1.0090517,5991.628,1.0019568,5985.458,0.99058,5986.2896,0.99784017
5995.2734,1.0182662,5993.0083,1.0052775,5986.8364,0.9949635,5987.668,1.0012214
5996.6543,0.96062636,5994.3887,0.99067855,5988.216,1.0046667,5989.0474,1.0036236
5998.0356,1.0053692,5995.7695,0.9939374,5989.5947,1.0129527,5990.4263,1.0105039
5999.4175,1.0023398,5997.151,1.0086433,5990.9746,1.0021032,5991.806,1.01138
6000.7993,0.99457216,5998.5327,0.98675746,5992.3545,1.0113691,5993.186,1.0067399
6002.181,1.0155714,5999.9146,0.9881052,5993.735,1.0078304,5994.5664,1.0134851
6003.564,0.9802636,6001.2964,0.99653876,5995.115,1.0165579,5995.947,1.0144968
6004.947,0.9890233,6002.679,0.98172647,5996.496,1.0050672,5997.3276,1.0107447
6006.3296,0.9636356,6004.062,0.9859515,5997.8774,0.9975648,5998.709,0.9993487
6007.7134,0.99180627,6005.445,0.98117733,5999.2593,1.0048554,6000.091,1.0101074
6009.097,0.9834719,6006.8286,0.98637664,6000.641,0.9996059,6001.4727,1.004187
6010.481,0.9898225,6008.2124,0.9615599,6002.023,1.0092031,6002.8545,1.001259
6011.8657,0.9736553,6009.596,0.9852809,6003.406,0.99582475,6004.2373,0.99299735
6013.2505,0.9718821,6010.981,0.9822737,6004.7886,1.0031519,6005.62,0.9950141
6014.6353,0.9927416,6012.3657,0.9887188,6006.1714,0.9969844,6007.003,0.98816556
6016.0205,0.9794843,6013.7505,0.99719614,6007.555,0.9869692,6008.3867,0.98783135
6017.4062,1.0063138,6015.1357,0.9764094,6008.939,0.9986205,6009.7705,0.98168224
6018.7925,0.9735188,6016.5215,0.98879516,6010.3228,0.98748255,6011.1543,0.98155653
6020.1787,0.9720621,6017.9077,0.97018796,6011.7075,0.9910456,6012.539,0.9950206
6021.5654,0.9711877,6019.294,0.96762395,6013.0923,0.9898769,6013.924,0.9951596
6022.952,0.9627177,6020.6807,0.9689904,6014.477,0.98425204,6015.3086,0.9741745
6024.3394,0.9707329,6022.0674,0.9622548,6015.8623,1.00143,6016.694,0.987769
6025.727,0.9840317,6023.4546,0.9745412,6017.248,0.98861533,6018.0796,0.97868216
6027.115,0.9747163,6024.8423,0.9714028,6018.6343,0.98448616,6019.466,0.97238225
6028.5034,0.982914,6026.2305,0.98372597,6020.0205,0.9771699,6020.852,0.962657
6029.892,1.0179038,6027.6187,0.99988216,6021.407,0.9735442,6022.239,0.9659296
6031.281,0.9968134,6029.0073,0.9918017,6022.794,0.97368145,6023.6255,0.96735996
6032.67,0.9974158,6030.396,0.9919354,6024.181,0.9721716,6025.0127,0.9629403
6034.0596,0.99758905,6031.785,0.9981253,6025.569,0.97247887,6026.4004,0.9741143
6035.449,1.0111697,6033.175,1.0051547,6026.957,0.97966135,6027.7886,0.9840882
6036.8394,1.010597,6034.5645,1.0085064,6028.345,0.98911285,6029.177,0.97923553
6038.23,1.0110666,6035.9546,1.006684,6029.734,0.9884371,6030.5654,0.98426384
6039.6206,1.0063112,6037.345,1.0097325,6031.1226,0.99149597,6031.954,0.99076253
6041.0117,1.0088347,6038.736,0.9981218,6032.5117,0.9933991,6033.3433,0.98008907
6042.4033,0.9919017,6040.127,0.9986663,6033.9014,1.0026793,6034.733,0.9838198
6043.7954,0.96497875,6041.5186,0.99230844,6035.291,0.9879122,6036.1226,0.986
6045.187,0.98378843,6042.9106,0.9877803,6036.681,0.986851,6037.5127,0.9812159
6046.5796,0.9927984,6044.3022,0.9969733,6038.072,0.99426067,6038.9033,0.9806493
6047.972,1.0072416,6045.695,0.98607254,6039.4624,0.9899686,6040.294,0.9821197
6049.365,1.0025516,6047.0874,0.99584556,6040.8535,0.9854586,6041.685,0.9799864
6050.759,1.0255092,6048.4805,0.9950594,6042.245,0.98125577,6043.0767,0.9709244
6052.1523,0.9915036,6049.874,0.99695444,6043.637,0.9816369,6044.4688,0.9819477
6053.5464,0.9635633,6051.2676,1.0099717,6045.029,0.9838128,6045.8604,0.97833115
6054.941,1.0063269,6052.6616,0.97976875,6046.4214,0.9840918,6047.253,0.9820354
6056.3354,0.99534744,6054.056,0.9926674,6047.814,0.983996,6048.6455,0.9779673
6057.7305,0.9999134,6055.4507,0.9860639,6049.207,0.99141574,6050.0386,0.9782036
6059.126,0.98069847,6056.8457,0.98917276,6050.6006,0.9893758,6051.432,0.97668016
6060.5215,0.98736393,6058.241,1.0023845,6051.994,0.97799087,6052.8257,0.97440255
6061.9175,0.99349415,6059.6367,0.9827791,6053.388,0.98059815,6054.2197,0.9691126
6063.3135,0.97971344,6061.0327,0.9917333,6054.7827,0.97565216,6055.6143,0.96250266
6064.71,0.97216964,6062.4287,0.97723025,6056.1772,0.9714841,6057.009,0.96604437
6066.107,0.977259,6063.825,0.9809267,6057.5723,0.9769518,6058.404,0.97420573
6067.5044,0.9914133,6065.222,0.98292696,6058.968,0.981141,6059.7993,0.9797691
6068.902,0.98875934,6066.6196,0.9807362,6060.3633,0.98856,6061.195,0.9806512
6070.3,1.0082253,6068.017,0.99967635,6061.7593,0.9908001,6062.591,0.9807108
6071.6978,1.0051208,6069.415,0.9920802,6063.1553,0.9850234,6063.987,0.96336776
6073.096,0.99883324,6070.813,0.9911105,6064.552,0.97355723,6065.3833,0.9548059
6074.495,1.0079554,6072.2114,1.0020231,6065.9487,0.97126645,6066.7803,0.95965344
6075.8945,1.0053174,6073.6104,0.9906874,6067.346,0.9722895,6068.1777,0.97553086
6077.294,1.0092309,6075.01,0.9890125,6068.7437,0.974874,6069.575,0.9751474
6078.694,1.0021687,6076.409,0.98303926,6070.1416,0.9879321,6070.973,0.97378135
6080.0938,0.97255784,6077.809,0.9812578,6071.5396,0.99372816,6072.371,0.9855331
6081.494,0.976418,6079.209,0.9886705,6072.938,0.9859538,6073.7695,0.981519
6082.895,0.9818679,6080.6094,0.9780253,6074.337,0.99006605,6075.1685,0.98662984
6084.296,0.9873302,6082.0103,0.9765761,6075.7363,0.9904827,6076.568,0.97939694
6085.6973,0.9915632,6083.411,0.97637326,6077.1357,0.9835456,6077.9673,0.96220344
6087.099,0.9857227,6084.8125,0.9714153,6078.5356,0.97947824,6079.367,0.96775657
6088.5015,0.9791256,6086.2144,0.97735023,6079.9355,0.9819576,6080.767,0.9733823
6089.904,1.0093871,6087.6167,0.97965544,6081.336,0.9786708,6082.1675,0.9764572
6091.306,1.0163294,6089.019,0.9817773,6082.737,0.9859161,6083.5684,0.9758547
6092.7095,0.9829657,6090.4214,0.9824731,6084.1377,0.98073727,6084.969,0.9741063
6094.113,0.9812691,6091.8247,0.990746,6085.539,0.9973557,6086.3706,0.9711773
6095.5166,1.0081246,6093.228,0.9778358,6086.941,0.98241,6087.7725,0.97607297
6096.9204,0.98837644,6094.632,0.9907991,6088.3433,0.9873885,6089.175,0.98151535
6098.3247,0.9873998,6096.0356,0.9895726,6089.7456,0.98945874,6090.577,0.98180294
6099.7295,0.9973042,6097.44,0.9672014,6091.148,0.9818415,6091.9795,0.9794827
6101.1343,0.94961065,6098.8447,0.97673917,6092.5513,0.9830682,6093.383,0.9825539
6102.5396,0.9486966,6100.2495,0.9814363,6093.9546,0.99159354,6094.786,0.9894516
6103.9453,0.9404127,6101.655,0.9651481,6095.3584,0.99259037,6096.19,0.99015903
6105.351,0.9754795,6103.0605,0.97098655,6096.762,0.9886065,6097.5938,0.98689216
6106.7573,0.9688523,6104.4663,0.9592885,6098.1665,0.9957769,6098.998,0.9934432
6108.164,0.9944934,6105.8726,0.96840227,6099.5713,0.9937234,6100.403,0.9852005
6109.571,0.976855,6107.2793,0.9696186,6100.976,0.98582625,6101.8076,0.9584097
6110.978,1.006292,6108.686,0.98540807,6102.3813,0.96666276,6103.213,0.94933337
6112.3857,0.99634624,6110.0933,0.99220216,6103.787,0.95951915,6104.6187,0.96241605
6113.7935,0.9808014,6111.501,0.99168134,6105.193,0.9813881,6106.0244,0.97810966
6115.2017,0.9953592,6112.9087,0.9924994,6106.599,0.9880834,6107.4307,1.0007809
6116.6104,0.9817977,6114.317,0.9807744,6108.006,0.99867976,6108.8374,0.9884371
6118.019,0.9906906,6115.7256,0.9863889,6109.4126,0.9915556,6110.244,0.9941839
6119.428,0.9874952,6117.1343,0.97363025,6110.82,1.004132,6111.6514,1.0002143
6120.838,0.96205425,6118.5435,0.9900476,6112.2275,0.9990341,6113.059,0.9996026
6122.2476,0.96402794,6119.953,0.9655477,6113.6353,1.0038093,6114.467,1.0010666
6123.6577,0.9678605,6121.363,0.9698699,6115.0435,1.0013952,6115.875,0.99914217
6125.0684,0.97916913,6122.773,0.97764647,6116.452,1.0097573,6117.2837,0.9996593
6126.479,0.98529935,6124.1836,0.97926766,6117.861,1.0032902,6118.6924,1.0024718
6127.89,0.9887776,6125.594,0.97430986,6119.27,1.007391,6120.1016,0.9946498
6129.302,0.9724444,6127.0054,0.9745236,6120.6797,0.99673474,6121.511,0.9714803
6130.7134,0.9713757,6128.417,0.9908671,6122.0894,0.9721701,6122.921,0.9674777
6132.1255,0.99188,6129.8286,0.98472416,6123.4995,0.980485,6124.331,0.9828258
6133.538,0.9994185,6131.2407,0.9781941,6124.91,0.98963785,6125.7417,0.9913045
6134.9507,0.9843544,6132.6533,0.98093814,6126.321,0.99641734,6127.1523,1.012136
6136.364,0.9285535,6134.066,0.9669843,6127.732,1.0031273,6128.5635,0.9973253
6137.7773,0.9273859,6135.479,0.96042925,6129.1436,1.0038562,6129.975,0.99169666
6139.191,0.94937134,6136.8926,0.9655429,6130.555,1.0061766,6131.3867,1.0207638
6140.605,0.9490683,6138.306,0.95505023,6131.9673,1.0023643,6132.799,1.0102565
6142.0195,0.9477377,6139.72,0.9480809,6133.38,0.998619,6134.2114,1.0031569
6143.434,0.95899224,6141.135,0.95511764,6134.7925,1.0070622,6135.624,0.9807328
6144.849,0.9789166,6142.5493,0.96179837,6136.2056,0.98790073,6137.037,0.96058977
6146.2646,1.0050042,6143.9644,0.9757541,6137.619,0.96739006,6138.4507,0.95715374
6147.68,0.97502625,6145.38,0.9857119,6139.0327,0.96792895,6139.8643,0.9728021
6149.096,0.97465277,6146.7954,0.9852655,6140.447,0.9791507,6141.2783,0.98560745
6150.5127,0.97266465,6148.2114,0.969548,6141.8613,0.9798642,6142.693,0.98642826
6151.929,0.97340333,6149.628,0.9824,6143.276,0.9806774,6144.1074,0.990361
6153.346,0.97506666,6151.0444,0.98328274,6144.691,0.9941605,6145.5225,1.0138412
6154.7637,0.9773842,6152.4614,0.9688081,6146.1064,0.9996005,6146.938,0.9966027
6156.181,0.97278905,6153.879,0.980298,6147.522,0.99696887,6148.3535,0.9966226
6157.599,0.9645843,6155.2964,0.9768982,6148.938,0.996539,6149.7695,1.0001869
6159.0176,0.97837234,6156.7144,0.96486497,6150.3545,0.9998964,6151.186,1.0086997
6160.436,0.9423318,6158.133,0.95446336,6151.771,1.0028168,6152.6025,1.0031879
6161.855,0.9249774,6159.5513,0.9585362,6153.188,1.0006013,6154.0195,0.99834436
6163.2744,0.91622496,6160.97,0.94390184,6154.6055,0.9985059,6155.437,0.99622583
6164.694,0.90787494,6162.3896,0.9411876,6156.023,0.9924975,6156.8545,0.99719954
6166.114,0.9390867,6163.809,0.96447617,6157.441,0.9913121,6158.2725,0.99980116
6167.534,0.96617174,6165.229,0.9328009,6158.8594,0.99893856,6159.691,0.99542767
6168.9546,0.9384891,6166.6494,0.9585286,6160.278,0.9814667,6161.1094,0.96581846
6170.3755,0.95009464,6168.07,0.96022135,6161.697,0.96388984,6162.5283,0.947828
6171.797,0.94616824,6169.4907,0.9691703,6163.116,0.95696044,6163.9478,0.941582
6173.2183,0.9593742,6170.912,0.9676395,6164.5356,0.9580383,6165.367,0.97921705
6174.64,0.97360325,6172.3335,0.9775136,6165.9556,0.98545206,6166.787,0.9914604
6176.0625,0.96430063,6173.7554,0.97355574,6167.376,0.98393923,6168.2075,0.97742397
6177.485,0.95682484,6175.1777,0.9709526,6168.7964,0.971301,6169.628,0.97249997
6178.9077,0.97375643,6176.6,0.9728108,6170.2173,0.9737544,6171.049,0.97032017
6180.331,0.9891701,6178.023,0.9758785,6171.6387,0.9745754,6172.47,0.98609304
6181.7544,0.98583776,6179.4463,0.9849872,6173.06,0.9871076,6173.8916,1.0034566
6183.178,0.9941314,6180.8696,0.988585,6174.482,0.9926927,6175.3135,0.99868
6184.6025,0.9869089,6182.2935,0.98559797,6175.9043,0.9930722,6176.736,0.9987741
6186.027,0.97884935,6183.718,0.9903091,6177.3267,0.9899699,6178.158,0.99886125
6187.4517,0.988596,6185.142,1.000237,6178.7495,0.9987731,6179.581,1.0041645
6188.877,0.9782656,6186.567,0.98600465,6180.173,0.9995827,6181.0044,1.0093534
6190.3027,0.9723707,6187.992,0.9820126,6181.596,0.9952211,6182.4277,1.0103574
6191.7285,0.95327526,6189.418,0.98544484,6183.02,1.0023142,6183.8516,1.0099661
6193.1543,0.9582839,6190.8438,0.9826993,6184.4443,0.99964994,6185.276,1.0084759
6194.581,0.9542557,6192.2695,0.9870707,6185.8687,0.9966338,6186.7,1.0037061
6196.008,0.98597723,6193.6963,0.97543365,6187.2935,0.9962126,6188.125,0.999707
6197.435,0.9978973,6195.123,0.9861151,6188.7188,0.99029547,6189.5503,0.99433315
6198.8623,0.99278474,6196.5503,0.9818016,6190.1445,0.9885574,6190.976,0.9781483
6200.29,0.99167067,6197.9775,1.0037293,6191.5703,0.9778,6192.402,0.98021716
6201.7183,0.990477,6199.4053,0.9905292,6192.996,0.9864671,6193.8276,0.9850879
6203.147,0.99627805,6200.8335,0.9990357,6194.423,0.9832118,6195.2544,1.0022919
6204.5757,0.9896109,6202.262,1.0006409,6195.8496,0.99512076,6196.681,1.003697
6206.005,0.9767659,6203.691,0.982547,6197.277,0.9945404,6198.1084,1.0023873
6207.434,1.0080986,6205.12,1.0088412,6198.704,1.0015473,6199.5356,0.995107
6208.864,1.0066803,6206.5493,0.99320954,6200.132,0.98897964,6200.9634,0.99624217
6210.294,0.99201316,6207.979,1.0029019,6201.56,0.9903972,6202.3916,0.99773
6211.7246,0.9941556,6209.409,0.98310673,6202.989,0.99732983,6203.8203,1.0089787
6213.1553,0.9918031,6210.84,0.99365205,6204.4175,0.99347645,6205.249,1.0122534
6214.5864,0.97350067,6212.2705,0.9771237,6205.8467,0.99239516,6206.678,1.0028073
6216.0176,0.9698992,6213.7017,0.997827,6207.276,0.9973234,6208.1074,1.0104773
6217.449,0.97576785,6215.133,0.98820764,6208.7056,1.0021048,6209.537,1.0061858
6218.8813,0.97570294,6216.5645,0.987309,6210.1357,1.0019095,6210.9673,0.9945182
6220.314,0.97953236,6217.9966,0.9804406,6211.5664,0.98732316,6212.398,0.9926335
6221.7466,0.99083155,6219.429,0.9919128,6212.997,0.9937624,6213.8286,0.9850105
6223.1797,0.9988557,6220.862,0.9879472,6214.428,0.98300755,6215.26,0.9776569
6224.6133,0.99301654,6222.295,0.99187446,6215.8594,0.98411274,6216.691,0.9821369
6226.047,0.9905435,6223.7285,0.98336476,6217.291,0.9874394,6218.1226,0.9874971
6227.481,0.9930122,6225.162,0.99807066,6218.723,0.98677725,6219.5547,0.9817794
6228.915,0.97926116,6226.596,0.9900778,6220.156,0.99366164,6220.9873,0.98291343
6230.35,0.94457847,6228.0303,0.98344666,6221.5884,0.98839027,6222.42,0.9891382
6231.785,0.95436764,6229.4653,0.98696417,6223.0215,1.0013784,6223.853,1.0014999
6233.22,0.98093456,6230.9004,0.98256016,6224.455,1.0010269,6225.2866,0.99442935
6234.6562,0.9674642,6232.3354,0.979416,6225.8887,0.9919468,6226.72,0.99775445
6236.0923,0.99017787,6233.7715,0.9813249,6227.3228,1.001719,6228.1543,0.98852414
6237.5283,0.98808515,6235.2075,0.9802583,6228.757,0.9887991,6229.5884,0.97540504
6238.9653,0.96171874,6236.6436,0.98302853,6230.192,0.9780134,6231.0234,0.9625869
6240.4023,0.961806,6238.0806,0.9881176,6231.627,0.96771914,6232.4585,0.9611429
6241.84,0.97667795,6239.5176,0.99124265,6233.062,0.97426635,6233.8936,0.984647
6243.2773,0.97165227,6240.955,0.97549325,6234.498,0.99096805,6235.3296,0.9868284
6244.7153,0.97994304,6242.3926,0.9710012,6235.934,0.9915609,6236.7656,0.9922097
6246.154,0.95972526,6243.8306,0.98132765,6237.37,0.9855261,6238.2017,0.9694971
6247.5923,0.9616384,6245.269,0.97936773,6238.807,0.98743373,6239.6387,0.9856098
6249.0312,0.9764612,6246.7075,0.9853806,6240.244,0.9883757,6241.0757,0.98273295
6250.4707,0.9774169,6248.1465,0.96708274,6241.6816,0.9880858,6242.513,0.9887912
6251.91,0.962234,6249.586,0.97525644,6243.119,0.9880512,6243.9507,0.97812384
6253.3506,0.959837,6251.0254,0.9671188,6244.557,0.9733428,6245.3887,0.96438336
6254.7905,0.95365024,6252.466,0.9730594,6245.9956,0.9699055,6246.827,0.9581676
6256.2314,0.9653096,6253.906,0.9810174,6247.434,0.97210175,6248.2656,0.9664016
6257.6724,0.96628463,6255.3467,0.9690978,6248.873,0.9774695,6249.7046,0.9902958
6259.114,0.9749559,6256.7876,0.9811368,6250.3125,0.98563486,6251.144,0.98569685
6260.5557,0.9722692,6258.229,0.9793738,6251.752,0.98324543,6252.5835,0.96853286
6261.9976,1.0044031,6259.671,0.99402964,6253.1924,0.9781864,6254.024,0.9556027
6263.44,0.9903078,6261.113,0.98790276,6254.6323,0.9709403,6255.464,0.9658642
6264.8823,0.98225254,6262.555,0.98849875,6256.073,0.97905004,6256.905,0.9672582
6266.3257,0.9790127,6263.9976,0.9985449,6257.514,0.9843392,6258.3457,0.974252
6267.7686,0.9798792,6265.441,0.9966298,6258.9556,0.98358,6259.787,0.9796469
6269.2124,1.0081152,6266.884,0.98725533,6260.3975,0.99860936,6261.229,0.99114716
6270.6562,0.9972913,6268.3276,1.0028752,6261.8394,0.99665946,6262.671,1.0020819
6272.1006,1.0096643,6269.7715,1.0009652,6263.2817,0.99745345,6264.1133,0.99202293
6273.5454,0.9968752,6271.216,1.0001338,6264.724,0.9984045,6265.5557,0.99069154
6274.99,1.0067315,6272.6606,0.98967916,6266.1675,0.9898211,6266.999,0.9941188
6276.4355,0.97015554,6274.1055,0.98378265,6267.6104,0.9975554,6268.442,1.0018586
6277.8813,0.9539478,6275.551,0.94976866,6269.054,0.9973899,6269.8857,0.9960747
6279.327,0.9418939,6276.9966,0.92199993,6270.498,1.00153,6271.3296,0.99782914
6280.774,0.92959595,6278.4424,0.9242435,6271.9424,0.99471885,6272.774,0.99768543
6282.22,0.94423187,6279.889,0.94716966,6273.387,0.9986644,6274.2188,1.0033187
6283.6675,0.971814,6281.3354,0.96396214,6274.832,0.98658055,6275.6636,0.9983421
6285.1147,0.96660775,6282.7827,0.9769747,6276.2773,0.96482944,6277.109,0.9693875
6286.5625,0.971857,6284.23,0.9797188,6277.723,0.9468043,6278.5547,0.9435925
6288.0103,0.9990995,6285.6777,0.9942808,6279.169,0.9415708,6280.0005,0.9348246
6289.4585,1.0086683,6287.1255,0.98266464,6280.6157,0.95382786,6281.4473,0.949201
6290.907,0.9861551,6288.5737,0.97632396,6282.062,0.9662584,6282.8936,0.97713554
6292.3564,0.9817263,6290.0225,0.98239994,6283.5093,0.9709089,6284.341,0.9899432
6293.8057,0.9941917,6291.4717,0.97638386,6284.9565,0.9883251,6285.788,0.99266183
6295.2554,0.9711595,6292.921,0.9743349,6286.4043,0.98798305,6287.236,0.9980227
6296.705,0.99085665,6294.3706,0.974707,6287.852,0.9992093,6288.6836,1.0018328
6298.156,0.9703156,6295.8203,0.96441686,6289.3003,0.97990274,6290.132,0.99406314
6299.6064,0.9574951,6297.271,0.96263117,6290.749,0.99315226,6291.5806,0.9819035
6301.057,0.9320259,6298.7217,0.9683392,6292.198,0.97666293,6293.03,0.978845
6302.509,0.9574686,6300.1724,0.95975935,6293.6475,0.9872054,6294.479,0.9855415
